mouse_ID	drosophila_ID	orthotype	OMAgroup
ENSMUSG00000033991.9	FBgn0033376	1:1	
ENSMUSG00000021596.16	FBgn0034389	n:1	641963
ENSMUSG00000064138.14	FBgn0038013	1:1	530435
ENSMUSG00000069171.14	FBgn0003651	n:1	
ENSMUSG00000035834.11	FBgn0053051	n:1	748385
ENSMUSG00000005583.16	FBgn0011656	n:1	548760
ENSMUSG00000035762.11	FBgn0036133	1:1	850897
ENSMUSG00000021548.10	FBgn0022936	1:1	834350
ENSMUSG00000021549.14	FBgn0003969	1:1	497664
ENSMUSG00000017778.14	FBgn0040773	1:1	758901
ENSMUSG00000012422.14	FBgn0040890	1:1	818180
ENSMUSG00000049517.8	FBgn0033912	1:1	863352
ENSMUSG00000003992.14	FBgn0011481	n:1	547865
ENSMUSG00000021707.5	FBgn0004087	1:1	838476
ENSMUSG00000034334.8	FBgn0031968	1:1	849740
ENSMUSG00000021702.7	FBgn0031850	n:1	514310
ENSMUSG00000021704.8	FBgn0037710	n:1	839879
ENSMUSG00000042082.7	FBgn0036768	1:1	
ENSMUSG00000045312.12	FBgn0035085	1:1	828570
ENSMUSG00000021687.14	FBgn0040285	1:1	659091
ENSMUSG00000021686.5	FBgn0003210	n:1	
ENSMUSG00000042043.6	FBgn0039869	1:1	783411
ENSMUSG00000021681.8	FBgn0034002	1:1	696821
ENSMUSG00000021680.8	FBgn0039770	1:1	836684
ENSMUSG00000114133.1	FBgn0000181	n:1	
ENSMUSG00000021669.15	FBgn0027569	1:1	838754
ENSMUSG00000021670.14	FBgn0263782	1:1	830292
ENSMUSG00000060739.8	FBgn0025366	1:1	865387
ENSMUSG00000021666.16	FBgn0051159	1:1	863718
ENSMUSG00000069117.4	FBgn0010411	n:1	
ENSMUSG00000041747.3	FBgn0023527	1:1	818543
ENSMUSG00000092116.1	FBgn0010638	n:1	
ENSMUSG00000041685.16	FBgn0037702	1:1	548322
ENSMUSG00000009470.17	FBgn0024921	n:1	
ENSMUSG00000021646.9	FBgn0042083	1:1	836761
ENSMUSG00000021643.15	FBgn0038421	n:1	
ENSMUSG00000021645.16	FBgn0036641	1:1	842889
ENSMUSG00000021639.16	FBgn0037202	1:1	542327
ENSMUSG00000078941.9	FBgn0033754	1:1	859644
ENSMUSG00000069089.8	FBgn0263237	1:1	547099
ENSMUSG00000041417.15	FBgn0020622	n:1	
ENSMUSG00000032621.8	FBgn0024285	n:1	
ENSMUSG00000042743.13	FBgn0032640	n:1	547335
ENSMUSG00000021711.16	FBgn0032204	1:1	719115
ENSMUSG00000021713.9	FBgn0035027	1:1	831232
ENSMUSG00000021715.12	FBgn0036207	1:1	549264
ENSMUSG00000021718.5	FBgn0033538	1:1	
ENSMUSG00000042590.16	FBgn0053139	1:1	822967
ENSMUSG00000021692.9	FBgn0039627	1:1	845377
ENSMUSG00000021693.20	FBgn0034824	1:1	
ENSMUSG00000021696.9	FBgn0051522	1:m	
ENSMUSG00000021696.9	FBgn0051523	1:m	650980
ENSMUSG00000021696.9	FBgn0037534	1:m	
ENSMUSG00000021699.17	FBgn0000479	n:1	
ENSMUSG00000021700.10	FBgn0005586	1:1	522117
ENSMUSG00000021759.14	FBgn0041087	n:1	
ENSMUSG00000016018.4	FBgn0001986	1:1	845982
ENSMUSG00000021763.17	FBgn0032683	n:1	
ENSMUSG00000042364.11	FBgn0040475	n:1	847104
ENSMUSG00000021764.7	FBgn0031021	1:1	
ENSMUSG00000042275.9	FBgn0011207	1:1	857533
ENSMUSG00000074634.12	FBgn0035475	1:1	854817
ENSMUSG00000093930.2	FBgn0010611	n:1	783620
ENSMUSG00000025278.9	FBgn0014141	n:1	
ENSMUSG00000033885.15	FBgn0033244	1:1	829351
ENSMUSG00000021748.9	FBgn0039635	1:1	508337
ENSMUSG00000021751.13	FBgn0034628	1:m	
ENSMUSG00000021751.13	FBgn0029924	1:m	852229
ENSMUSG00000097148.2	FBgn0001091	n:m	
ENSMUSG00000097148.2	FBgn0001092	n:m	
ENSMUSG00000054423.14	FBgn0053653	n:1	836917
ENSMUSG00000053453.9	FBgn0035110	1:1	818923
ENSMUSG00000021737.4	FBgn0028688	1:1	816738
ENSMUSG00000021733.10	FBgn0259111	n:1	516616
ENSMUSG00000021786.13	FBgn0037356	1:1	546807
ENSMUSG00000021785.8	FBgn0033050	1:1	833311
ENSMUSG00000017485.11	FBgn0003732	n:1	864067
ENSMUSG00000021775.11	FBgn0004865	1:1	
ENSMUSG00000012405.16	FBgn0028697	1:1	854026
ENSMUSG00000021772.15	FBgn0040513	n:1	
ENSMUSG00000058317.12	FBgn0015320	n:1	
ENSMUSG00000021806.4	FBgn0026403	n:1	814003
ENSMUSG00000021807.6	FBgn0051249	1:1	650524
ENSMUSG00000043004.13	FBgn0004921	n:1	
ENSMUSG00000021810.3	FBgn0000543	1:1	747527
ENSMUSG00000021811.7	FBgn0037878	1:1	858183
ENSMUSG00000049960.4	FBgn0033907	1:1	547666
ENSMUSG00000021814.17	FBgn0030749	1:1	
ENSMUSG00000021816.11	FBgn0011826	n:m	548657
ENSMUSG00000021816.11	FBgn0030758	n:m	
ENSMUSG00000039367.11	FBgn0262126	n:1	547081
ENSMUSG00000021819.11	FBgn0085430	1:1	831421
ENSMUSG00000039308.6	FBgn0020251	n:1	
ENSMUSG00000021820.18	FBgn0264607	n:1	
ENSMUSG00000021823.10	FBgn0004397	1:1	681411
ENSMUSG00000021824.13	FBgn0000330	n:1	
ENSMUSG00000039197.10	FBgn0036337	1:1	783684
ENSMUSG00000063821.6	FBgn0030976	n:1	709077
ENSMUSG00000021768.15	FBgn0030976	n:1	
ENSMUSG00000021771.14	FBgn0004363	n:1	810730
ENSMUSG00000039081.10	FBgn0004858	n:m	
ENSMUSG00000039081.10	FBgn0005771	n:m	
ENSMUSG00000063458.13	FBgn0051076	1:1	843995
ENSMUSG00000063142.15	FBgn0003429	1:1	643286
ENSMUSG00000021782.14	FBgn0032363	1:1	848213
ENSMUSG00000025280.8	FBgn0030687	1:1	846708
ENSMUSG00000025290.17	FBgn0261596	1:1	810310
ENSMUSG00000021868.7	FBgn0036415	1:m	
ENSMUSG00000021868.7	FBgn0004432	1:m	547931
ENSMUSG00000021866.15	FBgn0000083	1:1	
ENSMUSG00000040818.10	FBgn0029756	n:1	517762
ENSMUSG00000021877.12	FBgn0013749	1:1	775043
ENSMUSG00000043702.9	FBgn0051759	1:1	849465
ENSMUSG00000021991.9	FBgn0261041	n:1	810119
ENSMUSG00000015971.5	FBgn0030877	1:1	736652
ENSMUSG00000015968.17	FBgn0001991	n:1	788273
ENSMUSG00000021957.7	FBgn0036784	n:m	508339
ENSMUSG00000021957.7	FBgn0037607	n:m	
ENSMUSG00000052395.17	FBgn0027564	1:1	831750
ENSMUSG00000021918.10	FBgn0000826	n:1	554087
ENSMUSG00000021917.16	FBgn0040623	1:1	659196
ENSMUSG00000042323.17	FBgn0039227	1:1	830249
ENSMUSG00000058351.11	FBgn0052736	1:1	852121
ENSMUSG00000071547.4	FBgn0033426	n:1	
ENSMUSG00000042286.13	FBgn0034662	1:1	
ENSMUSG00000021910.15	FBgn0033996	1:1	798774
ENSMUSG00000021891.8	FBgn0085224	1:1	836847
ENSMUSG00000021884.18	FBgn0034488	1:1	865657
ENSMUSG00000021900.10	FBgn0052751	1:m	
ENSMUSG00000021900.10	FBgn0040069	1:m	780153
ENSMUSG00000021900.10	FBgn0029848	1:m	
ENSMUSG00000021905.14	FBgn0037883	1:1	854936
ENSMUSG00000013701.13	FBgn0058042	n:1	
ENSMUSG00000021913.8	FBgn0010352	n:1	
ENSMUSG00000021919.8	FBgn0000303	1:1	775316
ENSMUSG00000100241.1	FBgn0015323	1:1	548373
ENSMUSG00000021936.14	FBgn0000229	n:1	
ENSMUSG00000021794.16	FBgn0001098	1:1	856178
ENSMUSG00000021799.9	FBgn0019940	1:m	
ENSMUSG00000021799.9	FBgn0003248	1:m	
ENSMUSG00000021799.9	FBgn0002940	1:m	657284
ENSMUSG00000041028.16	FBgn0037506	1:m	857141
ENSMUSG00000041028.16	FBgn0030263	1:m	
ENSMUSG00000037824.6	FBgn0031760	n:1	
ENSMUSG00000037798.7	FBgn0005278	n:1	
ENSMUSG00000021831.9	FBgn0261274	n:1	
ENSMUSG00000021832.8	FBgn0028685	1:1	848757
ENSMUSG00000037722.8	FBgn0039690	1:1	
ENSMUSG00000037712.16	FBgn0035498	n:m	843339
ENSMUSG00000037712.16	FBgn0036688	n:m	
ENSMUSG00000015759.11	FBgn0000339	n:1	860022
ENSMUSG00000062014.13	FBgn0028894	n:1	835197
ENSMUSG00000037580.10	FBgn0003162	1:1	
ENSMUSG00000037572.17	FBgn0033890	1:1	724746
ENSMUSG00000037526.7	FBgn0039636	1:1	853495
ENSMUSG00000021846.9	FBgn0025574	n:1	
ENSMUSG00000061244.14	FBgn0266673	1:1	720832
ENSMUSG00000006289.14	FBgn0036615	1:1	804776
ENSMUSG00000115338.1	FBgn0035348	n:1	861633
ENSMUSG00000021871.18	FBgn0035348	n:1	
ENSMUSG00000068417.8	FBgn0035348	n:1	
ENSMUSG00000004561.14	FBgn0032168	1:1	809337
ENSMUSG00000072572.9	FBgn0033096	1:m	
ENSMUSG00000072572.9	FBgn0038312	1:m	
ENSMUSG00000004558.15	FBgn0043070	n:1	
ENSMUSG00000008813.13	FBgn0266417	n:1	
ENSMUSG00000035726.8	FBgn0002183	1:1	547016
ENSMUSG00000049532.11	FBgn0027339	1:1	
ENSMUSG00000022174.8	FBgn0263852	1:1	842813
ENSMUSG00000040997.13	FBgn0033226	1:1	547493
ENSMUSG00000000959.7	FBgn0027615	1:1	792592
ENSMUSG00000010406.12	FBgn0033208	1:1	830891
ENSMUSG00000023110.12	FBgn0015925	1:1	850473
ENSMUSG00000022193.7	FBgn0029134	n:1	860128
ENSMUSG00000022185.19	FBgn0030054	1:1	
ENSMUSG00000022180.7	FBgn0002778	1:1	
ENSMUSG00000022194.15	FBgn0005648	1:1	547478
ENSMUSG00000022199.11	FBgn0038260	1:1	
ENSMUSG00000040752.16	FBgn0264695	n:1	
ENSMUSG00000053093.16	FBgn0264695	n:1	548660
ENSMUSG00000022204.9	FBgn0031736	1:1	852335
ENSMUSG00000022209.12	FBgn0035588	n:1	
ENSMUSG00000022210.7	FBgn0035588	n:1	508556
ENSMUSG00000040618.7	FBgn0034356	n:m	862559
ENSMUSG00000040618.7	FBgn0003067	n:m	
ENSMUSG00000022214.15	FBgn0034527	1:1	547631
ENSMUSG00000002319.16	FBgn0042178	1:m	
ENSMUSG00000002319.16	FBgn0042177	1:m	858802
ENSMUSG00000007591.15	FBgn0031784	1:1	550935
ENSMUSG00000010376.15	FBgn0032725	1:1	754151
ENSMUSG00000040472.15	FBgn0037293	1:1	831368
ENSMUSG00000019297.9	FBgn0033169	1:1	853994
ENSMUSG00000022220.14	FBgn0004852	n:1	
ENSMUSG00000022223.9	FBgn0033769	1:1	779421
ENSMUSG00000061068.7	FBgn0050082	1:1	
ENSMUSG00000021947.11	FBgn0030737	1:1	547411
ENSMUSG00000040040.16	FBgn0016919	1:1	547457
ENSMUSG00000021951.6	FBgn0031777	1:1	823080
ENSMUSG00000021963.17	FBgn0024491	n:1	
ENSMUSG00000021969.8	FBgn0033474	n:1	
ENSMUSG00000021981.10	FBgn0017572	n:1	
ENSMUSG00000021983.16	FBgn0259221	n:1	
ENSMUSG00000063895.7	FBgn0038722	n:1	554202
ENSMUSG00000114797.1	FBgn0038722	n:1	
ENSMUSG00000021987.9	FBgn0028497	n:1	496533
ENSMUSG00000021990.15	FBgn0015803	n:1	
ENSMUSG00000021993.10	FBgn0033038	1:1	708022
ENSMUSG00000035296.14	FBgn0025391	n:1	769009
ENSMUSG00000043157.8	FBgn0038915	1:1	
ENSMUSG00000021929.9	FBgn0027338	n:1	
ENSMUSG00000021930.14	FBgn0038564	1:1	842748
ENSMUSG00000021932.13	FBgn0030507	1:1	761019
ENSMUSG00000014547.10	FBgn0032246	n:1	
ENSMUSG00000021939.8	FBgn0030521	1:1	767901
ENSMUSG00000021953.14	FBgn0036997	1:1	547107
ENSMUSG00000035078.6	FBgn0035945	1:1	496540
ENSMUSG00000035067.9	FBgn0052579	1:1	
ENSMUSG00000021975.8	FBgn0036570	1:1	851214
ENSMUSG00000021978.9	FBgn0027535	1:1	844120
ENSMUSG00000022031.6	FBgn0031604	1:1	822311
ENSMUSG00000022033.9	FBgn0030864	1:1	818093
ENSMUSG00000022035.6	FBgn0029929	1:1	817009
ENSMUSG00000022041.10	FBgn0266347	n:m	
ENSMUSG00000022041.10	FBgn0000039	n:m	
ENSMUSG00000059456.13	FBgn0020440	n:1	
ENSMUSG00000022052.9	FBgn0004889	n:1	
ENSMUSG00000034327.17	FBgn0037244	1:1	547408
ENSMUSG00000044447.5	FBgn0015513	n:1	685645
ENSMUSG00000034248.7	FBgn0039561	n:1	
ENSMUSG00000034194.17	FBgn0035388	1:1	
ENSMUSG00000034190.9	FBgn0027565	1:1	516196
ENSMUSG00000022075.7	FBgn0036980	n:1	842477
ENSMUSG00000033730.4	FBgn0003448	1:1	
ENSMUSG00000000776.13	FBgn0036775	1:1	755576
ENSMUSG00000022098.10	FBgn0003719	n:1	549922
ENSMUSG00000047911.6	FBgn0016685	1:1	
ENSMUSG00000022100.14	FBgn0053180	n:1	843436
ENSMUSG00000022109.6	FBgn0035754	1:1	
ENSMUSG00000022110.13	FBgn0037643	1:1	766905
ENSMUSG00000021996.16	FBgn0038771	1:1	711102
ENSMUSG00000068015.7	FBgn0032633	n:1	
ENSMUSG00000021998.16	FBgn0024238	n:1	865015
ENSMUSG00000034893.8	FBgn0031536	1:1	813007
ENSMUSG00000022003.7	FBgn0036199	n:1	
ENSMUSG00000060126.14	FBgn0037874	1:1	829788
ENSMUSG00000067995.4	FBgn0010421	1:1	857037
ENSMUSG00000022008.4	FBgn0067629	1:1	832802
ENSMUSG00000022009.1	FBgn0036812	1:1	752193
ENSMUSG00000022010.19	FBgn0259176	n:1	848091
ENSMUSG00000052584.10	FBgn0047135	n:1	
ENSMUSG00000058997.8	FBgn0040234	1:1	859755
ENSMUSG00000022020.15	FBgn0031020	n:1	
ENSMUSG00000022023.6	FBgn0031287	1:1	742344
ENSMUSG00000022021.14	FBgn0011202	n:1	549341
ENSMUSG00000022019.16	FBgn0036450	1:1	548061
ENSMUSG00000022076.10	FBgn0030114	n:1	
ENSMUSG00000060377.4	FBgn0031980	n:1	
ENSMUSG00000033166.11	FBgn0039183	1:1	546986
ENSMUSG00000033083.16	FBgn0261261	1:1	854254
ENSMUSG00000022111.9	FBgn0010288	n:1	
ENSMUSG00000098557.1	FBgn0038839	n:1	785982
ENSMUSG00000033004.15	FBgn0030600	1:1	796717
ENSMUSG00000022119.15	FBgn0002044	n:1	
ENSMUSG00000058126.7	FBgn0004117	n:1	
ENSMUSG00000022112.14	FBgn0263930	n:1	829023
ENSMUSG00000058571.11	FBgn0041604	n:1	
ENSMUSG00000032849.14	FBgn0032026	1:m	
ENSMUSG00000032849.14	FBgn0051792	1:m	
ENSMUSG00000032849.14	FBgn0051793	1:m	
ENSMUSG00000032849.14	FBgn0032908	1:m	
ENSMUSG00000032849.14	FBgn0010549	1:m	
ENSMUSG00000032849.14	FBgn0263316	1:m	
ENSMUSG00000032849.14	FBgn0038740	1:m	
ENSMUSG00000022136.8	FBgn0037718	1:1	547041
ENSMUSG00000042104.18	FBgn0014075	n:1	
ENSMUSG00000051615.14	FBgn0025806	n:1	
ENSMUSG00000030662.10	FBgn0087013	n:1	858801
ENSMUSG00000025557.10	FBgn0265575	n:m	548245
ENSMUSG00000025557.10	FBgn0028491	n:m	
ENSMUSG00000025558.17	FBgn0260486	n:1	685647
ENSMUSG00000025544.13	FBgn0032880	1:1	531078
ENSMUSG00000041703.7	FBgn0031375	1:1	
ENSMUSG00000041625.15	FBgn0035082	1:m	
ENSMUSG00000041625.15	FBgn0035083	1:m	698011
ENSMUSG00000041594.18	FBgn0038324	1:1	548973
ENSMUSG00000000197.8	FBgn0002917	1:1	788271
ENSMUSG00000022186.14	FBgn0035298	n:1	787020
ENSMUSG00000049148.8	FBgn0032845	n:1	494765
ENSMUSG00000022155.9	FBgn0040236	n:1	
ENSMUSG00000041841.8	FBgn0030616	1:1	851843
ENSMUSG00000050697.9	FBgn0023169	n:1	
ENSMUSG00000039942.15	FBgn0036742	n:1	
ENSMUSG00000050310.9	FBgn0031006	1:1	
ENSMUSG00000039828.7	FBgn0034908	1:1	842727
ENSMUSG00000022142.7	FBgn0021761	1:1	792887
ENSMUSG00000022253.15	FBgn0033373	1:1	816618
ENSMUSG00000039704.7	FBgn0037689	1:1	705808
ENSMUSG00000039676.4	FBgn0051345	1:1	
ENSMUSG00000089678.8	FBgn0037186	1:1	831435
ENSMUSG00000044224.16	FBgn0027599	1:1	547545
ENSMUSG00000022247.12	FBgn0035524	1:1	844393
ENSMUSG00000022248.14	FBgn0026778	1:1	703478
ENSMUSG00000022244.7	FBgn0032881	1:1	828425
ENSMUSG00000022243.10	FBgn0035968	n:1	547682
ENSMUSG00000022241.6	FBgn0027081	1:1	851106
ENSMUSG00000022205.15	FBgn0015299	1:1	530102
ENSMUSG00000022201.16	FBgn0263603	1:1	851410
ENSMUSG00000022195.7	FBgn0036846	1:1	842526
ENSMUSG00000022191.16	FBgn0026722	1:1	548301
ENSMUSG00000047565.5	FBgn0039854	n:m	
ENSMUSG00000047565.5	FBgn0039855	n:m	
ENSMUSG00000047565.5	FBgn0039856	n:m	844017
ENSMUSG00000045763.8	FBgn0051952	1:1	
ENSMUSG00000022272.17	FBgn0040299	1:1	
ENSMUSG00000052253.6	FBgn0030878	1:1	857281
ENSMUSG00000022263.10	FBgn0024277	n:1	
ENSMUSG00000022262.8	FBgn0037726	1:1	529434
ENSMUSG00000039168.15	FBgn0033624	1:1	855920
ENSMUSG00000039100.10	FBgn0035333	1:1	685719
ENSMUSG00000022234.15	FBgn0010621	1:1	636212
ENSMUSG00000039065.11	FBgn0038871	1:1	798830
ENSMUSG00000022231.10	FBgn0250876	n:1	
ENSMUSG00000058600.13	FBgn0086710	1:1	852017
ENSMUSG00000022323.11	FBgn0086691	1:1	841613
ENSMUSG00000037646.10	FBgn0039727	1:1	854109
ENSMUSG00000014313.15	FBgn0015031	1:1	
ENSMUSG00000045996.12	FBgn0262954	1:1	689055
ENSMUSG00000022283.15	FBgn0265297	n:1	
ENSMUSG00000022285.17	FBgn0004907	n:1	499498
ENSMUSG00000062397.8	FBgn0036537	1:m	514934
ENSMUSG00000062397.8	FBgn0036538	1:m	
ENSMUSG00000051359.15	FBgn0013303	n:1	551232
ENSMUSG00000037487.7	FBgn0002431	1:1	818934
ENSMUSG00000022295.8	FBgn0262511	1:1	789799
ENSMUSG00000022299.9	FBgn0033391	1:1	497994
ENSMUSG00000022300.10	FBgn0036500	1:1	865108
ENSMUSG00000037386.16	FBgn0053547	1:1	
ENSMUSG00000022304.13	FBgn0023023	1:1	817086
ENSMUSG00000022307.15	FBgn0013576	n:1	
ENSMUSG00000022336.3	FBgn0025582	1:1	864619
ENSMUSG00000022337.7	FBgn0038461	1:m	
ENSMUSG00000022337.7	FBgn0038462	1:m	743401
ENSMUSG00000038736.10	FBgn0030342	1:1	793644
ENSMUSG00000022338.7	FBgn0040670	1:m	
ENSMUSG00000022338.7	FBgn0000618	1:m	719310
ENSMUSG00000022312.11	FBgn0022023	1:1	864406
ENSMUSG00000022313.10	FBgn0031361	1:1	849937
ENSMUSG00000061731.9	FBgn0265974	1:1	531257
ENSMUSG00000037343.8	FBgn0011836	1:1	850674
ENSMUSG00000022422.13	FBgn0034495	1:1	835901
ENSMUSG00000022370.13	FBgn0032720	1:1	863276
ENSMUSG00000060429.12	FBgn0037130	n:1	790823
ENSMUSG00000022365.6	FBgn0031376	1:1	689448
ENSMUSG00000022359.10	FBgn0034046	1:1	735018
ENSMUSG00000022358.7	FBgn0036196	n:1	
ENSMUSG00000037119.4	FBgn0064766	1:1	641390
ENSMUSG00000037106.8	FBgn0266757	n:1	
ENSMUSG00000050891.9	FBgn0033117	1:1	835751
ENSMUSG00000022354.4	FBgn0032511	1:1	
ENSMUSG00000022350.7	FBgn0036571	1:1	641383
ENSMUSG00000022378.14	FBgn0052066	n:1	703491
ENSMUSG00000022377.16	FBgn0050372	n:1	734463
ENSMUSG00000022376.8	FBgn0024150	1:1	501068
ENSMUSG00000015002.18	FBgn0086784	n:1	516361
ENSMUSG00000022375.6	FBgn0014395	1:1	547488
ENSMUSG00000005125.12	FBgn0043070	n:1	843909
ENSMUSG00000036800.7	FBgn0052333	n:1	
ENSMUSG00000036760.6	FBgn0037690	n:m	
ENSMUSG00000036760.6	FBgn0038165	n:m	749661
ENSMUSG00000047921.15	FBgn0261787	1:1	739619
ENSMUSG00000068391.8	FBgn0043001	1:1	
ENSMUSG00000036698.10	FBgn0262739	n:1	542653
ENSMUSG00000022607.15	FBgn0020440	n:1	842739
ENSMUSG00000079020.9	FBgn0035968	n:1	
ENSMUSG00000059895.12	FBgn0024734	n:1	
ENSMUSG00000056665.2	FBgn0029838	1:1	753545
ENSMUSG00000022580.12	FBgn0026374	n:1	792213
ENSMUSG00000022574.6	FBgn0031589	1:1	862702
ENSMUSG00000022571.8	FBgn0038516	n:m	
ENSMUSG00000022571.8	FBgn0015781	n:m	
ENSMUSG00000022570.5	FBgn0034794	1:1	546862
ENSMUSG00000034429.14	FBgn0037722	n:1	
ENSMUSG00000063704.12	FBgn0052703	1:1	
ENSMUSG00000002524.16	FBgn0028577	1:1	548231
ENSMUSG00000075590.3	FBgn0027497	n:1	
ENSMUSG00000022564.6	FBgn0025692	1:m	
ENSMUSG00000022564.6	FBgn0013305	1:m	857144
ENSMUSG00000022562.14	FBgn0034733	1:1	
ENSMUSG00000034259.7	FBgn0032487	1:1	847594
ENSMUSG00000022561.12	FBgn0029818	1:1	843648
ENSMUSG00000022551.7	FBgn0035600	1:m	864514
ENSMUSG00000022551.7	FBgn0039651	1:m	
ENSMUSG00000022553.15	FBgn0058196	1:1	808708
ENSMUSG00000022554.6	FBgn0039417	1:1	847353
ENSMUSG00000022558.15	FBgn0040236	n:1	705890
ENSMUSG00000022557.10	FBgn0028744	1:1	865103
ENSMUSG00000022555.11	FBgn0004797	1:1	747426
ENSMUSG00000022550.17	FBgn0036142	1:1	777444
ENSMUSG00000034022.7	FBgn0024698	1:1	685698
ENSMUSG00000059323.13	FBgn0021814	1:1	827863
ENSMUSG00000053929.16	FBgn0266918	1:1	263048
ENSMUSG00000022546.4	FBgn0030478	n:1	
ENSMUSG00000003970.8	FBgn0261602	1:1	865813
ENSMUSG00000063236.5	FBgn0038673	1:1	
ENSMUSG00000022443.16	FBgn0265434	n:1	
ENSMUSG00000005354.15	FBgn0034472	1:m	
ENSMUSG00000005354.15	FBgn0035334	1:m	780365
ENSMUSG00000016554.8	FBgn0037994	1:m	
ENSMUSG00000016554.8	FBgn0040227	1:m	864430
ENSMUSG00000033220.6	FBgn0010333	n:1	
ENSMUSG00000018169.12	FBgn0011591	n:1	
ENSMUSG00000033128.8	FBgn0030141	n:1	
ENSMUSG00000022436.15	FBgn0052487	1:m	713119
ENSMUSG00000022436.15	FBgn0036759	1:m	
ENSMUSG00000006378.14	FBgn0036208	1:1	805410
ENSMUSG00000033047.4	FBgn0036258	1:1	835702
ENSMUSG00000033039.9	FBgn0036333	1:1	548814
ENSMUSG00000033029.12	FBgn0035952	1:1	777869
ENSMUSG00000033020.6	FBgn0003275	1:1	766460
ENSMUSG00000068206.12	FBgn0032447	1:1	775569
ENSMUSG00000042632.16	FBgn0036053	1:1	
ENSMUSG00000042622.13	FBgn0034534	n:1	
ENSMUSG00000009035.14	FBgn0035236	1:1	
ENSMUSG00000022433.18	FBgn0002413	n:1	
ENSMUSG00000044216.6	FBgn0265042	n:m	
ENSMUSG00000044216.6	FBgn0039081	n:m	
ENSMUSG00000022428.7	FBgn0067317	1:1	851810
ENSMUSG00000022427.3	FBgn0035473	1:1	772063
ENSMUSG00000022426.5	FBgn0029853	n:1	
ENSMUSG00000042535.8	FBgn0027836	1:1	826467
ENSMUSG00000022420.15	FBgn0033687	1:1	835577
ENSMUSG00000060036.13	FBgn0020910	1:1	863449
ENSMUSG00000022415.12	FBgn0033876	n:1	813557
ENSMUSG00000022407.9	FBgn0038467	1:1	858956
ENSMUSG00000042303.18	FBgn0038304	1:1	840833
ENSMUSG00000022404.7	FBgn0052250	1:1	497996
ENSMUSG00000022403.14	FBgn0029676	1:m	547459
ENSMUSG00000022403.14	FBgn0260484	1:m	
ENSMUSG00000022401.11	FBgn0031093	1:1	719972
ENSMUSG00000022400.8	FBgn0025638	1:1	828171
ENSMUSG00000022391.15	FBgn0003346	1:1	547356
ENSMUSG00000069439.2	FBgn0029785	n:1	
ENSMUSG00000061360.7	FBgn0031822	1:1	850398
ENSMUSG00000022477.12	FBgn0010100	1:m	863373
ENSMUSG00000022477.12	FBgn0037862	1:m	
ENSMUSG00000022476.7	FBgn0036188	1:1	838676
ENSMUSG00000042109.7	FBgn0036661	n:1	817569
ENSMUSG00000022474.14	FBgn0036300	n:1	816674
ENSMUSG00000061633.3	FBgn0027785	1:1	
ENSMUSG00000022471.13	FBgn0011774	1:1	712007
ENSMUSG00000063480.7	FBgn0015393	1:1	861736
ENSMUSG00000022463.7	FBgn0261283	n:1	
ENSMUSG00000022453.7	FBgn0032192	1:1	679241
ENSMUSG00000022450.5	FBgn0033570	1:1	736739
ENSMUSG00000058586.11	FBgn0020545	1:1	
ENSMUSG00000018040.9	FBgn0031764	1:1	855244
ENSMUSG00000018042.17	FBgn0036211	1:1	800892
ENSMUSG00000047878.12	FBgn0031491	1:m	
ENSMUSG00000047878.12	FBgn0039378	1:m	
ENSMUSG00000054277.8	FBgn0037182	n:1	
ENSMUSG00000016664.14	FBgn0053094	n:1	548480
ENSMUSG00000022442.15	FBgn0052238	1:1	494604
ENSMUSG00000048755.8	FBgn0036691	1:1	524465
ENSMUSG00000041736.7	FBgn0031263	1:1	852152
ENSMUSG00000016757.10	FBgn0033225	1:1	494606
ENSMUSG00000041708.12	FBgn0036028	n:1	783879
ENSMUSG00000018865.8	FBgn0265052	n:1	
ENSMUSG00000022437.6	FBgn0033989	1:1	859527
ENSMUSG00000022438.6	FBgn0052528	n:1	
ENSMUSG00000078954.9	FBgn0036257	n:1	
ENSMUSG00000016619.9	FBgn0033264	1:1	547668
ENSMUSG00000022431.2	FBgn0036214	n:1	
ENSMUSG00000016541.9	FBgn0034266	1:1	
ENSMUSG00000022382.14	FBgn0004360	n:1	843686
ENSMUSG00000064284.12	FBgn0037611	1:1	847980
ENSMUSG00000022386.12	FBgn0040337	1:1	862961
ENSMUSG00000016028.10	FBgn0024836	n:1	
ENSMUSG00000035891.16	FBgn0037315	1:1	710714
ENSMUSG00000022387.16	FBgn0033155	n:1	
ENSMUSG00000035845.17	FBgn0037743	1:1	856210
ENSMUSG00000022388.14	FBgn0031853	n:1	494609
ENSMUSG00000053137.6	FBgn0024846	n:m	
ENSMUSG00000053137.6	FBgn0015765	n:m	547484
ENSMUSG00000015377.9	FBgn0029756	n:1	
ENSMUSG00000036529.17	FBgn0025802	n:1	
ENSMUSG00000022613.8	FBgn0036262	1:1	744553
ENSMUSG00000022617.14	FBgn0032955	n:1	
ENSMUSG00000078937.8	FBgn0261862	n:1	
ENSMUSG00000075470.1	FBgn0052076	1:1	794165
ENSMUSG00000055782.8	FBgn0039890	n:1	547267
ENSMUSG00000047295.16	FBgn0032286	1:1	
ENSMUSG00000055022.14	FBgn0037240	n:1	548579
ENSMUSG00000036197.15	FBgn0039273	1:1	773034
ENSMUSG00000022634.9	FBgn0034763	1:1	
