zebrafish_ID	baboon_ID	orthotype	OMAgroup
ENSDARG00000013598	ENSPANG00000009197	n:m	
ENSDARG00000018967	ENSPANG00000009408	n:1	
ENSDARG00000012407	ENSPANG00000005626	n:1	
ENSDARG00000013150	ENSPANG00000018482	1:1	846762
ENSDARG00000087596	ENSPANG00000005600	1:1	
ENSDARG00000054136	ENSPANG00000010975	1:1	826621
ENSDARG00000015822	ENSPANG00000012747	1:1	785597
ENSDARG00000030020	ENSPANG00000018257	n:1	551785
ENSDARG00000094277	ENSPANG00000018302	1:1	859157
ENSDARG00000053753	ENSPANG00000011022	n:m	772150
ENSDARG00000053753	ENSPANG00000016713	n:m	
ENSDARG00000079581	ENSPANG00000019040	1:1	789874
ENSDARG00000054087	ENSPANG00000012487	1:1	786236
ENSDARG00000021046	ENSPANG00000022044	1:1	511465
ENSDARG00000040799	ENSPANG00000015209	1:1	826077
ENSDARG00000068726	ENSPANG00000014789	1:1	550461
ENSDARG00000054055	ENSPANG00000011077	1:1	
ENSDARG00000098278	ENSPANG00000017440	1:1	
ENSDARG00000098368	ENSPANG00000007946	1:1	854887
ENSDARG00000097591	ENSPANG00000007587	1:1	
ENSDARG00000053950	ENSPANG00000017373	1:1	709585
ENSDARG00000076710	ENSPANG00000009326	n:m	
ENSDARG00000076710	ENSPANG00000007850	n:m	
ENSDARG00000053931	ENSPANG00000009326	n:m	
ENSDARG00000053931	ENSPANG00000007850	n:m	
ENSDARG00000068680	ENSPANG00000008633	n:1	548882
ENSDARG00000088893	ENSPANG00000008633	n:1	
ENSDARG00000077745	ENSPANG00000015649	1:1	
ENSDARG00000086025	ENSPANG00000010473	n:1	
ENSDARG00000097307	ENSPANG00000010473	n:1	
ENSDARG00000039096	ENSPANG00000013639	1:1	800845
ENSDARG00000060723	ENSPANG00000002497	1:1	797883
ENSDARG00000014891	ENSPANG00000016829	1:1	550542
ENSDARG00000077479	ENSPANG00000007157	1:1	864537
ENSDARG00000043453	ENSPANG00000014392	1:1	
ENSDARG00000068638	ENSPANG00000011288	1:1	657397
ENSDARG00000076179	ENSPANG00000019494	1:1	553533
ENSDARG00000043446	ENSPANG00000008052	1:1	812565
ENSDARG00000043443	ENSPANG00000016248	1:1	824413
ENSDARG00000033840	ENSPANG00000018585	1:1	265965
ENSDARG00000039661	ENSPANG00000004551	1:1	548274
ENSDARG00000097824	ENSPANG00000000062	1:1	828414
ENSDARG00000090935	ENSPANG00000012442	1:1	554550
ENSDARG00000060633	ENSPANG00000019586	1:1	548576
ENSDARG00000094067	ENSPANG00000013614	n:m	
ENSDARG00000094067	ENSPANG00000024149	n:m	
ENSDARG00000094067	ENSPANG00000022816	n:m	
ENSDARG00000094067	ENSPANG00000009037	n:m	
ENSDARG00000094067	ENSPANG00000013750	n:m	
ENSDARG00000094067	ENSPANG00000010048	n:m	
ENSDARG00000094067	ENSPANG00000014877	n:m	
ENSDARG00000094067	ENSPANG00000012857	n:m	
ENSDARG00000093532	ENSPANG00000013614	n:m	
ENSDARG00000093532	ENSPANG00000024149	n:m	
ENSDARG00000093532	ENSPANG00000022816	n:m	
ENSDARG00000093532	ENSPANG00000009037	n:m	
ENSDARG00000093532	ENSPANG00000013750	n:m	
ENSDARG00000093532	ENSPANG00000010048	n:m	
ENSDARG00000093532	ENSPANG00000014877	n:m	
ENSDARG00000093532	ENSPANG00000012857	n:m	
ENSDARG00000097373	ENSPANG00000022321	n:1	
ENSDARG00000097679	ENSPANG00000022321	n:1	
ENSDARG00000026704	ENSPANG00000022321	n:1	
ENSDARG00000098004	ENSPANG00000022321	n:1	
ENSDARG00000040644	ENSPANG00000018293	1:1	789711
ENSDARG00000095665	ENSPANG00000013614	n:m	
ENSDARG00000095665	ENSPANG00000024149	n:m	
ENSDARG00000095665	ENSPANG00000022816	n:m	
ENSDARG00000095665	ENSPANG00000009037	n:m	
ENSDARG00000095665	ENSPANG00000013750	n:m	
ENSDARG00000095665	ENSPANG00000010048	n:m	
ENSDARG00000095665	ENSPANG00000014877	n:m	
ENSDARG00000095665	ENSPANG00000012857	n:m	
ENSDARG00000079608	ENSPANG00000000793	1:1	737685
ENSDARG00000016864	ENSPANG00000016304	1:1	828730
ENSDARG00000025920	ENSPANG00000016520	1:1	816247
ENSDARG00000040627	ENSPANG00000017329	1:1	770480
ENSDARG00000088274	ENSPANG00000013614	n:m	
ENSDARG00000088274	ENSPANG00000024149	n:m	
ENSDARG00000088274	ENSPANG00000022816	n:m	
ENSDARG00000088274	ENSPANG00000009037	n:m	
ENSDARG00000088274	ENSPANG00000013750	n:m	
ENSDARG00000088274	ENSPANG00000010048	n:m	
ENSDARG00000088274	ENSPANG00000014877	n:m	
ENSDARG00000088274	ENSPANG00000012857	n:m	
ENSDARG00000100592	ENSPANG00000012944	1:1	815203
ENSDARG00000068257	ENSPANG00000004408	1:1	813205
ENSDARG00000005425	ENSPANG00000017845	1:1	835315
ENSDARG00000029353	ENSPANG00000012881	1:1	847686
ENSDARG00000102067	ENSPANG00000010013	1:1	641441
ENSDARG00000101334	ENSPANG00000006475	1:1	838568
ENSDARG00000039077	ENSPANG00000014349	1:1	742599
ENSDARG00000003973	ENSPANG00000025829	n:1	
ENSDARG00000102483	ENSPANG00000025408	1:1	549948
ENSDARG00000076464	ENSPANG00000021812	1:1	824601
ENSDARG00000055690	ENSPANG00000016871	n:1	
ENSDARG00000087212	ENSPANG00000009586	1:1	
ENSDARG00000093871	ENSPANG00000001111	n:1	
ENSDARG00000099718	ENSPANG00000020359	1:1	
ENSDARG00000091760	ENSPANG00000012746	1:1	658790
ENSDARG00000093185	ENSPANG00000006437	1:1	
ENSDARG00000037501	ENSPANG00000019124	1:1	740672
ENSDARG00000018040	ENSPANG00000017474	1:1	752276
ENSDARG00000037496	ENSPANG00000003734	1:1	770489
ENSDARG00000077677	ENSPANG00000017124	1:1	769130
ENSDARG00000077316	ENSPANG00000008890	1:1	263313
ENSDARG00000020891	ENSPANG00000011016	1:1	
ENSDARG00000099430	ENSPANG00000024161	1:1	547483
ENSDARG00000038378	ENSPANG00000008753	n:1	
ENSDARG00000027602	ENSPANG00000007277	n:1	834162
ENSDARG00000017217	ENSPANG00000016255	1:1	269342
ENSDARG00000087950	ENSPANG00000022871	1:1	549913
ENSDARG00000040615	ENSPANG00000019808	1:1	548152
ENSDARG00000006110	ENSPANG00000004697	1:1	794965
ENSDARG00000098432	ENSPANG00000012954	1:1	
ENSDARG00000101285	ENSPANG00000013418	1:1	826182
ENSDARG00000102442	ENSPANG00000006334	1:m	
ENSDARG00000102442	ENSPANG00000016288	1:m	
ENSDARG00000102442	ENSPANG00000017795	1:m	793946
ENSDARG00000007406	ENSPANG00000016550	1:1	839780
ENSDARG00000104222	ENSPANG00000002495	1:1	
ENSDARG00000045976	ENSPANG00000018905	1:1	822271
ENSDARG00000060512	ENSPANG00000014883	1:1	774019
ENSDARG00000068289	ENSPANG00000006758	1:1	773271
ENSDARG00000068436	ENSPANG00000015467	n:m	
ENSDARG00000068436	ENSPANG00000020120	n:m	497236
ENSDARG00000068434	ENSPANG00000015467	n:m	497241
ENSDARG00000068434	ENSPANG00000020120	n:m	
ENSDARG00000006585	ENSPANG00000001288	1:1	665444
ENSDARG00000079064	ENSPANG00000015383	1:1	792111
ENSDARG00000067668	ENSPANG00000003973	1:1	812925
ENSDARG00000098834	ENSPANG00000018431	1:1	552340
ENSDARG00000035648	ENSPANG00000014386	1:1	793972
ENSDARG00000044719	ENSPANG00000018083	1:1	803583
ENSDARG00000004219	ENSPANG00000014160	1:1	788724
ENSDARG00000001785	ENSPANG00000003730	1:1	774025
ENSDARG00000101831	ENSPANG00000019076	1:1	818290
ENSDARG00000006983	ENSPANG00000023526	n:1	550065
ENSDARG00000058992	ENSPANG00000012293	n:1	529240
ENSDARG00000023316	ENSPANG00000011218	1:1	791465
ENSDARG00000086678	ENSPANG00000006307	1:1	823914
ENSDARG00000087759	ENSPANG00000012290	1:1	
ENSDARG00000077145	ENSPANG00000021654	1:1	501072
ENSDARG00000101602	ENSPANG00000009016	1:1	720716
ENSDARG00000088764	ENSPANG00000014635	1:1	833707
ENSDARG00000027087	ENSPANG00000017620	1:1	830958
ENSDARG00000058945	ENSPANG00000015146	n:m	
ENSDARG00000058945	ENSPANG00000015714	n:m	
ENSDARG00000073784	ENSPANG00000019578	n:m	
ENSDARG00000073784	ENSPANG00000006400	n:m	
ENSDARG00000076541	ENSPANG00000001258	n:1	551170
ENSDARG00000058943	ENSPANG00000015568	1:1	
ENSDARG00000062280	ENSPANG00000000648	1:1	739663
ENSDARG00000051912	ENSPANG00000014360	n:1	790390
ENSDARG00000077964	ENSPANG00000019413	1:1	550988
ENSDARG00000020898	ENSPANG00000023290	1:1	800896
ENSDARG00000045959	ENSPANG00000004799	1:1	840596
ENSDARG00000003197	ENSPANG00000013516	1:m	776742
ENSDARG00000003197	ENSPANG00000016403	1:m	
ENSDARG00000077715	ENSPANG00000005822	1:1	770483
ENSDARG00000091817	ENSPANG00000006270	1:1	
ENSDARG00000103683	ENSPANG00000000705	1:1	
ENSDARG00000041428	ENSPANG00000006487	1:1	
ENSDARG00000058885	ENSPANG00000004758	1:1	812369
ENSDARG00000041340	ENSPANG00000009142	1:1	809808
ENSDARG00000004328	ENSPANG00000009841	1:1	553174
ENSDARG00000032326	ENSPANG00000007687	1:1	
ENSDARG00000010130	ENSPANG00000007129	1:1	679171
ENSDARG00000058964	ENSPANG00000005205	1:1	754807
ENSDARG00000037188	ENSPANG00000017991	1:1	850510
ENSDARG00000026178	ENSPANG00000018937	1:1	671503
ENSDARG00000037186	ENSPANG00000004548	1:1	549579
ENSDARG00000074424	ENSPANG00000016793	1:1	551502
ENSDARG00000014676	ENSPANG00000020540	1:1	508338
ENSDARG00000041361	ENSPANG00000000257	1:1	842143
ENSDARG00000041363	ENSPANG00000025317	1:1	
ENSDARG00000006773	ENSPANG00000018200	1:1	650971
ENSDARG00000063311	ENSPANG00000016026	1:1	752256
ENSDARG00000021987	ENSPANG00000023403	n:1	782631
ENSDARG00000028800	ENSPANG00000009361	1:1	813434
ENSDARG00000017785	ENSPANG00000013810	1:1	757751
ENSDARG00000041400	ENSPANG00000004036	1:m	305806
ENSDARG00000041400	ENSPANG00000018758	1:m	
ENSDARG00000041400	ENSPANG00000006644	1:m	
ENSDARG00000041304	ENSPANG00000014636	1:1	
ENSDARG00000004176	ENSPANG00000019567	1:1	806072
ENSDARG00000014571	ENSPANG00000011019	n:1	809926
ENSDARG00000063162	ENSPANG00000009764	1:1	
ENSDARG00000058732	ENSPANG00000016594	1:1	785235
ENSDARG00000041314	ENSPANG00000006668	1:m	
ENSDARG00000041314	ENSPANG00000017367	1:m	822865
ENSDARG00000029356	ENSPANG00000024248	1:1	525803
ENSDARG00000079613	ENSPANG00000006485	1:1	548682
ENSDARG00000095890	ENSPANG00000005965	1:1	550707
ENSDARG00000075819	ENSPANG00000006851	1:1	552050
ENSDARG00000070798	ENSPANG00000007098	1:1	850051
ENSDARG00000070795	ENSPANG00000006663	1:1	752263
ENSDARG00000079217	ENSPANG00000019777	1:1	857871
ENSDARG00000101980	ENSPANG00000019774	1:1	267171
ENSDARG00000058597	ENSPANG00000006299	1:1	845767
ENSDARG00000058593	ENSPANG00000010213	1:1	549204
ENSDARG00000041237	ENSPANG00000006507	1:1	801429
ENSDARG00000023396	ENSPANG00000025450	1:1	703497
ENSDARG00000002445	ENSPANG00000016727	1:1	548802
ENSDARG00000044605	ENSPANG00000007130	n:1	
ENSDARG00000058551	ENSPANG00000010757	1:1	682370
ENSDARG00000058548	ENSPANG00000008149	1:1	682367
ENSDARG00000058528	ENSPANG00000023942	1:1	858356
ENSDARG00000075593	ENSPANG00000001378	1:1	510780
ENSDARG00000079881	ENSPANG00000011831	1:1	853941
ENSDARG00000057736	ENSPANG00000000987	1:1	796216
ENSDARG00000070832	ENSPANG00000009670	1:1	554012
ENSDARG00000010941	ENSPANG00000007801	1:1	501134
ENSDARG00000035309	ENSPANG00000009668	1:1	742259
ENSDARG00000016494	ENSPANG00000020090	1:1	824801
ENSDARG00000035308	ENSPANG00000010329	1:1	843159
ENSDARG00000091006	ENSPANG00000019108	1:1	772963
ENSDARG00000079829	ENSPANG00000012690	n:m	792271
ENSDARG00000079829	ENSPANG00000009035	n:m	
ENSDARG00000079829	ENSPANG00000012920	n:m	
ENSDARG00000105363	ENSPANG00000012690	n:m	
ENSDARG00000105363	ENSPANG00000009035	n:m	
ENSDARG00000105363	ENSPANG00000012920	n:m	
ENSDARG00000105467	ENSPANG00000006844	1:1	
ENSDARG00000000370	ENSPANG00000016240	1:1	776857
ENSDARG00000087373	ENSPANG00000010600	1:1	529434
ENSDARG00000058392	ENSPANG00000014159	1:1	501069
ENSDARG00000086425	ENSPANG00000000499	1:1	495562
ENSDARG00000061697	ENSPANG00000012135	1:1	638895
ENSDARG00000102307	ENSPANG00000026219	1:1	850674
ENSDARG00000058319	ENSPANG00000022968	1:1	727214
ENSDARG00000011257	ENSPANG00000016168	1:1	814041
ENSDARG00000077637	ENSPANG00000006869	1:1	803204
ENSDARG00000104752	ENSPANG00000011014	1:1	831925
ENSDARG00000024642	ENSPANG00000015349	1:1	
ENSDARG00000058351	ENSPANG00000017797	1:1	804355
ENSDARG00000097576	ENSPANG00000023841	n:1	
ENSDARG00000070688	ENSPANG00000000839	1:1	551232
ENSDARG00000045131	ENSPANG00000018084	1:1	815622
ENSDARG00000104831	ENSPANG00000010064	1:1	822725
ENSDARG00000062872	ENSPANG00000017592	1:1	714405
ENSDARG00000037998	ENSPANG00000015955	n:1	
ENSDARG00000037997	ENSPANG00000015954	n:1	
ENSDARG00000022939	ENSPANG00000016302	1:1	817244
ENSDARG00000044575	ENSPANG00000014565	1:1	
ENSDARG00000078929	ENSPANG00000021757	1:1	854018
ENSDARG00000062831	ENSPANG00000001064	n:m	
ENSDARG00000062831	ENSPANG00000024322	n:m	
ENSDARG00000104139	ENSPANG00000002667	1:1	523700
ENSDARG00000004171	ENSPANG00000003146	1:1	530945
ENSDARG00000002758	ENSPANG00000025405	1:1	764261
ENSDARG00000019658	ENSPANG00000008094	1:1	830844
ENSDARG00000015681	ENSPANG00000012948	n:1	548462
ENSDARG00000101449	ENSPANG00000021116	n:1	770490
ENSDARG00000095772	ENSPANG00000010965	n:m	
ENSDARG00000095772	ENSPANG00000003143	n:m	561481
ENSDARG00000041119	ENSPANG00000004765	1:1	
ENSDARG00000105336	ENSPANG00000012468	n:1	
ENSDARG00000058047	ENSPANG00000012468	n:1	683700
ENSDARG00000041115	ENSPANG00000009950	n:m	
ENSDARG00000041115	ENSPANG00000004762	n:m	
ENSDARG00000014517	ENSPANG00000006040	1:1	516021
ENSDARG00000057879	ENSPANG00000020167	1:1	785252
ENSDARG00000004358	ENSPANG00000020582	1:1	
ENSDARG00000070654	ENSPANG00000014887	1:1	550316
ENSDARG00000073883	ENSPANG00000017048	1:1	814874
ENSDARG00000075178	ENSPANG00000017049	1:1	525807
ENSDARG00000040988	ENSPANG00000021028	n:m	833662
ENSDARG00000040988	ENSPANG00000011885	n:m	
ENSDARG00000076805	ENSPANG00000003867	1:1	703669
ENSDARG00000088023	ENSPANG00000013787	1:1	
ENSDARG00000014496	ENSPANG00000011082	1:m	548296
ENSDARG00000014496	ENSPANG00000024542	1:m	
ENSDARG00000074829	ENSPANG00000008087	1:1	794918
ENSDARG00000015734	ENSPANG00000017883	1:1	303356
ENSDARG00000057687	ENSPANG00000005876	1:1	
ENSDARG00000010411	ENSPANG00000003669	1:1	550646
ENSDARG00000013371	ENSPANG00000013748	1:1	662300
ENSDARG00000012505	ENSPANG00000008459	n:1	547260
ENSDARG00000046079	ENSPANG00000011692	n:1	
ENSDARG00000070624	ENSPANG00000025512	n:1	
ENSDARG00000070620	ENSPANG00000019447	1:1	770497
ENSDARG00000031775	ENSPANG00000004031	1:1	
ENSDARG00000057626	ENSPANG00000012796	1:1	681355
ENSDARG00000062385	ENSPANG00000023697	1:1	805922
ENSDARG00000004806	ENSPANG00000012217	1:1	640934
ENSDARG00000040890	ENSPANG00000024920	1:1	858646
ENSDARG00000078500	ENSPANG00000001758	1:1	514915
ENSDARG00000076058	ENSPANG00000014016	1:1	512864
ENSDARG00000062450	ENSPANG00000023607	1:1	772836
ENSDARG00000057562	ENSPANG00000019404	1:1	854143
ENSDARG00000002507	ENSPANG00000004930	1:1	811459
ENSDARG00000073978	ENSPANG00000017885	n:1	741042
ENSDARG00000019907	ENSPANG00000008385	1:1	835901
ENSDARG00000040930	ENSPANG00000014432	1:1	804556
ENSDARG00000005762	ENSPANG00000011145	1:1	
ENSDARG00000056903	ENSPANG00000001115	1:1	863276
ENSDARG00000090447	ENSPANG00000001116	1:1	798807
ENSDARG00000041729	ENSPANG00000011900	1:1	790823
ENSDARG00000036987	ENSPANG00000020681	1:1	677238
ENSDARG00000100674	ENSPANG00000020033	1:1	
ENSDARG00000076829	ENSPANG00000017286	1:1	306972
ENSDARG00000002311	ENSPANG00000017840	n:m	
ENSDARG00000002311	ENSPANG00000019756	n:m	
ENSDARG00000033234	ENSPANG00000011903	1:1	777265
ENSDARG00000040869	ENSPANG00000018933	1:1	791983
ENSDARG00000062244	ENSPANG00000009321	1:1	824617
ENSDARG00000098641	ENSPANG00000016986	1:1	791350
ENSDARG00000023003	ENSPANG00000017485	1:1	727290
ENSDARG00000037550	ENSPANG00000005765	1:1	
ENSDARG00000038424	ENSPANG00000024813	n:1	
ENSDARG00000075914	ENSPANG00000020383	1:1	824418
ENSDARG00000029533	ENSPANG00000000634	1:m	
ENSDARG00000029533	ENSPANG00000003540	1:m	
ENSDARG00000029533	ENSPANG00000000131	1:m	864827
ENSDARG00000018569	ENSPANG00000025410	n:1	835068
ENSDARG00000043457	ENSPANG00000003964	1:m	
ENSDARG00000043457	ENSPANG00000025164	1:m	861378
ENSDARG00000043457	ENSPANG00000021342	1:m	
ENSDARG00000043457	ENSPANG00000007086	1:m	
ENSDARG00000043304	ENSPANG00000024426	1:1	684109
ENSDARG00000056914	ENSPANG00000005523	1:m	
ENSDARG00000056914	ENSPANG00000019398	1:m	844365
ENSDARG00000076950	ENSPANG00000021000	1:1	851876
ENSDARG00000075733	ENSPANG00000023422	1:1	550762
ENSDARG00000070575	ENSPANG00000020999	1:1	
ENSDARG00000012269	ENSPANG00000016703	n:1	836450
ENSDARG00000018432	ENSPANG00000014120	1:1	496928
ENSDARG00000004211	ENSPANG00000025400	n:1	811582
ENSDARG00000061621	ENSPANG00000009760	1:1	744941
ENSDARG00000101633	ENSPANG00000019294	1:1	523839
ENSDARG00000061904	ENSPANG00000008715	n:1	848657
ENSDARG00000056719	ENSPANG00000012179	n:1	
ENSDARG00000094282	ENSPANG00000021596	1:1	
ENSDARG00000056666	ENSPANG00000023061	1:1	550343
ENSDARG00000040717	ENSPANG00000006404	1:1	764812
ENSDARG00000009023	ENSPANG00000018122	1:1	549167
ENSDARG00000020529	ENSPANG00000012915	1:1	865657
ENSDARG00000019692	ENSPANG00000007739	1:1	762168
ENSDARG00000040698	ENSPANG00000008058	1:1	804345
ENSDARG00000040695	ENSPANG00000010448	1:1	750356
ENSDARG00000011845	ENSPANG00000023717	1:1	734482
ENSDARG00000056480	ENSPANG00000006146	1:1	718676
ENSDARG00000070536	ENSPANG00000025914	1:1	851364
ENSDARG00000056793	ENSPANG00000006254	n:1	
ENSDARG00000056856	ENSPANG00000025183	n:1	550822
ENSDARG00000007959	ENSPANG00000007147	n:1	853365
ENSDARG00000036254	ENSPANG00000020537	n:1	832193
ENSDARG00000007009	ENSPANG00000026298	n:1	
ENSDARG00000056819	ENSPANG00000025913	1:1	
ENSDARG00000023031	ENSPANG00000015067	1:1	810387
ENSDARG00000040474	ENSPANG00000006089	n:1	
ENSDARG00000040482	ENSPANG00000019047	1:1	497416
ENSDARG00000040485	ENSPANG00000008671	1:1	835293
ENSDARG00000056892	ENSPANG00000014542	n:1	
ENSDARG00000056339	ENSPANG00000024764	1:1	
ENSDARG00000078523	ENSPANG00000024488	1:1	551867
ENSDARG00000061789	ENSPANG00000020097	1:1	841937
ENSDARG00000022788	ENSPANG00000010017	1:m	665426
ENSDARG00000022788	ENSPANG00000010291	1:m	
ENSDARG00000061762	ENSPANG00000000788	1:1	
ENSDARG00000099021	ENSPANG00000020214	1:1	
ENSDARG00000102774	ENSPANG00000003115	n:1	
ENSDARG00000080675	ENSPANG00000019365	1:1	826661
ENSDARG00000099216	ENSPANG00000012589	1:1	
ENSDARG00000055613	ENSPANG00000021847	1:1	764708
ENSDARG00000061242	ENSPANG00000003699	1:1	838443
ENSDARG00000055607	ENSPANG00000011379	n:1	550006
ENSDARG00000087956	ENSPANG00000022418	1:1	
ENSDARG00000017790	ENSPANG00000011610	1:1	637263
ENSDARG00000075437	ENSPANG00000016432	1:1	843148
ENSDARG00000070390	ENSPANG00000003883	1:1	810267
ENSDARG00000098295	ENSPANG00000005174	n:1	814037
ENSDARG00000018787	ENSPANG00000007433	n:1	
ENSDARG00000015158	ENSPANG00000024921	1:1	781466
ENSDARG00000012367	ENSPANG00000014080	n:1	
ENSDARG00000070386	ENSPANG00000020304	n:1	542403
ENSDARG00000101181	ENSPANG00000022419	1:m	
ENSDARG00000101181	ENSPANG00000017622	1:m	
ENSDARG00000101181	ENSPANG00000015877	1:m	
ENSDARG00000009978	ENSPANG00000007287	n:m	805164
ENSDARG00000009978	ENSPANG00000014083	n:m	
ENSDARG00000055514	ENSPANG00000007287	n:m	
ENSDARG00000055514	ENSPANG00000014083	n:m	716442
ENSDARG00000016977	ENSPANG00000020431	1:1	810100
ENSDARG00000012389	ENSPANG00000008380	1:1	839436
ENSDARG00000019753	ENSPANG00000003114	1:1	542287
ENSDARG00000055475	ENSPANG00000009875	n:1	
ENSDARG00000034771	ENSPANG00000004479	1:1	522169
ENSDARG00000079008	ENSPANG00000004649	1:1	823321
ENSDARG00000040303	ENSPANG00000011020	1:1	767644
ENSDARG00000040300	ENSPANG00000005830	1:1	866098
ENSDARG00000040295	ENSPANG00000024325	n:1	553554
ENSDARG00000090190	ENSPANG00000009464	1:1	552049
ENSDARG00000030602	ENSPANG00000008041	1:m	829070
ENSDARG00000030602	ENSPANG00000008337	1:m	
ENSDARG00000040291	ENSPANG00000008093	1:1	553288
ENSDARG00000032496	ENSPANG00000005678	n:m	
ENSDARG00000032496	ENSPANG00000008433	n:m	
ENSDARG00000032496	ENSPANG00000021008	n:m	
ENSDARG00000097789	ENSPANG00000005678	n:m	
ENSDARG00000097789	ENSPANG00000008433	n:m	
ENSDARG00000097789	ENSPANG00000021008	n:m	
ENSDARG00000040290	ENSPANG00000005678	n:m	742200
ENSDARG00000040290	ENSPANG00000008433	n:m	
ENSDARG00000040290	ENSPANG00000021008	n:m	
ENSDARG00000016856	ENSPANG00000005678	n:m	
ENSDARG00000016856	ENSPANG00000008433	n:m	
ENSDARG00000016856	ENSPANG00000021008	n:m	742202
ENSDARG00000076627	ENSPANG00000005272	1:1	693472
ENSDARG00000042983	ENSPANG00000015921	1:1	677284
ENSDARG00000042993	ENSPANG00000009573	1:1	
ENSDARG00000094894	ENSPANG00000020941	1:1	
ENSDARG00000040278	ENSPANG00000012321	n:1	
ENSDARG00000040277	ENSPANG00000008044	1:1	838962
ENSDARG00000055288	ENSPANG00000022728	1:1	750623
ENSDARG00000074623	ENSPANG00000007688	1:1	815939
ENSDARG00000060948	ENSPANG00000012325	1:1	
ENSDARG00000077987	ENSPANG00000017457	1:1	853526
ENSDARG00000073705	ENSPANG00000009263	1:1	818230
ENSDARG00000060937	ENSPANG00000011713	n:1	266403
ENSDARG00000055115	ENSPANG00000017015	1:1	
ENSDARG00000055162	ENSPANG00000002729	1:1	790167
ENSDARG00000021905	ENSPANG00000008192	1:1	689448
ENSDARG00000076379	ENSPANG00000010438	1:1	658765
ENSDARG00000078217	ENSPANG00000007942	1:1	762059
ENSDARG00000102281	ENSPANG00000006955	n:1	740818
ENSDARG00000090707	ENSPANG00000006955	n:1	
ENSDARG00000103940	ENSPANG00000025735	1:1	831575
ENSDARG00000075677	ENSPANG00000025791	1:1	853125
ENSDARG00000088342	ENSPANG00000007222	1:1	727170
ENSDARG00000101145	ENSPANG00000008662	1:1	675197
ENSDARG00000079751	ENSPANG00000013862	1:1	551114
ENSDARG00000055784	ENSPANG00000025736	1:1	762660
ENSDARG00000061398	ENSPANG00000025737	1:1	809669
ENSDARG00000075824	ENSPANG00000017809	1:1	860388
ENSDARG00000092134	ENSPANG00000019566	1:1	548020
ENSDARG00000101437	ENSPANG00000026220	1:1	751491
ENSDARG00000005112	ENSPANG00000017130	1:1	843330
ENSDARG00000076308	ENSPANG00000011147	1:1	804887
ENSDARG00000092407	ENSPANG00000017759	n:1	
ENSDARG00000061335	ENSPANG00000016080	1:1	
ENSDARG00000019008	ENSPANG00000025684	1:1	780367
ENSDARG00000070399	ENSPANG00000025671	1:1	765743
ENSDARG00000076568	ENSPANG00000004206	1:1	732788
ENSDARG00000055854	ENSPANG00000025686	1:1	834907
ENSDARG00000006869	ENSPANG00000025685	1:1	848048
ENSDARG00000055885	ENSPANG00000025682	1:1	706181
ENSDARG00000076752	ENSPANG00000009489	1:1	823864
ENSDARG00000074807	ENSPANG00000004288	1:1	805741
ENSDARG00000055901	ENSPANG00000021691	1:1	
ENSDARG00000028715	ENSPANG00000023144	1:1	830074
ENSDARG00000078717	ENSPANG00000023187	1:1	845450
ENSDARG00000079788	ENSPANG00000023183	1:1	810776
ENSDARG00000021808	ENSPANG00000023274	1:1	772802
ENSDARG00000040350	ENSPANG00000000170	1:1	730721
ENSDARG00000094730	ENSPANG00000023283	1:1	854989
ENSDARG00000040352	ENSPANG00000017283	1:1	775317
ENSDARG00000010936	ENSPANG00000017765	1:1	548777
ENSDARG00000056077	ENSPANG00000008315	1:1	767569
ENSDARG00000088693	ENSPANG00000005709	1:1	767568
ENSDARG00000018750	ENSPANG00000021848	n:1	
ENSDARG00000005867	ENSPANG00000011456	1:1	
ENSDARG00000091931	ENSPANG00000018543	1:1	
ENSDARG00000003903	ENSPANG00000014078	1:1	778518
ENSDARG00000099412	ENSPANG00000024683	1:1	
ENSDARG00000089033	ENSPANG00000002937	1:1	849921
ENSDARG00000015543	ENSPANG00000009566	1:1	794963
