drosophila_ID	anopheles_ID	orthotype	OMAgroup
FBgn0034099	AGAP002435	n:1	336108
FBgn0261612	AGAP009050	1:1	702795
FBgn0025519	AGAP009044	1:1	714248
FBgn0015925	AGAP009048	1:1	850473
FBgn0001308	AGAP000561	1:1	548155
FBgn0028424	AGAP002136	1:1	723258
FBgn0050100	AGAP012195	1:1	860847
FBgn0034110	AGAP001762	1:1	
FBgn0085428	AGAP008072	1:1	555762
FBgn0034113	AGAP009939	1:1	551502
FBgn0034114	AGAP005481	1:1	
FBgn0262511	AGAP005845	1:1	789799
FBgn0010611	AGAP005847	1:1	783620
FBgn0034117	AGAP005846	1:1	679243
FBgn0034118	AGAP010978	1:1	547543
FBgn0262560	AGAP009046	1:1	498612
FBgn0034128	AGAP006635	1:1	725428
FBgn0034131	AGAP006187	1:1	
FBgn0034132	AGAP007904	n:1	
FBgn0011260	AGAP006634	1:1	837129
FBgn0034135	AGAP006633	1:1	
FBgn0034136	AGAP007367	1:1	788731
FBgn0034137	AGAP010327	1:1	555463
FBgn0034138	AGAP001274	1:1	861041
FBgn0034139	AGAP008835	n:1	554935
FBgn0016131	AGAP005817	1:1	548564
FBgn0003274	AGAP003025	1:1	852399
FBgn0034141	AGAP002683	1:1	553948
FBgn0034142	AGAP003606	1:1	549471
FBgn0040505	AGAP012070	1:1	840983
FBgn0024319	AGAP006703	n:m	
FBgn0024319	AGAP006704	n:m	
FBgn0024315	AGAP012251	1:1	548139
FBgn0013763	AAS80138.1	n:1	
FBgn0267002	AGAP010519	1:1	685788
FBgn0034156	AGAP007338	n:1	
FBgn0010213	AAR90328.1	1:1	862222
FBgn0053544	AGAP000543	1:1	529671
FBgn0034158	AGAP004853	1:1	813187
FBgn0034159	AGAP010255	1:1	
FBgn0034160	AGAP004917	n:m	
FBgn0034160	AGAP004998	n:m	
FBgn0034160	AGAP005848	n:m	
FBgn0034160	AGAP010775	n:m	
FBgn0026754	AGAP007589	n:m	
FBgn0026754	AGAP011564	n:m	827088
FBgn0025830	AGAP011449	1:1	850190
FBgn0025832	AGAP011448	1:1	865359
FBgn0026533	AGAP011447	1:1	
FBgn0014870	AGAP011446	1:1	548580
FBgn0028737	AGAP010613	1:1	755444
FBgn0034162	AAT51799.1	n:1	727573
FBgn0025827	AAT51799.1	n:1	
FBgn0025833	AGAP011120	1:1	714578
FBgn0034166	AGAP011121	1:1	762685
FBgn0003091	AGAP012252	1:1	
FBgn0085220	AGAP001364	1:1	860549
FBgn0265174	AGAP001339	1:1	834734
FBgn0034172	AGAP004471	1:1	764708
FBgn0004580	AGAP012179	1:1	833995
FBgn0034176	AGAP004470	1:1	637940
FBgn0034177	AGAP001276	1:1	826484
FBgn0026402	AGAP012089	1:1	850687
FBgn0034180	AGAP011702	1:1	547738
FBgn0023172	AGAP010767	1:1	728851
FBgn0034183	AGAP010377	1:1	771990
FBgn0026721	AGAP011765	1:1	552300
FBgn0034186	AGAP010426	1:1	822243
FBgn0010591	AGAP001724	1:1	824799
FBgn0034191	AGAP010403	1:1	547000
FBgn0010226	AAA29358.1	1:1	
FBgn0000079	AGAP002317	n:m	700759
FBgn0000079	AGAP002318	n:m	
FBgn0000078	AGAP002317	n:m	
FBgn0000078	AGAP002318	n:m	700782
FBgn0050457	AGAP002453	1:1	
FBgn0034204	AGAP005626	n:1	
FBgn0010620	AGAP012008	1:1	783470
FBgn0034210	AGAP001368	1:1	736856
FBgn0016697	AGAP008816	1:1	489588
FBgn0021818	AGAP009167	1:1	733027
FBgn0022029	AGAP005209	1:1	865053
FBgn0034214	AGAP005211	1:1	866023
FBgn0034215	AGAP005129	1:1	861634
FBgn0025716	AGAP008687	1:1	784105
FBgn0034219	AGAP006215	n:m	
FBgn0034219	AGAP006216	n:m	
FBgn0028956	AGAP006215	n:m	
FBgn0028956	AGAP006216	n:m	
FBgn0034221	AGAP007043	n:m	572816
FBgn0034221	AGAP008558	n:m	
FBgn0034221	AGAP008808	n:m	
FBgn0024196	AGAP003360	1:1	743962
FBgn0034224	AGAP003630	1:1	
FBgn0034225	AGAP003629	n:1	
FBgn0050104	AGAP003629	n:1	
FBgn0262720	AGAP003625	1:1	276630
FBgn0034231	AGAP011799	1:1	671557
FBgn0034232	AGAP006372	1:1	516711
FBgn0034237	AGAP012140	1:1	865408
FBgn0028382	AGAP009810	1:1	549135
FBgn0010409	AGAP012284	1:1	862609
FBgn0034240	AGAP011875	1:1	699992
FBgn0263076	AGAP011874	1:1	553810
FBgn0263029	AGAP010589	n:1	
FBgn0034242	AGAP010768	1:1	
FBgn0034243	AGAP011309	1:1	841935
FBgn0040294	AGAP011487	1:1	850531
FBgn0016701	AGAP004204	1:1	522115
FBgn0034246	AGAP012289	1:1	848005
FBgn0034248	AGAP010573	1:1	814237
FBgn0034249	AGAP001687	1:1	728876
FBgn0029079	AGAP011245	1:1	
FBgn0050105	AGAP011243	1:1	743344
FBgn0029006	AAT07315.1	1:1	739666
FBgn0034258	AGAP004725	1:1	753697
FBgn0050108	AGAP003988	n:1	
FBgn0050109	AGAP003988	n:1	783967
FBgn0034259	AGAP003987	1:1	784646
FBgn0016059	AGAP005742	1:1	837139
FBgn0034261	AGAP004466	1:1	742595
FBgn0034262	AGAP005417	1:1	753248
FBgn0027872	AGAP004469	1:1	807165
FBgn0028494	AGAP005617	1:1	266930
FBgn0034264	AGAP005616	1:1	782683
FBgn0034267	AGAP004834	1:1	260664
FBgn0034266	AGAP004300	1:1	749802
FBgn0085224	AGAP009818	1:1	836847
FBgn0034269	AGAP007375	1:1	
FBgn0034270	AGAP011274	1:1	765744
FBgn0034271	AGAP000343	1:1	671245
FBgn0003545	AGAP006989	1:1	556099
FBgn0034275	AGAP004636	n:1	771357
FBgn0034276	AGAP007123	1:1	852571
FBgn0027572	AGAP011798	1:1	
FBgn0034277	AGAP007638	1:1	542462
FBgn0034279	AGAP002299	1:1	706673
FBgn0028740	AGAP005217	1:1	660018
FBgn0028741	AGAP005216	1:1	696446
FBgn0026316	AGAP001056	1:1	547417
FBgn0028744	AGAP007128	1:1	865103
FBgn0028743	AGAP007127	1:1	699383
FBgn0034282	AGAP005075	1:1	
FBgn0011589	AGAP005251	1:1	702818
FBgn0261362	AAB94672.1	1:m	773929
FBgn0261362	AGAP004977	1:m	
FBgn0261362	AAB94671.1	1:m	
FBgn0034299	AGAP005260	1:1	822756
FBgn0003520	AGAP007478	1:1	
FBgn0028983	AAR13779.1	n:1	847712
FBgn0265297	AGAP011092	1:1	547118
FBgn0034304	AGAP009954	1:1	516772
FBgn0000057	AGAP003346	1:1	720797
FBgn0022238	AGAP011247	1:1	550129
FBgn0034307	AGAP010271	1:1	862840
FBgn0034308	AGAP011312	1:1	554997
FBgn0034310	AGAP012362	1:1	780170
FBgn0260401	AGAP005228	1:1	
FBgn0027836	AGAP005227	1:1	826467
FBgn0034314	AGAP006611	1:1	670958
FBgn0034315	AGAP006617	1:1	830288
FBgn0053958	AGAP004554	1:1	769843
FBgn0000658	AGAP008093	1:1	719346
FBgn0266420	AGAP007603	1:1	775653
FBgn0053198	AGAP008094	1:1	530850
FBgn0010575	AGAP005030	1:1	565448
FBgn0034335	AAM53607.1	1:1	
FBgn0063495	AAL59654.1	n:m	
FBgn0063495	AAL59653.1	n:m	
FBgn0063495	AAG45163.1	n:m	
FBgn0063495	AAM09542.2	n:m	
FBgn0063494	AAL59654.1	n:m	
FBgn0063494	AAL59653.1	n:m	
FBgn0063494	AAG45163.1	n:m	
FBgn0063494	AAM09542.2	n:m	
FBgn0063493	AAL59654.1	n:m	
FBgn0063493	AAL59653.1	n:m	
FBgn0063493	AAG45163.1	n:m	
FBgn0063493	AAM09542.2	n:m	
FBgn0063492	AAL59654.1	n:m	
FBgn0063492	AAL59653.1	n:m	
FBgn0063492	AAG45163.1	n:m	
FBgn0063492	AAM09542.2	n:m	
FBgn0063491	AAL59654.1	n:m	
FBgn0063491	AAL59653.1	n:m	
FBgn0063491	AAG45163.1	n:m	839912
FBgn0063491	AAM09542.2	n:m	
FBgn0013983	AGAP004959	1:1	751544
FBgn0027835	AGAP005467	1:1	858068
FBgn0034345	AGAP004868	1:1	813946
FBgn0034346	AGAP006269	1:1	842075
FBgn0050118	AGAP005005	1:1	756112
FBgn0261477	AGAP005004	1:1	
FBgn0034350	AGAP007213	1:1	659013
FBgn0261119	AGAP007217	1:1	547043
FBgn0034351	AGAP007211	1:1	
FBgn0034352	AGAP007214	1:1	794891
FBgn0028496	AGAP004827	1:1	640632
FBgn0034354	AAL59654.1	n:m	
FBgn0034354	AAL59653.1	n:m	
FBgn0034354	AAG45163.1	n:m	
FBgn0034354	AAM09542.2	n:m	
FBgn0262476	AGAP011279	1:1	788740
FBgn0003067	AGAP003350	1:1	862558
FBgn0034360	AGAP007066	1:1	724684
FBgn0034361	AGAP006650	1:1	783200
FBgn0034362	AGAP005979	1:1	759418
FBgn0034364	AGAP005153	1:1	
FBgn0034366	AGAP010303	1:1	851821
FBgn0034365	AGAP000341	1:1	847057
FBgn0266671	AGAP009058	1:1	742359
FBgn0000566	AGAP011172	1:1	764428
FBgn0034368	AGAP006615	1:1	547921
FBgn0050122	AGAP005305	1:1	749400
FBgn0034371	AGAP010963	1:1	861662
FBgn0034372	AGAP006391	1:1	807392
FBgn0262103	AGAP006411	1:1	739896
FBgn0034380	AGAP005584	1:1	547286
FBgn0053147	AGAP006169	1:1	
FBgn0034381	AGAP010861	1:1	
FBgn0053998	AGAP003713	1:1	712544
FBgn0034387	AAO19579.1	n:m	819286
FBgn0034387	AAO19580.1	n:m	
FBgn0034387	AAO19582.1	n:m	
FBgn0034387	AAO19581.1	n:m	
FBgn0034389	AGAP007646	1:1	641963
FBgn0034390	AGAP005581	1:1	853365
FBgn0034391	AGAP007645	1:1	761577
FBgn0034392	AGAP008931	1:1	550599
FBgn0010551	AGAP009642	1:1	547021
FBgn0034396	AGAP009641	1:1	552086
FBgn0034400	AGAP007605	1:1	852449
FBgn0034401	AGAP007891	1:1	855987
FBgn0034402	AGAP007890	1:1	
FBgn0010053	AGAP008686	1:1	678869
FBgn0034405	AGAP008684	1:1	
FBgn0034408	AGAP005830	1:1	812024
FBgn0265356	AGAP007135	1:1	549766
FBgn0263116	AGAP007136	1:1	657385
FBgn0034417	AGAP011859	1:1	646204
FBgn0027535	AGAP001688	1:1	844120
FBgn0034418	AGAP010677	1:1	516771
FBgn0034419	AGAP012189	1:1	548261
FBgn0000578	AGAP010673	1:1	549967
FBgn0034420	AGAP012190	1:1	
FBgn0263395	AGAP010837	1:1	824676
FBgn0004003	AGAP000395	1:1	780370
FBgn0053454	AGAP010741	n:m	
FBgn0053454	AGAP012562	n:m	
FBgn0053453	AGAP010741	n:m	
FBgn0053453	AGAP012562	n:m	
FBgn0003254	AGAP011902	1:1	
FBgn0034426	AGAP004528	n:1	
FBgn0034427	AGAP012301	n:1	
FBgn0034428	AGAP004528	n:1	
FBgn0013954	AAT07307.1	1:1	
FBgn0034432	AGAP008769	1:1	
FBgn0034433	AGAP010376	1:1	531381
FBgn0054045	AGAP007679	1:1	700196
FBgn0034436	AGAP007676	n:m	
FBgn0034436	AGAP007677	n:m	
FBgn0034436	AGAP003078	n:m	
FBgn0034436	AGAP003423	n:m	
FBgn0034436	AGAP003432	n:m	
FBgn0034437	AGAP007676	n:m	
FBgn0034437	AGAP007677	n:m	
FBgn0034437	AGAP003078	n:m	
FBgn0034437	AGAP003423	n:m	
FBgn0034437	AGAP003432	n:m	
FBgn0034438	AGAP007676	n:m	
FBgn0034438	AGAP007677	n:m	
FBgn0034438	AGAP003078	n:m	822781
FBgn0034438	AGAP003423	n:m	
FBgn0034438	AGAP003432	n:m	
FBgn0034439	AGAP007676	n:m	822788
FBgn0034439	AGAP007677	n:m	
FBgn0034439	AGAP003078	n:m	
FBgn0034439	AGAP003423	n:m	
FBgn0034439	AGAP003432	n:m	
FBgn0034440	AGAP007676	n:m	
FBgn0034440	AGAP007677	n:m	
FBgn0034440	AGAP003078	n:m	
FBgn0034440	AGAP003423	n:m	
FBgn0034440	AGAP003432	n:m	
FBgn0034441	AGAP007676	n:m	
FBgn0034441	AGAP007677	n:m	
FBgn0034441	AGAP003078	n:m	
FBgn0034441	AGAP003423	n:m	822789
FBgn0034441	AGAP003432	n:m	
FBgn0034442	AGAP011314	1:1	800896
FBgn0261439	AGAP010429	1:1	731943
FBgn0263391	AGAP004852	1:1	834380
FBgn0012051	AGAP012069	1:m	
FBgn0012051	AGAP012907	1:m	
FBgn0020440	AGAP011118	1:1	842739
FBgn0040273	AGAP005021	1:1	547071
FBgn0013325	AGAP011173	1:1	865638
FBgn0266711	AGAP011535	1:1	853142
FBgn0003887	AGAP010929	1:1	696191
FBgn0002716	AGAP010898	1:1	857340
FBgn0260934	AGAP012064	1:1	
FBgn0034451	AGAP000120	1:1	818795
FBgn0034452	AGAP010418	1:1	835186
FBgn0026378	AGAP010419	1:1	859449
FBgn0261456	AGAP006044	1:1	609601
FBgn0034454	AGAP003071	n:1	
FBgn0034455	AGAP009997	1:1	675645
FBgn0028372	AGAP002436	1:1	
FBgn0034467	AGAP004221	n:1	
FBgn0034468	AAO12096.1	n:m	
FBgn0034468	AGAP012322	n:m	
FBgn0034470	AAO12096.1	n:m	
FBgn0034470	AGAP012322	n:m	
FBgn0034471	AAO12096.1	n:m	746104
FBgn0034471	AGAP012322	n:m	
FBgn0034474	AAO12093.1	1:1	746102
FBgn0034479	AGAP003039	1:1	548846
FBgn0034481	AGAP006174	n:1	
FBgn0034484	AGAP011911	1:1	789891
FBgn0034485	AGAP012231	1:1	712432
FBgn0034487	AGAP003339	n:1	657202
FBgn0034488	AGAP010368	1:1	865657
FBgn0034489	AGAP010430	1:1	544081
FBgn0034490	AGAP010370	1:1	548337
FBgn0025720	AGAP010373	1:1	658846
FBgn0034491	AGAP002567	1:1	675197
FBgn0005655	AGAP010220	1:1	853167
FBgn0010411	AAG15373.1	1:1	825592
FBgn0034494	AGAP004199	1:1	
FBgn0034495	AGAP010703	1:1	835901
FBgn0034496	AGAP010702	1:1	547532
FBgn0034498	AGAP009043	1:1	824209
FBgn0034499	AGAP012462	1:1	556075
FBgn0034500	AGAP011810	1:1	508652
FBgn0034503	AGAP005909	1:1	803337
FBgn0034504	AGAP003368	1:1	816261
FBgn0034517	AGAP002726	1:1	731676
FBgn0034519	AGAP011740	1:1	780224
FBgn0034521	AGAP005347	1:1	850109
FBgn0028622	AGAP005350	1:1	741289
FBgn0050147	AGAP005020	1:1	798129
FBgn0034528	AGAP008951	1:1	
FBgn0034529	AGAP007833	1:1	548490
FBgn0034530	AGAP007831	1:1	336056
FBgn0250850	AGAP010152	1:1	798742
FBgn0034532	AGAP008870	1:1	830087
FBgn0034534	AGAP010405	1:1	
FBgn0034535	AGAP007398	1:1	837220
FBgn0061361	AGAP007397	1:1	
FBgn0034537	AGAP007387	1:1	835142
FBgn0034540	AGAP007384	1:1	
FBgn0034539	AAT51797.1	n:m	
FBgn0034539	AAT51798.1	n:m	
FBgn0034539	AGAP007345	n:m	
FBgn0034539	AAY21239.1	n:m	
FBgn0034539	AAC47326.1	n:m	
FBgn0034539	AAY24700.1	n:m	
FBgn0034539	AAY21240.1	n:m	
FBgn0034542	AGAP007382	1:1	267026
FBgn0000615	AGAP007365	1:1	762846
FBgn0034543	AGAP007363	1:1	699788
FBgn0034552	AGAP005907	n:m	
FBgn0034552	AGAP008544	n:m	
FBgn0034552	AGAP008545	n:m	550482
FBgn0034552	AGAP009159	n:m	
FBgn0034552	AGAP000154	n:m	
FBgn0034552	AGAP000907	n:m	
FBgn0034553	AGAP005907	n:m	
FBgn0034553	AGAP008544	n:m	
FBgn0034553	AGAP008545	n:m	
FBgn0034553	AGAP009159	n:m	
FBgn0034553	AGAP000154	n:m	
FBgn0034553	AGAP000907	n:m	551521
FBgn0034554	AGAP010844	1:1	
FBgn0015524	AGAP005099	1:1	
FBgn0000044	AGAP005095	n:m	784112
FBgn0000044	AGAP011514	n:m	
FBgn0000044	AGAP011516	n:m	
FBgn0008636	AGAP005311	1:1	269702
FBgn0034563	AGAP005312	1:1	755720
FBgn0083951	AGAP005313	1:1	697219
FBgn0034564	AGAP005314	1:1	803788
FBgn0034565	AGAP005315	1:1	333916
FBgn0034566	AGAP008689	1:1	685498
FBgn0034567	AGAP008690	1:1	815602
FBgn0034568	AGAP008691	1:1	554855
FBgn0034569	AGAP008694	1:1	797960
FBgn0261394	AGAP004960	1:1	489592
FBgn0050291	AGAP009811	1:1	831927
FBgn0001133	AGAP005479	n:m	
FBgn0001133	AGAP005483	n:m	
FBgn0001133	AGAP005484	n:m	
FBgn0001133	AGAP005938	n:m	
FBgn0034572	AGAP005006	1:1	
FBgn0034573	AGAP011892	1:1	851654
FBgn0050296	AGAP005057	1:1	795695
FBgn0034576	AGAP007208	1:1	
FBgn0003391	AGAP007203	1:m	558662
FBgn0003391	AGAP007207	1:m	
FBgn0003391	AGAP007216	1:m	
FBgn0034577	AGAP006141	1:1	723030
FBgn0034578	AGAP006140	1:1	767648
FBgn0034579	AGAP006916	1:1	824788
FBgn0034580	AAB87764.1	1:1	
FBgn0022700	AGAP004876	n:1	
FBgn0034582	AGAP004876	n:1	
FBgn0034583	AGAP009604	1:1	773030
FBgn0003748	AGAP012053	1:1	806002
FBgn0034585	AGAP000407	1:1	549318
FBgn0015721	AGAP011959	1:1	671368
FBgn0002736	AGAP010755	1:1	861946
FBgn0034592	AGAP006174	n:1	
FBgn0021872	AGAP010623	1:1	700210
FBgn0026582	AGAP004791	1:1	548967
FBgn0050389	AGAP010611	1:1	551924
FBgn0034599	AGAP009140	1:1	
FBgn0261067	AGAP001686	1:1	514884
FBgn0261850	AGAP002988	1:1	744143
FBgn0003162	AGAP006441	1:1	862582
FBgn0265191	AGAP007724	1:1	734341
FBgn0034605	AGAP007374	1:1	826995
FBgn0034606	AGAP012439	1:1	
FBgn0085426	AGAP005243	1:1	725343
FBgn0034611	AGAP006413	1:1	546923
FBgn0050392	AGAP005990	1:1	833078
FBgn0050390	AGAP005116	1:1	800123
FBgn0016726	AGAP006612	1:1	812894
FBgn0034614	AGAP005844	1:1	799839
FBgn0261554	AGAP012141	1:1	548747
FBgn0034618	AGAP001200	1:1	761401
FBgn0034622	AGAP006166	1:1	857871
FBgn0034623	AGAP006417	n:m	
FBgn0034623	AGAP006418	n:m	
FBgn0034623	AAL68778.1	n:m	
FBgn0034623	AGAP006443	n:m	
FBgn0034623	AGAP010550	n:m	
FBgn0034623	AGAP008109	n:m	
FBgn0034623	AGAP000356	n:m	
FBgn0034623	AGAP000485	n:m	
FBgn0034624	AGAP006417	n:m	
FBgn0034624	AGAP006418	n:m	
FBgn0034624	AAL68778.1	n:m	
FBgn0034624	AGAP006443	n:m	
FBgn0034624	AGAP010550	n:m	
FBgn0034624	AGAP008109	n:m	564265
FBgn0034624	AGAP000356	n:m	
FBgn0034624	AGAP000485	n:m	
FBgn0000395	AGAP006168	1:1	267171
FBgn0034626	AGAP007485	1:1	856677
FBgn0034627	AGAP006250	1:1	687755
FBgn0026369	AGAP004049	1:1	803749
FBgn0010470	AGAP008822	1:1	750354
FBgn0043070	AGAP008821	1:1	
FBgn0003731	AGAP008819	1:1	852094
FBgn0034636	AGAP007044	1:1	836746
FBgn0034638	AGAP007049	1:1	742617
FBgn0000326	AGAP006727	1:1	780906
FBgn0034641	AGAP012134	1:1	854311
FBgn0034645	AGAP012374	1:1	840687
FBgn0034646	AGAP012373	1:1	845343
FBgn0034649	AGAP010434	1:1	786171
FBgn0034654	AGAP011580	1:1	773271
FBgn0003687	AGAP010958	1:1	830533
FBgn0027360	AGAP010679	1:1	711946
FBgn0050290	AGAP011994	1:1	654551
FBgn0010228	AGAP012334	n:1	551394
FBgn0004362	AGAP012334	n:1	
FBgn0050404	AGAP001746	1:1	815951
FBgn0034657	AGAP003745	1:1	703062
FBgn0034660	AGAP004118	1:1	550515
FBgn0042098	AGAP004566	n:1	562501
FBgn0034661	AGAP004566	n:1	
FBgn0263999	AGAP004858	n:m	
FBgn0263999	AGAP003748	n:m	
FBgn0085398	AGAP004474	1:1	716378
FBgn0034674	AGAP011701	1:1	727172
FBgn0085399	AGAP010431	1:1	786237
FBgn0265184	AGAP005296	1:1	782039
FBgn0034688	AGAP010723	1:1	718287
FBgn0067102	AGAP012412	1:1	677229
FBgn0034691	AGAP012175	1:1	693069
FBgn0243516	AGAP001886	1:1	565423
FBgn0050280	AGAP004917	n:m	
FBgn0050280	AGAP004998	n:m	
FBgn0050280	AGAP005848	n:m	
FBgn0050280	AGAP010775	n:m	
FBgn0050281	AGAP004917	n:m	
FBgn0050281	AGAP004998	n:m	
FBgn0050281	AGAP005848	n:m	
FBgn0050281	AGAP010775	n:m	556149
FBgn0034697	AGAP011337	1:1	548549
FBgn0000008	AGAP010808	1:1	775954
FBgn0034703	AGAP010807	1:1	858202
FBgn0034704	AGAP012367	1:1	824684
FBgn0034708	AGAP007683	1:1	541555
FBgn0034709	AGAP007684	1:1	
FBgn0025186	AGAP005977	1:1	496311
FBgn0034716	AGAP006638	1:1	550775
FBgn0020307	AGAP006642	1:1	828254
FBgn0034717	AGAP006643	1:1	780238
FBgn0034718	AGAP006644	1:1	812601
FBgn0013272	AGAP006645	1:1	561194
FBgn0017482	AGAP006646	1:1	811083
FBgn0034720	AGAP007137	1:1	714562
FBgn0034722	AGAP012057	1:1	
FBgn0025878	AGAP012059	1:1	556653
FBgn0022986	AGAP003356	1:1	554774
FBgn0034727	AGAP000890	1:1	514915
FBgn0034728	AGAP003676	1:1	547064
FBgn0034729	AGAP009199	n:1	514652
FBgn0034731	AGAP003355	1:1	
FBgn0034733	AGAP001606	1:1	797003
FBgn0034734	AGAP005033	1:1	845058
FBgn0034735	AGAP007661	1:1	865351
FBgn0034736	AGAP006227	n:m	
FBgn0034736	AGAP006228	n:m	
FBgn0260866	AGAP001609	1:1	844619
FBgn0034743	AGAP011424	1:1	783840
FBgn0034744	AGAP006229	1:1	834317
FBgn0034745	AGAP008095	1:1	547959
FBgn0053143	AGAP006721	1:1	
FBgn0034748	AGAP011900	1:1	537162
FBgn0019949	AGAP008541	1:1	547599
FBgn0026261	AGAP005615	1:1	732996
FBgn0034750	AGAP005218	1:1	549285
FBgn0261596	AGAP005131	1:1	810310
FBgn0034753	AGAP007088	1:1	547386
FBgn0034756	AAU93473.1	n:m	
FBgn0034756	AAO24698.1	n:m	819025
FBgn0034756	AAL96667.1	n:m	
FBgn0034756	AAL93296.1	n:m	
FBgn0034758	AGAP009051	1:1	
FBgn0034761	AGAP009052	1:1	
FBgn0050273	AGAP009054	1:1	562449
FBgn0034763	AGAP010288	1:1	851298
FBgn0005631	AGAP010969	1:1	
FBgn0050259	AGAP006596	n:1	
FBgn0034766	AAO12099.1	1:m	
FBgn0034766	AGAP012867	1:m	554841
FBgn0034768	AGAP007283	n:m	
FBgn0034768	AGAP012658	n:m	
FBgn0034769	AGAP007283	n:m	693834
FBgn0034769	AGAP012658	n:m	
FBgn0259145	AGAP007008	1:1	702827
FBgn0011211	AGAP005134	1:1	735949
FBgn0000405	AGAP004962	1:m	
FBgn0000405	AGAP004963	1:m	752887
FBgn0086408	AGAP004961	1:1	795679
FBgn0259179	AGAP009821	1:1	335200
FBgn0050274	AGAP009820	1:1	302729
FBgn0010078	AGAP010252	1:1	866161
FBgn0001263	AGAP002145	1:1	794800
FBgn0034788	AGAP010555	1:1	
FBgn0034791	AGAP010320	1:1	853724
FBgn0034792	AGAP009973	1:1	848803
FBgn0034793	AGAP007618	1:1	
FBgn0034794	AGAP008092	1:1	546862
FBgn0034795	AGAP006046	1:1	776724
FBgn0034796	AGAP008835	n:1	
FBgn0034797	AGAP007611	1:1	805953
FBgn0050187	AGAP001924	1:1	
FBgn0010660	AGAP008970	1:1	548471
FBgn0034802	AGAP008075	1:1	547372
FBgn0034804	AGAP010540	1:1	736996
FBgn0034808	AGAP010534	1:m	737000
FBgn0034808	AGAP011666	1:m	
FBgn0265187	AGAP001763	n:1	
FBgn0010622	AGAP002742	1:1	641418
FBgn0034814	AGAP011876	1:1	671279
FBgn0021979	AGAP011464	1:1	516400
FBgn0003062	AGAP011244	1:1	850903
FBgn0034816	AGAP008275	1:1	810700
FBgn0034817	AGAP006938	1:1	855954
FBgn0085400	AGAP001925	1:1	753211
FBgn0050410	AGAP011457	1:1	858778
FBgn0034849	AGAP011456	1:1	709300
FBgn0085452	AGAP011945	n:1	828063
FBgn0085453	AGAP006824	1:1	697911
FBgn0003977	AGAP000332	1:1	860388
FBgn0034853	AGAP005647	1:1	563851
FBgn0034854	AGAP006884	1:1	550467
FBgn0040660	AGAP011945	n:1	
FBgn0041712	AGAP004549	n:1	752647
FBgn0034856	AGAP004549	n:1	
FBgn0250838	AGAP000669	1:1	805628
FBgn0034858	AGAP005937	1:1	
FBgn0028497	AGAP005341	1:1	496533
FBgn0034859	AGAP005343	1:1	769211
FBgn0015372	AGAP006159	1:1	522183
FBgn0261786	AGAP005115	1:1	334006
FBgn0000241	AGAP007655	1:1	563316
FBgn0050181	AGAP006720	1:1	672026
FBgn0041234	AGAP006716	1:1	
FBgn0050185	AGAP004929	1:1	
FBgn0034876	AGAP005029	1:1	547123
FBgn0034877	AGAP000851	1:1	843188
FBgn0010501	AGAP000830	n:1	
FBgn0034879	AGAP011211	1:1	834559
FBgn0034880	AGAP006826	n:m	
FBgn0034880	AGAP004303	n:m	
FBgn0015277	AGAP010273	1:1	515609
FBgn0034883	AGAP010326	1:1	799166
FBgn0034885	AGAP010325	1:1	799159
FBgn0266377	AGAP002927	1:1	
FBgn0034887	AGAP010987	1:m	787087
FBgn0034887	AGAP012647	1:m	
FBgn0265052	AGAP010986	1:m	
FBgn0265052	AGAP009551	1:m	
FBgn0265052	AGAP009552	1:m	787091
FBgn0265052	AGAP009553	1:m	
FBgn0265052	AGAP012648	1:m	
FBgn0265052	AGAP012672	1:m	
FBgn0265052	AGAP012696	1:m	
FBgn0011296	AGAP007162	1:1	727487
FBgn0262728	AGAP005784	1:1	510784
FBgn0016762	AGAP011401	1:1	
FBgn0034893	AGAP004100	1:m	
FBgn0034893	AGAP012837	1:m	850855
FBgn0034894	AGAP002997	1:1	822562
FBgn0013548	AGAP007166	1:1	799933
FBgn0011297	AGAP007168	1:1	810998
FBgn0002174	AGAP007565	1:1	
FBgn0034897	AGAP007169	1:1	785595
FBgn0000562	AGAP005155	1:1	
FBgn0034902	AGAP011733	1:1	527774
FBgn0034903	AGAP011737	1:1	709622
FBgn0010278	AGAP012335	1:1	495134
FBgn0028411	AGAP008234	1:1	714113
FBgn0034909	AGAP012218	1:1	549157
FBgn0003401	AGAP011458	1:1	548561
FBgn0034913	AGAP011135	1:1	719059
FBgn0034914	AGAP001613	1:1	795848
FBgn0021895	AGAP010075	1:1	547650
FBgn0034915	AGAP001380	1:1	847545
FBgn0024234	AAT07301.1	1:1	
FBgn0034918	AGAP005936	1:1	803515
FBgn0034919	AGAP003819	1:1	858320
FBgn0025352	AGAP011827	1:1	855564
FBgn0011236	AGAP004767	1:1	552660
FBgn0020372	AGAP007210	1:1	758971
FBgn0025336	AGAP011803	1:1	844775
FBgn0262619	AGAP009222	1:1	733639
FBgn0034923	AGAP006649	1:1	
FBgn0034925	AGAP003602	1:1	731551
FBgn0034928	AGAP010930	1:1	742624
FBgn0261794	AGAP011498	1:1	756789
FBgn0263006	AGAP006186	1:1	523648
FBgn0034931	AGAP006113	1:1	552434
FBgn0034933	AGAP011170	1:1	
FBgn0023477	AGAP011800	1:1	858760
FBgn0001123	ABA56309.1	1:1	
FBgn0034936	AGAP009439	1:1	546825
FBgn0034938	AGAP001744	1:1	856350
FBgn0034939	AGAP004746	1:1	
