mouse_ID	rat_ID	orthotype	OMAgroup
ENSMUSG00000095217	ENSRNOG00000053845	n:m	
ENSMUSG00000095217	ENSRNOG00000054296	n:m	
ENSMUSG00000095217	ENSRNOG00000060769	n:m	
ENSMUSG00000058773	ENSRNOG00000060355	1:1	549665
ENSMUSG00000101972	ENSRNOG00000053155	n:m	
ENSMUSG00000101972	ENSRNOG00000056281	n:m	
ENSMUSG00000101972	ENSRNOG00000060366	n:m	
ENSMUSG00000069309	ENSRNOG00000022146	n:m	
ENSMUSG00000069309	ENSRNOG00000052845	n:m	
ENSMUSG00000069309	ENSRNOG00000051758	n:m	
ENSMUSG00000069309	ENSRNOG00000060492	n:m	
ENSMUSG00000069309	ENSRNOG00000059748	n:m	862334
ENSMUSG00000069309	ENSRNOG00000052594	n:m	
ENSMUSG00000069309	ENSRNOG00000048317	n:m	
ENSMUSG00000069309	ENSRNOG00000030736	n:m	
ENSMUSG00000069309	ENSRNOG00000052555	n:m	
ENSMUSG00000069309	ENSRNOG00000033045	n:m	
ENSMUSG00000069309	ENSRNOG00000010386	n:m	
ENSMUSG00000069308	ENSRNOG00000059949	n:m	
ENSMUSG00000069308	ENSRNOG00000058187	n:m	
ENSMUSG00000069308	ENSRNOG00000055512	n:m	
ENSMUSG00000069308	ENSRNOG00000053845	n:m	
ENSMUSG00000069308	ENSRNOG00000054296	n:m	
ENSMUSG00000069308	ENSRNOG00000060769	n:m	
ENSMUSG00000069307	ENSRNOG00000059949	n:m	
ENSMUSG00000069307	ENSRNOG00000058187	n:m	
ENSMUSG00000069307	ENSRNOG00000055512	n:m	
ENSMUSG00000069307	ENSRNOG00000053845	n:m	
ENSMUSG00000069307	ENSRNOG00000054296	n:m	
ENSMUSG00000069307	ENSRNOG00000060769	n:m	
ENSMUSG00000094248	ENSRNOG00000022146	n:m	
ENSMUSG00000094248	ENSRNOG00000052845	n:m	862335
ENSMUSG00000094248	ENSRNOG00000051758	n:m	
ENSMUSG00000094248	ENSRNOG00000060492	n:m	
ENSMUSG00000094248	ENSRNOG00000059748	n:m	
ENSMUSG00000094248	ENSRNOG00000052594	n:m	
ENSMUSG00000094248	ENSRNOG00000048317	n:m	
ENSMUSG00000094248	ENSRNOG00000030736	n:m	
ENSMUSG00000094248	ENSRNOG00000052555	n:m	
ENSMUSG00000094248	ENSRNOG00000033045	n:m	
ENSMUSG00000094248	ENSRNOG00000010386	n:m	
ENSMUSG00000069306	ENSRNOG00000045840	n:1	
ENSMUSG00000069305	ENSRNOG00000045840	n:1	
ENSMUSG00000094777	ENSRNOG00000022146	n:m	
ENSMUSG00000094777	ENSRNOG00000052845	n:m	
ENSMUSG00000094777	ENSRNOG00000051758	n:m	
ENSMUSG00000094777	ENSRNOG00000060492	n:m	
ENSMUSG00000094777	ENSRNOG00000059748	n:m	
ENSMUSG00000094777	ENSRNOG00000052594	n:m	
ENSMUSG00000094777	ENSRNOG00000048317	n:m	
ENSMUSG00000094777	ENSRNOG00000030736	n:m	
ENSMUSG00000094777	ENSRNOG00000052555	n:m	
ENSMUSG00000094777	ENSRNOG00000033045	n:m	
ENSMUSG00000094777	ENSRNOG00000010386	n:m	
ENSMUSG00000069303	ENSRNOG00000059949	n:m	
ENSMUSG00000069303	ENSRNOG00000058187	n:m	
ENSMUSG00000069303	ENSRNOG00000055512	n:m	
ENSMUSG00000069303	ENSRNOG00000053845	n:m	
ENSMUSG00000069303	ENSRNOG00000054296	n:m	
ENSMUSG00000069303	ENSRNOG00000060769	n:m	
ENSMUSG00000006720	ENSRNOG00000061612	1:1	556395
ENSMUSG00000006179	ENSRNOG00000057865	1:1	516036
ENSMUSG00000069302	ENSRNOG00000022146	n:m	
ENSMUSG00000069302	ENSRNOG00000052845	n:m	
ENSMUSG00000069302	ENSRNOG00000051758	n:m	
ENSMUSG00000069302	ENSRNOG00000060492	n:m	862332
ENSMUSG00000069302	ENSRNOG00000059748	n:m	
ENSMUSG00000069302	ENSRNOG00000052594	n:m	
ENSMUSG00000069302	ENSRNOG00000048317	n:m	
ENSMUSG00000069302	ENSRNOG00000030736	n:m	
ENSMUSG00000069302	ENSRNOG00000052555	n:m	
ENSMUSG00000069302	ENSRNOG00000033045	n:m	
ENSMUSG00000069302	ENSRNOG00000010386	n:m	
ENSMUSG00000062727	ENSRNOG00000059949	n:m	
ENSMUSG00000062727	ENSRNOG00000058187	n:m	
ENSMUSG00000062727	ENSRNOG00000055512	n:m	
ENSMUSG00000062727	ENSRNOG00000053845	n:m	
ENSMUSG00000062727	ENSRNOG00000054296	n:m	
ENSMUSG00000062727	ENSRNOG00000060769	n:m	
ENSMUSG00000060639	ENSRNOG00000045840	n:1	
ENSMUSG00000069301	ENSRNOG00000022146	n:m	
ENSMUSG00000069301	ENSRNOG00000052845	n:m	
ENSMUSG00000069301	ENSRNOG00000051758	n:m	
ENSMUSG00000069301	ENSRNOG00000060492	n:m	
ENSMUSG00000069301	ENSRNOG00000059748	n:m	
ENSMUSG00000069301	ENSRNOG00000052594	n:m	
ENSMUSG00000069301	ENSRNOG00000048317	n:m	
ENSMUSG00000069301	ENSRNOG00000030736	n:m	
ENSMUSG00000069301	ENSRNOG00000052555	n:m	
ENSMUSG00000069301	ENSRNOG00000033045	n:m	
ENSMUSG00000069301	ENSRNOG00000010386	n:m	
ENSMUSG00000069300	ENSRNOG00000059949	n:m	
ENSMUSG00000069300	ENSRNOG00000058187	n:m	
ENSMUSG00000069300	ENSRNOG00000055512	n:m	
ENSMUSG00000069300	ENSRNOG00000053845	n:m	
ENSMUSG00000069300	ENSRNOG00000054296	n:m	
ENSMUSG00000069300	ENSRNOG00000060769	n:m	
ENSMUSG00000046351	ENSRNOG00000017318	1:1	557053
ENSMUSG00000036376	ENSRNOG00000017585	1:1	845681
ENSMUSG00000000706	ENSRNOG00000017514	1:1	741217
ENSMUSG00000053216	ENSRNOG00000038877	1:1	741219
ENSMUSG00000060981	ENSRNOG00000045840	n:1	
ENSMUSG00000061991	ENSRNOG00000022146	n:m	
ENSMUSG00000061991	ENSRNOG00000052845	n:m	
ENSMUSG00000061991	ENSRNOG00000051758	n:m	
ENSMUSG00000061991	ENSRNOG00000060492	n:m	
ENSMUSG00000061991	ENSRNOG00000059748	n:m	
ENSMUSG00000061991	ENSRNOG00000052594	n:m	
ENSMUSG00000061991	ENSRNOG00000048317	n:m	862328
ENSMUSG00000061991	ENSRNOG00000030736	n:m	
ENSMUSG00000061991	ENSRNOG00000052555	n:m	
ENSMUSG00000061991	ENSRNOG00000033045	n:m	
ENSMUSG00000061991	ENSRNOG00000010386	n:m	
ENSMUSG00000099517	ENSRNOG00000053155	n:m	
ENSMUSG00000099517	ENSRNOG00000056281	n:m	
ENSMUSG00000099517	ENSRNOG00000060366	n:m	
ENSMUSG00000114456	ENSRNOG00000059949	n:m	
ENSMUSG00000114456	ENSRNOG00000058187	n:m	
ENSMUSG00000114456	ENSRNOG00000055512	n:m	
ENSMUSG00000114456	ENSRNOG00000053845	n:m	
ENSMUSG00000114456	ENSRNOG00000054296	n:m	
ENSMUSG00000114456	ENSRNOG00000060769	n:m	
ENSMUSG00000100210	ENSRNOG00000053155	n:m	
ENSMUSG00000100210	ENSRNOG00000056281	n:m	
ENSMUSG00000100210	ENSRNOG00000060366	n:m	497237
ENSMUSG00000069274	ENSRNOG00000045840	n:1	
ENSMUSG00000052565	ENSRNOG00000048264	1:1	554007
ENSMUSG00000069273	ENSRNOG00000053155	n:m	
ENSMUSG00000069273	ENSRNOG00000056281	n:m	497238
ENSMUSG00000069273	ENSRNOG00000060366	n:m	
ENSMUSG00000069272	ENSRNOG00000022146	n:m	
ENSMUSG00000069272	ENSRNOG00000052845	n:m	
ENSMUSG00000069272	ENSRNOG00000051758	n:m	
ENSMUSG00000069272	ENSRNOG00000060492	n:m	
ENSMUSG00000069272	ENSRNOG00000059748	n:m	
ENSMUSG00000069272	ENSRNOG00000052594	n:m	
ENSMUSG00000069272	ENSRNOG00000048317	n:m	
ENSMUSG00000069272	ENSRNOG00000030736	n:m	
ENSMUSG00000069272	ENSRNOG00000052555	n:m	
ENSMUSG00000069272	ENSRNOG00000033045	n:m	
ENSMUSG00000069272	ENSRNOG00000010386	n:m	
ENSMUSG00000058385	ENSRNOG00000059949	n:m	
ENSMUSG00000058385	ENSRNOG00000058187	n:m	
ENSMUSG00000058385	ENSRNOG00000055512	n:m	
ENSMUSG00000058385	ENSRNOG00000053845	n:m	
ENSMUSG00000058385	ENSRNOG00000054296	n:m	801586
ENSMUSG00000058385	ENSRNOG00000060769	n:m	
ENSMUSG00000069268	ENSRNOG00000059949	n:m	
ENSMUSG00000069268	ENSRNOG00000058187	n:m	
ENSMUSG00000069268	ENSRNOG00000055512	n:m	
ENSMUSG00000069268	ENSRNOG00000053845	n:m	
ENSMUSG00000069268	ENSRNOG00000054296	n:m	
ENSMUSG00000069268	ENSRNOG00000060769	n:m	
ENSMUSG00000071478	ENSRNOG00000022146	n:m	
ENSMUSG00000071478	ENSRNOG00000052845	n:m	
ENSMUSG00000071478	ENSRNOG00000051758	n:m	
ENSMUSG00000071478	ENSRNOG00000060492	n:m	
ENSMUSG00000071478	ENSRNOG00000059748	n:m	
ENSMUSG00000071478	ENSRNOG00000052594	n:m	
ENSMUSG00000071478	ENSRNOG00000048317	n:m	
ENSMUSG00000071478	ENSRNOG00000030736	n:m	
ENSMUSG00000071478	ENSRNOG00000052555	n:m	
ENSMUSG00000071478	ENSRNOG00000033045	n:m	
ENSMUSG00000071478	ENSRNOG00000010386	n:m	
ENSMUSG00000099583	ENSRNOG00000053155	n:m	497239
ENSMUSG00000099583	ENSRNOG00000056281	n:m	
ENSMUSG00000099583	ENSRNOG00000060366	n:m	
ENSMUSG00000061482	ENSRNOG00000045840	n:1	
ENSMUSG00000047246	ENSRNOG00000059949	n:m	
ENSMUSG00000047246	ENSRNOG00000058187	n:m	
ENSMUSG00000047246	ENSRNOG00000055512	n:m	801587
ENSMUSG00000047246	ENSRNOG00000053845	n:m	
ENSMUSG00000047246	ENSRNOG00000054296	n:m	
ENSMUSG00000047246	ENSRNOG00000060769	n:m	
ENSMUSG00000051627	ENSRNOG00000047459	1:1	549773
ENSMUSG00000069270	ENSRNOG00000022146	n:m	
ENSMUSG00000069270	ENSRNOG00000052845	n:m	
ENSMUSG00000069270	ENSRNOG00000051758	n:m	862342
ENSMUSG00000069270	ENSRNOG00000060492	n:m	
ENSMUSG00000069270	ENSRNOG00000059748	n:m	
ENSMUSG00000069270	ENSRNOG00000052594	n:m	
ENSMUSG00000069270	ENSRNOG00000048317	n:m	
ENSMUSG00000069270	ENSRNOG00000030736	n:m	
ENSMUSG00000069270	ENSRNOG00000052555	n:m	
ENSMUSG00000069270	ENSRNOG00000033045	n:m	
ENSMUSG00000069270	ENSRNOG00000010386	n:m	
ENSMUSG00000018102	ENSRNOG00000059949	n:m	
ENSMUSG00000018102	ENSRNOG00000058187	n:m	801588
ENSMUSG00000018102	ENSRNOG00000055512	n:m	
ENSMUSG00000018102	ENSRNOG00000053845	n:m	
ENSMUSG00000018102	ENSRNOG00000054296	n:m	
ENSMUSG00000018102	ENSRNOG00000060769	n:m	
ENSMUSG00000036211	ENSRNOG00000061863	1:1	
ENSMUSG00000060678	ENSRNOG00000045840	n:1	
ENSMUSG00000006611	ENSRNOG00000016967	1:1	787750
ENSMUSG00000036181	ENSRNOG00000054978	1:1	549371
ENSMUSG00000069310	ENSRNOG00000053155	n:m	
ENSMUSG00000069310	ENSRNOG00000056281	n:m	
ENSMUSG00000069310	ENSRNOG00000060366	n:m	
ENSMUSG00000075031	ENSRNOG00000059949	n:m	801594
ENSMUSG00000075031	ENSRNOG00000058187	n:m	
ENSMUSG00000075031	ENSRNOG00000055512	n:m	
ENSMUSG00000075031	ENSRNOG00000053845	n:m	
ENSMUSG00000075031	ENSRNOG00000054296	n:m	
ENSMUSG00000075031	ENSRNOG00000060769	n:m	
ENSMUSG00000061615	ENSRNOG00000022146	n:m	
ENSMUSG00000061615	ENSRNOG00000052845	n:m	
ENSMUSG00000061615	ENSRNOG00000051758	n:m	
ENSMUSG00000061615	ENSRNOG00000060492	n:m	
ENSMUSG00000061615	ENSRNOG00000059748	n:m	
ENSMUSG00000061615	ENSRNOG00000052594	n:m	
ENSMUSG00000061615	ENSRNOG00000048317	n:m	
ENSMUSG00000061615	ENSRNOG00000030736	n:m	
ENSMUSG00000061615	ENSRNOG00000052555	n:m	
ENSMUSG00000061615	ENSRNOG00000033045	n:m	
ENSMUSG00000061615	ENSRNOG00000010386	n:m	
ENSMUSG00000069267	ENSRNOG00000053155	n:m	
ENSMUSG00000069267	ENSRNOG00000056281	n:m	
ENSMUSG00000069267	ENSRNOG00000060366	n:m	
ENSMUSG00000069266	ENSRNOG00000045840	n:1	
ENSMUSG00000060093	ENSRNOG00000045840	n:1	
ENSMUSG00000069265	ENSRNOG00000053155	n:m	
ENSMUSG00000069265	ENSRNOG00000056281	n:m	
ENSMUSG00000069265	ENSRNOG00000060366	n:m	
ENSMUSG00000049539	ENSRNOG00000017175	1:1	550282
ENSMUSG00000036110	ENSRNOG00000017180	1:1	547540
ENSMUSG00000036083	ENSRNOG00000032745	1:1	551739
ENSMUSG00000021335	ENSRNOG00000042692	1:1	
ENSMUSG00000021336	ENSRNOG00000022505	1:1	550504
ENSMUSG00000050799	ENSRNOG00000016865	1:1	801591
ENSMUSG00000060081	ENSRNOG00000048122	1:1	
ENSMUSG00000021337	ENSRNOG00000016628	1:1	
ENSMUSG00000021338	ENSRNOG00000016576	1:1	549279
ENSMUSG00000016756	ENSRNOG00000003094	1:1	784584
ENSMUSG00000036006	ENSRNOG00000018804	1:1	826922
ENSMUSG00000006715	ENSRNOG00000018782	1:1	828879
ENSMUSG00000019132	ENSRNOG00000018456	1:1	260475
ENSMUSG00000006717	ENSRNOG00000018415	1:1	794265
ENSMUSG00000035958	ENSRNOG00000018246	1:1	684847
ENSMUSG00000006711	ENSRNOG00000018141	1:1	831371
ENSMUSG00000035936	ENSRNOG00000023538	1:1	661720
ENSMUSG00000021340	ENSRNOG00000017702	1:1	696482
ENSMUSG00000021339	ENSRNOG00000017545	1:1	714405
ENSMUSG00000035910	ENSRNOG00000017511	1:1	552371
ENSMUSG00000048978	ENSRNOG00000017444	1:1	803583
ENSMUSG00000021342	ENSRNOG00000017374	1:1	754823
ENSMUSG00000057170	ENSRNOG00000050607	n:m	
ENSMUSG00000057170	ENSRNOG00000050920	n:m	712497
ENSMUSG00000057170	ENSRNOG00000032845	n:m	
ENSMUSG00000057170	ENSRNOG00000016792	n:m	
ENSMUSG00000062737	ENSRNOG00000050607	n:m	
ENSMUSG00000062737	ENSRNOG00000050920	n:m	
ENSMUSG00000062737	ENSRNOG00000032845	n:m	308718
ENSMUSG00000062737	ENSRNOG00000016792	n:m	
ENSMUSG00000062201	ENSRNOG00000050607	n:m	
ENSMUSG00000062201	ENSRNOG00000050920	n:m	
ENSMUSG00000062201	ENSRNOG00000032845	n:m	
ENSMUSG00000062201	ENSRNOG00000016792	n:m	712496
ENSMUSG00000017922	ENSRNOG00000017203	1:1	260481
ENSMUSG00000038891	ENSRNOG00000017185	1:1	712498
ENSMUSG00000038883	ENSRNOG00000017103	1:1	308724
ENSMUSG00000069259	ENSRNOG00000017089	1:1	
ENSMUSG00000018259	ENSRNOG00000017048	n:1	
ENSMUSG00000069258	ENSRNOG00000017007	1:1	712494
ENSMUSG00000021345	ENSRNOG00000016871	n:m	
ENSMUSG00000021345	ENSRNOG00000043237	n:m	
ENSMUSG00000021345	ENSRNOG00000016933	n:m	260478
ENSMUSG00000021345	ENSRNOG00000016803	n:m	
ENSMUSG00000021346	ENSRNOG00000016871	n:m	260480
ENSMUSG00000021346	ENSRNOG00000043237	n:m	
ENSMUSG00000021346	ENSRNOG00000016933	n:m	
ENSMUSG00000021346	ENSRNOG00000016803	n:m	
ENSMUSG00000006490	ENSRNOG00000024843	1:1	260477
ENSMUSG00000019756	ENSRNOG00000017048	n:1	260479
ENSMUSG00000021347	ENSRNOG00000016742	1:1	308714
ENSMUSG00000046899	ENSRNOG00000016616	1:m	712499
ENSMUSG00000046899	ENSRNOG00000029126	1:m	
ENSMUSG00000021348	ENSRNOG00000016510	1:1	712492
ENSMUSG00000060738	ENSRNOG00000047649	1:1	308719
ENSMUSG00000022886	ENSRNOG00000016463	1:1	308717
ENSMUSG00000062551	ENSRNOG00000039058	n:1	686374
ENSMUSG00000005891	ENSRNOG00000016436	1:1	712491
ENSMUSG00000017064	ENSRNOG00000016307	1:1	712493
ENSMUSG00000113061	ENSRNOG00000028505	n:m	
ENSMUSG00000113061	ENSRNOG00000032944	n:m	
ENSMUSG00000113061	ENSRNOG00000030107	n:m	825593
ENSMUSG00000016477	ENSRNOG00000029273	1:1	734862
ENSMUSG00000038732	ENSRNOG00000027125	1:1	525803
ENSMUSG00000049115	ENSRNOG00000018346	1:1	762177
ENSMUSG00000038462	ENSRNOG00000018281	1:1	694645
ENSMUSG00000069255	ENSRNOG00000056376	1:1	709073
ENSMUSG00000021356	ENSRNOG00000061070	1:1	774538
ENSMUSG00000021357	ENSRNOG00000060266	1:1	785934
ENSMUSG00000076430	ENSRNOG00000055922	1:1	843986
ENSMUSG00000050295	ENSRNOG00000017800	1:1	728893
ENSMUSG00000038372	ENSRNOG00000017605	1:1	546860
ENSMUSG00000044951	ENSRNOG00000050349	1:1	549688
ENSMUSG00000021400	ENSRNOG00000017040	1:1	546797
ENSMUSG00000044734	ENSRNOG00000016581	1:1	847687
ENSMUSG00000042842	ENSRNOG00000016420	1:1	847717
ENSMUSG00000045827	ENSRNOG00000033772	1:1	847699
ENSMUSG00000021403	ENSRNOG00000048576	1:1	847741
ENSMUSG00000051029	ENSRNOG00000048358	1:m	
ENSMUSG00000051029	ENSRNOG00000034229	1:m	847729
ENSMUSG00000054266	ENSRNOG00000022139	n:1	847725
ENSMUSG00000062342	ENSRNOG00000022139	n:1	
ENSMUSG00000038327	ENSRNOG00000022139	n:1	
ENSMUSG00000071452	ENSRNOG00000022139	n:1	
ENSMUSG00000057726	ENSRNOG00000022139	n:1	
ENSMUSG00000060147	ENSRNOG00000017962	1:1	
ENSMUSG00000046949	ENSRNOG00000017820	1:1	
ENSMUSG00000021408	ENSRNOG00000017787	1:1	794548
ENSMUSG00000038286	ENSRNOG00000017577	1:1	547507
ENSMUSG00000058672	ENSRNOG00000017445	n:m	
ENSMUSG00000058672	ENSRNOG00000017558	n:m	696200
ENSMUSG00000045136	ENSRNOG00000017445	n:m	696185
ENSMUSG00000045136	ENSRNOG00000017558	n:m	
ENSMUSG00000071451	ENSRNOG00000039265	1:1	843070
ENSMUSG00000038267	ENSRNOG00000017210	1:1	552891
ENSMUSG00000021411	ENSRNOG00000017093	1:1	813504
ENSMUSG00000038246	ENSRNOG00000017083	1:1	499002
ENSMUSG00000021413	ENSRNOG00000016705	1:1	549217
ENSMUSG00000021414	ENSRNOG00000016672	1:1	778026
ENSMUSG00000021415	ENSRNOG00000033763	1:1	725402
ENSMUSG00000021416	ENSRNOG00000029549	n:1	
ENSMUSG00000021417	ENSRNOG00000029549	n:1	547066
ENSMUSG00000059288	ENSRNOG00000032215	1:1	759918
ENSMUSG00000021418	ENSRNOG00000016226	1:1	786143
ENSMUSG00000050423	ENSRNOG00000016222	1:1	304427
ENSMUSG00000046573	ENSRNOG00000047970	1:1	530802
ENSMUSG00000021420	ENSRNOG00000016135	1:1	859625
ENSMUSG00000039114	ENSRNOG00000050767	1:1	794000
ENSMUSG00000039109	ENSRNOG00000015957	1:1	824224
ENSMUSG00000021423	ENSRNOG00000000137	1:1	814575
ENSMUSG00000039087	ENSRNOG00000015701	1:1	790904
ENSMUSG00000021427	ENSRNOG00000014165	1:1	
ENSMUSG00000044566	ENSRNOG00000024111	1:1	769111
ENSMUSG00000021428	ENSRNOG00000014049	1:1	547152
ENSMUSG00000054889	ENSRNOG00000013928	1:1	795911
ENSMUSG00000021431	ENSRNOG00000013756	1:1	842339
ENSMUSG00000039004	ENSRNOG00000013717	1:1	830951
ENSMUSG00000038991	ENSRNOG00000013469	1:1	780368
ENSMUSG00000038982	ENSRNOG00000016497	1:1	838798
ENSMUSG00000001707	ENSRNOG00000016390	1:1	842753
ENSMUSG00000021432	ENSRNOG00000016174	1:1	665212
ENSMUSG00000047094	ENSRNOG00000024499	1:1	
ENSMUSG00000021359	ENSRNOG00000015522	1:1	808751
ENSMUSG00000021360	ENSRNOG00000023778	1:1	
ENSMUSG00000038683	ENSRNOG00000023799	1:1	848224
ENSMUSG00000021361	ENSRNOG00000022144	1:m	
ENSMUSG00000021361	ENSRNOG00000015437	1:m	
ENSMUSG00000021362	ENSRNOG00000015008	1:1	796509
ENSMUSG00000038651	ENSRNOG00000023831	1:1	810057
ENSMUSG00000021364	ENSRNOG00000014702	1:1	650976
ENSMUSG00000091264	ENSRNOG00000043288	1:1	735032
ENSMUSG00000021365	ENSRNOG00000014548	1:1	843243
ENSMUSG00000087370	ENSRNOG00000031495	1:1	810993
ENSMUSG00000058022	ENSRNOG00000014481	1:1	739632
ENSMUSG00000021366	ENSRNOG00000014460	1:1	769107
ENSMUSG00000021367	ENSRNOG00000014361	1:1	805156
ENSMUSG00000054728	ENSRNOG00000014264	1:1	836059
ENSMUSG00000021368	ENSRNOG00000014019	1:1	833504
ENSMUSG00000051335	ENSRNOG00000014007	1:1	737362
ENSMUSG00000054021	ENSRNOG00000017866	1:1	653861
ENSMUSG00000063200	ENSRNOG00000017904	1:1	749864
ENSMUSG00000038546	ENSRNOG00000017951	1:1	516374
ENSMUSG00000021371	ENSRNOG00000017988	1:1	769781
ENSMUSG00000044164	ENSRNOG00000018070	1:1	792463
ENSMUSG00000015396	ENSRNOG00000018092	1:1	825926
ENSMUSG00000038518	ENSRNOG00000045918	1:1	808426
ENSMUSG00000057531	ENSRNOG00000048719	1:1	847644
ENSMUSG00000038175	ENSRNOG00000017579	1:1	844619
ENSMUSG00000000253	ENSRNOG00000017250	1:1	865152
ENSMUSG00000046876	ENSRNOG00000016998	1:1	809197
ENSMUSG00000063529	ENSRNOG00000031595	1:1	306769
ENSMUSG00000038132	ENSRNOG00000046547	1:1	
ENSMUSG00000021373	ENSRNOG00000043350	1:1	736641
ENSMUSG00000069237	ENSRNOG00000026120	1:1	774909
ENSMUSG00000021374	ENSRNOG00000001456	1:1	548574
ENSMUSG00000021375	ENSRNOG00000001455	1:1	548406
ENSMUSG00000044231	ENSRNOG00000026286	1:1	780252
ENSMUSG00000021376	ENSRNOG00000016468	1:1	537143
ENSMUSG00000021377	ENSRNOG00000016152	1:1	548411
ENSMUSG00000038068	ENSRNOG00000016123	1:1	496315
ENSMUSG00000021379	ENSRNOG00000016099	1:1	815622
ENSMUSG00000050954	ENSRNOG00000017092	1:1	741214
ENSMUSG00000038042	ENSRNOG00000026564	1:1	810562
ENSMUSG00000021381	ENSRNOG00000016915	1:1	813312
ENSMUSG00000038025	ENSRNOG00000016816	1:1	753817
ENSMUSG00000038014	ENSRNOG00000016779	1:1	833346
ENSMUSG00000037966	ENSRNOG00000016587	1:1	739861
ENSMUSG00000037960	ENSRNOG00000016560	1:1	787949
ENSMUSG00000021384	ENSRNOG00000016525	1:1	747595
ENSMUSG00000037946	ENSRNOG00000016225	1:1	550842
ENSMUSG00000037933	ENSRNOG00000016031	1:1	845260
ENSMUSG00000021385	ENSRNOG00000015631	1:1	650853
ENSMUSG00000113255	ENSRNOG00000012734	n:1	840561
ENSMUSG00000043631	ENSRNOG00000045684	1:m	
ENSMUSG00000043631	ENSRNOG00000031716	1:m	789876
ENSMUSG00000021388	ENSRNOG00000050431	1:1	816672
ENSMUSG00000048368	ENSRNOG00000039560	1:1	269383
ENSMUSG00000021390	ENSRNOG00000047786	1:1	845694
ENSMUSG00000021392	ENSRNOG00000046968	1:m	552303
ENSMUSG00000021392	ENSRNOG00000045569	1:m	
ENSMUSG00000037851	ENSRNOG00000014616	1:1	490198
ENSMUSG00000095300	ENSRNOG00000039581	n:m	272080
ENSMUSG00000095300	ENSRNOG00000048350	n:m	
ENSMUSG00000037816	ENSRNOG00000030027	1:1	763487
ENSMUSG00000071909	ENSRNOG00000027311	1:1	761587
ENSMUSG00000094918	ENSRNOG00000039581	n:m	
ENSMUSG00000094918	ENSRNOG00000048350	n:m	275601
ENSMUSG00000021395	ENSRNOG00000011119	1:1	792428
ENSMUSG00000021396	ENSRNOG00000014538	1:1	494805
ENSMUSG00000067586	ENSRNOG00000014524	1:1	270216
ENSMUSG00000021448	ENSRNOG00000014366	1:1	843149
ENSMUSG00000062248	ENSRNOG00000014130	1:1	846366
ENSMUSG00000035139	ENSRNOG00000013773	1:1	808234
ENSMUSG00000021451	ENSRNOG00000013679	1:1	837130
ENSMUSG00000021453	ENSRNOG00000013090	1:1	809532
ENSMUSG00000047842	ENSRNOG00000032328	1:1	522182
ENSMUSG00000021457	ENSRNOG00000012160	1:1	552299
ENSMUSG00000021460	ENSRNOG00000011684	1:1	547175
ENSMUSG00000056749	ENSRNOG00000011668	1:1	816537
ENSMUSG00000021464	ENSRNOG00000053232	1:1	552584
ENSMUSG00000021468	ENSRNOG00000010882	1:1	805414
ENSMUSG00000021469	ENSRNOG00000018355	1:1	802365
ENSMUSG00000021478	ENSRNOG00000023688	1:1	657332
ENSMUSG00000021474	ENSRNOG00000018279	1:1	862627
ENSMUSG00000034987	ENSRNOG00000018260	1:1	657346
ENSMUSG00000025867	ENSRNOG00000000105	1:1	790935
ENSMUSG00000025872	ENSRNOG00000000104	1:1	640875
ENSMUSG00000043183	ENSRNOG00000016932	1:1	822365
ENSMUSG00000025871	ENSRNOG00000017133	1:1	759975
ENSMUSG00000025870	ENSRNOG00000045948	1:1	775050
ENSMUSG00000025869	ENSRNOG00000017284	1:1	826015
ENSMUSG00000025868	ENSRNOG00000001071	1:m	
ENSMUSG00000025868	ENSRNOG00000017372	1:m	813771
ENSMUSG00000047547	ENSRNOG00000017506	1:1	843275
ENSMUSG00000025873	ENSRNOG00000017607	1:1	716164
ENSMUSG00000034928	ENSRNOG00000017641	1:1	553805
ENSMUSG00000034918	ENSRNOG00000017917	1:1	554270
ENSMUSG00000034891	ENSRNOG00000018039	1:1	802319
ENSMUSG00000025875	ENSRNOG00000018122	1:1	641209
ENSMUSG00000025876	ENSRNOG00000059840	1:1	835912
ENSMUSG00000025877	ENSRNOG00000026235	1:1	793282
ENSMUSG00000025878	ENSRNOG00000016891	1:1	741332
ENSMUSG00000021481	ENSRNOG00000016867	1:1	796495
ENSMUSG00000005320	ENSRNOG00000016763	1:1	548907
ENSMUSG00000021488	ENSRNOG00000016680	1:1	783140
ENSMUSG00000034789	ENSRNOG00000016539	1:1	522174
ENSMUSG00000021486	ENSRNOG00000016410	1:1	750622
ENSMUSG00000021484	ENSRNOG00000016161	1:1	797357
ENSMUSG00000052087	ENSRNOG00000015616	1:1	807640
ENSMUSG00000021490	ENSRNOG00000015262	1:1	721718
ENSMUSG00000044444	ENSRNOG00000047752	1:1	260218
ENSMUSG00000021492	ENSRNOG00000015139	1:1	808237
ENSMUSG00000074886	ENSRNOG00000014615	1:1	553039
ENSMUSG00000034686	ENSRNOG00000021447	1:1	822419
ENSMUSG00000034675	ENSRNOG00000014170	1:1	553590
ENSMUSG00000021493	ENSRNOG00000013653	1:1	552417
ENSMUSG00000035711	ENSRNOG00000013564	1:1	268771
ENSMUSG00000021494	ENSRNOG00000012771	1:1	547295
ENSMUSG00000021495	ENSRNOG00000039807	1:1	787730
ENSMUSG00000058569	ENSRNOG00000021882	1:1	498657
ENSMUSG00000021504	ENSRNOG00000021886	1:1	847305
ENSMUSG00000021501	ENSRNOG00000021911	1:1	306719
