mouse_ID	zebrafish_ID	orthotype	OMAgroup
ENSMUSG00000033128	ENSDARG00000038537	1:1	549653
ENSMUSG00000022436	ENSDARG00000038315	1:1	713119
ENSMUSG00000068220	ENSDARG00000038153	1:1	697065
ENSMUSG00000033099	ENSDARG00000038027	1:1	765423
ENSMUSG00000096210	ENSDARG00000038559	1:1	547869
ENSMUSG00000006378	ENSDARG00000005643	1:1	805410
ENSMUSG00000033055	ENSDARG00000055743	1:1	829894
ENSMUSG00000033047	ENSDARG00000101082	1:1	835702
ENSMUSG00000033039	ENSDARG00000079811	1:1	548814
ENSMUSG00000033029	ENSDARG00000052428	1:1	777869
ENSMUSG00000033020	ENSDARG00000036625	1:1	766460
ENSMUSG00000033006	ENSDARG00000077467	1:1	
ENSMUSG00000068206	ENSDARG00000071152	1:1	775569
ENSMUSG00000032988	ENSDARG00000045153	1:1	549735
ENSMUSG00000018126	ENSDARG00000060933	1:m	757749
ENSMUSG00000018126	ENSDARG00000016483	1:m	
ENSMUSG00000042632	ENSDARG00000060921	1:1	684642
ENSMUSG00000009035	ENSDARG00000045147	1:1	
ENSMUSG00000022433	ENSDARG00000045150	1:m	
ENSMUSG00000022433	ENSDARG00000006125	1:m	
ENSMUSG00000022433	ENSDARG00000008370	1:m	
ENSMUSG00000010830	ENSDARG00000040912	1:m	776677
ENSMUSG00000010830	ENSDARG00000104519	1:m	
ENSMUSG00000022429	ENSDARG00000055883	1:1	858892
ENSMUSG00000022428	ENSDARG00000077409	1:1	851810
ENSMUSG00000022427	ENSDARG00000045146	1:1	772063
ENSMUSG00000022426	ENSDARG00000071548	1:1	681354
ENSMUSG00000042535	ENSDARG00000053467	1:1	826467
ENSMUSG00000042524	ENSDARG00000086490	1:1	749879
ENSMUSG00000022420	ENSDARG00000088841	1:m	835577
ENSMUSG00000022420	ENSDARG00000031116	1:m	
ENSMUSG00000089715	ENSDARG00000097543	1:1	
ENSMUSG00000060036	ENSDARG00000003599	1:1	863449
ENSMUSG00000022415	ENSDARG00000002564	1:1	813557
ENSMUSG00000022414	ENSDARG00000036613	1:1	832186
ENSMUSG00000042428	ENSDARG00000036619	1:1	528525
ENSMUSG00000022412	ENSDARG00000060991	1:1	824090
ENSMUSG00000042406	ENSDARG00000038141	1:m	
ENSMUSG00000042406	ENSDARG00000039515	1:m	
ENSMUSG00000051518	ENSDARG00000091124	1:1	796347
ENSMUSG00000042351	ENSDARG00000022668	n:m	
ENSMUSG00000042351	ENSDARG00000006468	n:m	550337
ENSMUSG00000042351	ENSDARG00000101169	n:m	
ENSMUSG00000022408	ENSDARG00000062929	1:1	816189
ENSMUSG00000047888	ENSDARG00000074161	1:1	551757
ENSMUSG00000022407	ENSDARG00000017049	1:1	858956
ENSMUSG00000042303	ENSDARG00000019038	1:1	840833
ENSMUSG00000042292	ENSDARG00000076229	1:1	831297
ENSMUSG00000022404	ENSDARG00000061684	1:1	497996
ENSMUSG00000022403	ENSDARG00000021973	1:1	547459
ENSMUSG00000022401	ENSDARG00000007916	1:1	719972
ENSMUSG00000022400	ENSDARG00000038030	1:1	828171
ENSMUSG00000055024	ENSDARG00000100666	1:m	
ENSMUSG00000055024	ENSDARG00000061108	1:m	549706
ENSMUSG00000022394	ENSDARG00000056079	1:1	746002
ENSMUSG00000063765	ENSDARG00000075903	1:m	609508
ENSMUSG00000063765	ENSDARG00000055160	1:m	
ENSMUSG00000022391	ENSDARG00000041317	1:1	547356
ENSMUSG00000022390	ENSDARG00000055930	1:1	836293
ENSMUSG00000022389	ENSDARG00000039117	1:m	
ENSMUSG00000022389	ENSDARG00000098103	1:m	778011
ENSMUSG00000061360	ENSDARG00000045155	1:1	850398
ENSMUSG00000022477	ENSDARG00000007294	1:1	863373
ENSMUSG00000022476	ENSDARG00000102590	1:1	838676
ENSMUSG00000042109	ENSDARG00000041323	n:m	
ENSMUSG00000042109	ENSDARG00000100167	n:m	
ENSMUSG00000042109	ENSDARG00000053129	n:m	
ENSMUSG00000022474	ENSDARG00000038398	1:1	
ENSMUSG00000022471	ENSDARG00000071551	1:1	712007
ENSMUSG00000022472	ENSDARG00000089529	1:m	841867
ENSMUSG00000022472	ENSDARG00000033140	1:m	
ENSMUSG00000063480	ENSDARG00000023299	1:m	861736
ENSMUSG00000063480	ENSDARG00000069878	1:m	
ENSMUSG00000068114	ENSDARG00000030508	1:m	
ENSMUSG00000068114	ENSDARG00000103285	1:m	778416
ENSMUSG00000022463	ENSDARG00000063438	1:1	783983
ENSMUSG00000096883	ENSDARG00000105972	1:1	675771
ENSMUSG00000068101	ENSDARG00000024681	1:1	815978
ENSMUSG00000022456	ENSDARG00000030656	1:1	839013
ENSMUSG00000022453	ENSDARG00000099313	1:1	
ENSMUSG00000022450	ENSDARG00000038028	1:1	736739
ENSMUSG00000068083	ENSDARG00000101861	1:1	
ENSMUSG00000041852	ENSDARG00000078348	1:1	809777
ENSMUSG00000058586	ENSDARG00000032340	1:1	548415
ENSMUSG00000018040	ENSDARG00000098934	1:1	855244
ENSMUSG00000041815	ENSDARG00000099375	1:1	823403
ENSMUSG00000018042	ENSDARG00000005891	1:1	800892
ENSMUSG00000054277	ENSDARG00000097583	1:1	548607
ENSMUSG00000016664	ENSDARG00000078014	1:1	548480
ENSMUSG00000022442	ENSDARG00000090778	1:1	494604
ENSMUSG00000048755	ENSDARG00000016613	1:1	
ENSMUSG00000041736	ENSDARG00000026655	1:1	
ENSMUSG00000016757	ENSDARG00000103537	1:1	494606
ENSMUSG00000016763	ENSDARG00000063097	1:1	554090
ENSMUSG00000041708	ENSDARG00000088181	1:1	783879
ENSMUSG00000018865	ENSDARG00000101967	1:1	
ENSMUSG00000022437	ENSDARG00000045814	1:1	859527
ENSMUSG00000022438	ENSDARG00000019117	1:1	830096
ENSMUSG00000022439	ENSDARG00000067711	1:1	830097
ENSMUSG00000062760	ENSDARG00000067710	1:m	
ENSMUSG00000062760	ENSDARG00000045594	1:m	789085
ENSMUSG00000036106	ENSDARG00000075977	1:m	
ENSMUSG00000036106	ENSDARG00000102121	1:m	815948
ENSMUSG00000016624	ENSDARG00000087887	1:1	801777
ENSMUSG00000016619	ENSDARG00000017454	1:1	547668
ENSMUSG00000036046	ENSDARG00000068830	1:1	739847
ENSMUSG00000022432	ENSDARG00000014402	1:1	549716
ENSMUSG00000022431	ENSDARG00000075177	1:1	811015
ENSMUSG00000006369	ENSDARG00000103311	1:1	
ENSMUSG00000016541	ENSDARG00000008439	1:1	
ENSMUSG00000022382	ENSDARG00000071107	1:1	843686
ENSMUSG00000022383	ENSDARG00000054323	1:1	794713
ENSMUSG00000064284	ENSDARG00000095705	1:1	847980
ENSMUSG00000035944	ENSDARG00000042188	1:1	655669
ENSMUSG00000022385	ENSDARG00000013719	1:1	808429
ENSMUSG00000022386	ENSDARG00000043734	1:1	862961
ENSMUSG00000016028	ENSDARG00000058259	1:m	
ENSMUSG00000016028	ENSDARG00000069185	1:m	552145
ENSMUSG00000035900	ENSDARG00000069171	1:1	757706
ENSMUSG00000035891	ENSDARG00000069169	1:1	
ENSMUSG00000051864	ENSDARG00000045510	1:1	550447
ENSMUSG00000054863	ENSDARG00000069160	1:1	303456
ENSMUSG00000022387	ENSDARG00000051798	1:m	
ENSMUSG00000022387	ENSDARG00000013596	1:m	689497
ENSMUSG00000034333	ENSDARG00000024306	1:1	531547
ENSMUSG00000035845	ENSDARG00000041199	1:1	856210
ENSMUSG00000023272	ENSDARG00000029071	1:1	850412
ENSMUSG00000035828	ENSDARG00000055129	n:m	
ENSMUSG00000035828	ENSDARG00000100020	n:m	
ENSMUSG00000035805	ENSDARG00000063026	1:1	779559
ENSMUSG00000015365	ENSDARG00000104777	1:1	784427
ENSMUSG00000058441	ENSDARG00000063019	1:1	773368
ENSMUSG00000015363	ENSDARG00000010445	1:1	831313
ENSMUSG00000035757	ENSDARG00000041951	1:m	799796
ENSMUSG00000035757	ENSDARG00000014395	1:m	
ENSMUSG00000051786	ENSDARG00000100151	1:1	846079
ENSMUSG00000022610	ENSDARG00000042021	1:m	
ENSMUSG00000022610	ENSDARG00000006409	1:m	548766
ENSMUSG00000053137	ENSDARG00000045836	1:1	547484
ENSMUSG00000036606	ENSDARG00000036985	1:m	266081
ENSMUSG00000036606	ENSDARG00000003811	1:m	
ENSMUSG00000015377	ENSDARG00000011605	1:1	517763
ENSMUSG00000036561	ENSDARG00000069654	1:m	
ENSMUSG00000036561	ENSDARG00000045540	1:m	497517
ENSMUSG00000036529	ENSDARG00000062968	1:1	842550
ENSMUSG00000022613	ENSDARG00000002764	1:1	744553
ENSMUSG00000022614	ENSDARG00000078094	1:1	816376
ENSMUSG00000008690	ENSDARG00000033757	1:1	808460
ENSMUSG00000091780	ENSDARG00000045555	1:1	508463
ENSMUSG00000022615	ENSDARG00000099821	1:1	862603
ENSMUSG00000047394	ENSDARG00000042391	n:1	554463
ENSMUSG00000022619	ENSDARG00000063157	1:1	846489
ENSMUSG00000022620	ENSDARG00000042270	1:1	748753
ENSMUSG00000022623	ENSDARG00000063332	1:1	552220
ENSMUSG00000022621	ENSDARG00000063321	1:1	818270
ENSMUSG00000063260	ENSDARG00000045750	1:1	745749
ENSMUSG00000075470	ENSDARG00000053917	1:1	794165
ENSMUSG00000052560	ENSDARG00000102191	1:1	496859
ENSMUSG00000022629	ENSDARG00000061131	1:1	550110
ENSMUSG00000036298	ENSDARG00000076899	1:1	
ENSMUSG00000036273	ENSDARG00000006169	1:1	525328
ENSMUSG00000036197	ENSDARG00000076111	1:m	773034
ENSMUSG00000036197	ENSDARG00000022550	1:m	
ENSMUSG00000022634	ENSDARG00000015966	1:1	851297
ENSMUSG00000022635	ENSDARG00000045691	1:1	551614
ENSMUSG00000036158	ENSDARG00000040649	1:1	794922
ENSMUSG00000033356	ENSDARG00000069780	1:1	856647
ENSMUSG00000059883	ENSDARG00000100534	1:1	
ENSMUSG00000022451	ENSDARG00000011661	1:1	689160
ENSMUSG00000022454	ENSDARG00000062797	1:1	
ENSMUSG00000064210	ENSDARG00000061544	1:1	796227
ENSMUSG00000033237	ENSDARG00000007413	1:1	547853
ENSMUSG00000033228	ENSDARG00000045885	1:1	552985
ENSMUSG00000022462	ENSDARG00000045886	1:1	547315
ENSMUSG00000022464	ENSDARG00000018149	1:1	548402
ENSMUSG00000022466	ENSDARG00000087962	1:1	548315
ENSMUSG00000022468	ENSDARG00000044204	1:1	854188
ENSMUSG00000022469	ENSDARG00000079291	1:1	844707
ENSMUSG00000081534	ENSDARG00000026907	1:m	686114
ENSMUSG00000081534	ENSDARG00000026109	1:m	
ENSMUSG00000022479	ENSDARG00000099483	1:m	
ENSMUSG00000022479	ENSDARG00000070721	1:m	
ENSMUSG00000052369	ENSDARG00000098105	1:1	761565
ENSMUSG00000022483	ENSDARG00000011407	1:1	550275
ENSMUSG00000033075	ENSDARG00000078574	1:1	823502
ENSMUSG00000033065	ENSDARG00000014179	1:m	825099
ENSMUSG00000033065	ENSDARG00000060797	1:m	
ENSMUSG00000048175	ENSDARG00000003383	1:1	754783
ENSMUSG00000022992	ENSDARG00000056318	1:1	844332
ENSMUSG00000011960	ENSDARG00000017525	1:1	
ENSMUSG00000022993	ENSDARG00000096897	1:1	775637
ENSMUSG00000022994	ENSDARG00000061445	1:m	
ENSMUSG00000022994	ENSDARG00000027797	1:m	501076
ENSMUSG00000003352	ENSDARG00000076030	1:1	738202
ENSMUSG00000003360	ENSDARG00000021945	1:1	547226
ENSMUSG00000054855	ENSDARG00000004218	1:1	522207
ENSMUSG00000003354	ENSDARG00000032005	1:1	810285
ENSMUSG00000003355	ENSDARG00000037000	1:1	750358
ENSMUSG00000051853	ENSDARG00000070539	1:m	
ENSMUSG00000051853	ENSDARG00000036998	1:m	775030
ENSMUSG00000022996	ENSDARG00000040925	1:1	843690
ENSMUSG00000022997	ENSDARG00000055554	1:1	843680
ENSMUSG00000067713	ENSDARG00000003818	1:1	732835
ENSMUSG00000023000	ENSDARG00000037062	1:1	836119
ENSMUSG00000022999	ENSDARG00000004745	1:1	825264
ENSMUSG00000023004	ENSDARG00000055216	n:m	
ENSMUSG00000023004	ENSDARG00000001889	n:m	
ENSMUSG00000072235	ENSDARG00000055216	n:m	
ENSMUSG00000072235	ENSDARG00000001889	n:m	
ENSMUSG00000043091	ENSDARG00000055216	n:m	
ENSMUSG00000043091	ENSDARG00000001889	n:m	
ENSMUSG00000023484	ENSDARG00000028306	1:1	550891
ENSMUSG00000001076	ENSDARG00000055317	1:1	554843
ENSMUSG00000038009	ENSDARG00000037067	1:1	792834
ENSMUSG00000037570	ENSDARG00000020840	1:1	795283
ENSMUSG00000023008	ENSDARG00000004372	1:1	553592
ENSMUSG00000023010	ENSDARG00000077934	1:1	857140
ENSMUSG00000023009	ENSDARG00000079148	1:1	833942
ENSMUSG00000037525	ENSDARG00000074111	1:1	806050
ENSMUSG00000023015	ENSDARG00000015460	1:1	734480
ENSMUSG00000023017	ENSDARG00000098428	1:m	
ENSMUSG00000023017	ENSDARG00000008329	1:m	544076
ENSMUSG00000023018	ENSDARG00000019004	1:1	719127
ENSMUSG00000023019	ENSDARG00000043180	1:m	
ENSMUSG00000023019	ENSDARG00000043701	1:m	805786
ENSMUSG00000023021	ENSDARG00000002365	1:1	529237
ENSMUSG00000023025	ENSDARG00000078401	1:1	
ENSMUSG00000023026	ENSDARG00000005350	1:m	551451
ENSMUSG00000023026	ENSDARG00000016348	1:m	
ENSMUSG00000023027	ENSDARG00000044301	1:1	847533
ENSMUSG00000054619	ENSDARG00000060889	n:m	
ENSMUSG00000054619	ENSDARG00000056726	n:m	537159
ENSMUSG00000054619	ENSDARG00000028478	n:m	
ENSMUSG00000058057	ENSDARG00000060889	n:m	537310
ENSMUSG00000058057	ENSDARG00000056726	n:m	
ENSMUSG00000058057	ENSDARG00000028478	n:m	
ENSMUSG00000056487	ENSDARG00000060889	n:m	
ENSMUSG00000056487	ENSDARG00000056726	n:m	
ENSMUSG00000056487	ENSDARG00000028478	n:m	537227
ENSMUSG00000037353	ENSDARG00000030641	1:1	741081
ENSMUSG00000044636	ENSDARG00000075972	1:1	818860
ENSMUSG00000009733	ENSDARG00000060306	1:1	753168
ENSMUSG00000009739	ENSDARG00000011570	1:1	759916
ENSMUSG00000000346	ENSDARG00000007867	1:1	835919
ENSMUSG00000023031	ENSDARG00000017314	1:m	549838
ENSMUSG00000023031	ENSDARG00000043173	1:m	
ENSMUSG00000037280	ENSDARG00000014386	1:1	677275
ENSMUSG00000023032	ENSDARG00000015531	1:1	516625
ENSMUSG00000023033	ENSDARG00000005775	1:m	788279
ENSMUSG00000023033	ENSDARG00000018032	1:m	
ENSMUSG00000113558	ENSDARG00000026864	1:1	
ENSMUSG00000095440	ENSDARG00000057062	1:1	778509
ENSMUSG00000000530	ENSDARG00000018179	1:1	550319
ENSMUSG00000000532	ENSDARG00000018968	1:1	550963
ENSMUSG00000000531	ENSDARG00000000588	1:1	807440
ENSMUSG00000037204	ENSDARG00000043287	1:1	834366
ENSMUSG00000022986	ENSDARG00000043242	1:1	
ENSMUSG00000023041	ENSDARG00000058462	n:1	
ENSMUSG00000058354	ENSDARG00000058462	n:1	
ENSMUSG00000049382	ENSDARG00000058371	1:m	
ENSMUSG00000049382	ENSDARG00000058358	1:m	
ENSMUSG00000049382	ENSDARG00000017624	1:m	
ENSMUSG00000023043	ENSDARG00000018404	1:m	269453
ENSMUSG00000023043	ENSDARG00000028618	1:m	
ENSMUSG00000058655	ENSDARG00000017439	1:1	547684
ENSMUSG00000037003	ENSDARG00000076292	1:1	549879
ENSMUSG00000036966	ENSDARG00000101982	1:1	813288
ENSMUSG00000023045	ENSDARG00000059824	1:1	747429
ENSMUSG00000023044	ENSDARG00000026348	1:1	824807
ENSMUSG00000046897	ENSDARG00000092027	1:1	
ENSMUSG00000001281	ENSDARG00000044318	1:1	775851
ENSMUSG00000001288	ENSDARG00000054003	1:m	
ENSMUSG00000001288	ENSDARG00000034117	1:m	
ENSMUSG00000045665	ENSDARG00000015997	1:1	547799
ENSMUSG00000058290	ENSDARG00000075354	1:1	772216
ENSMUSG00000001289	ENSDARG00000035043	1:1	843420
ENSMUSG00000001285	ENSDARG00000069977	1:1	796864
ENSMUSG00000060284	ENSDARG00000019516	1:1	554849
ENSMUSG00000001280	ENSDARG00000088347	1:1	794708
ENSMUSG00000023048	ENSDARG00000086216	1:1	
ENSMUSG00000056851	ENSDARG00000099039	1:1	547732
ENSMUSG00000023050	ENSDARG00000103651	1:1	
ENSMUSG00000023051	ENSDARG00000070471	1:1	852477
ENSMUSG00000052414	ENSDARG00000011298	n:1	
ENSMUSG00000099083	ENSDARG00000011298	n:1	851361
ENSMUSG00000023055	ENSDARG00000016391	1:m	
ENSMUSG00000023055	ENSDARG00000036695	1:m	555639
ENSMUSG00000001655	ENSDARG00000070353	1:1	794550
ENSMUSG00000050328	ENSDARG00000070352	1:1	272925
ENSMUSG00000001656	ENSDARG00000102631	1:m	
ENSMUSG00000001656	ENSDARG00000070351	1:m	784037
ENSMUSG00000022485	ENSDARG00000070340	1:1	780260
ENSMUSG00000036139	ENSDARG00000092809	1:1	807679
ENSMUSG00000001657	ENSDARG00000070346	1:1	274088
ENSMUSG00000001661	ENSDARG00000101954	1:1	
ENSMUSG00000075394	ENSDARG00000070338	1:1	824776
ENSMUSG00000036061	ENSDARG00000101308	1:1	773896
ENSMUSG00000009575	ENSDARG00000061187	1:1	549064
ENSMUSG00000046434	ENSDARG00000011020	1:1	
ENSMUSG00000060992	ENSDARG00000017844	1:1	727155
ENSMUSG00000063234	ENSDARG00000077308	1:1	657283
ENSMUSG00000000552	ENSDARG00000009899	1:1	832878
ENSMUSG00000000555	ENSDARG00000006353	1:1	845454
ENSMUSG00000022487	ENSDARG00000000887	1:m	
ENSMUSG00000022487	ENSDARG00000099586	1:m	
ENSMUSG00000022488	ENSDARG00000075748	1:1	685706
ENSMUSG00000022529	ENSDARG00000097134	n:m	
ENSMUSG00000022529	ENSDARG00000097481	n:m	
ENSMUSG00000022529	ENSDARG00000093378	n:m	
ENSMUSG00000022529	ENSDARG00000097839	n:m	
ENSMUSG00000022529	ENSDARG00000097685	n:m	
ENSMUSG00000022529	ENSDARG00000104065	n:m	
ENSMUSG00000022529	ENSDARG00000100882	n:m	
ENSMUSG00000022529	ENSDARG00000103954	n:m	
ENSMUSG00000022529	ENSDARG00000099378	n:m	
ENSMUSG00000022529	ENSDARG00000102678	n:m	
ENSMUSG00000022529	ENSDARG00000103582	n:m	
ENSMUSG00000022529	ENSDARG00000074125	n:m	
ENSMUSG00000022529	ENSDARG00000103449	n:m	
ENSMUSG00000022529	ENSDARG00000102401	n:m	
ENSMUSG00000022529	ENSDARG00000097098	n:m	
ENSMUSG00000022529	ENSDARG00000099043	n:m	
ENSMUSG00000022529	ENSDARG00000073915	n:m	
ENSMUSG00000022529	ENSDARG00000103159	n:m	
ENSMUSG00000022529	ENSDARG00000102642	n:m	
ENSMUSG00000022529	ENSDARG00000101760	n:m	
ENSMUSG00000022529	ENSDARG00000099872	n:m	
ENSMUSG00000022529	ENSDARG00000108175	n:m	
ENSMUSG00000022529	ENSDARG00000100124	n:m	
ENSMUSG00000022529	ENSDARG00000090116	n:m	
ENSMUSG00000022529	ENSDARG00000095149	n:m	
ENSMUSG00000022529	ENSDARG00000103441	n:m	
ENSMUSG00000022529	ENSDARG00000093165	n:m	
ENSMUSG00000022529	ENSDARG00000099494	n:m	
ENSMUSG00000022529	ENSDARG00000096029	n:m	
ENSMUSG00000022529	ENSDARG00000098789	n:m	
ENSMUSG00000022529	ENSDARG00000104917	n:m	
ENSMUSG00000022529	ENSDARG00000093041	n:m	
ENSMUSG00000022529	ENSDARG00000090532	n:m	
ENSMUSG00000022529	ENSDARG00000101729	n:m	
ENSMUSG00000022529	ENSDARG00000101248	n:m	
ENSMUSG00000022529	ENSDARG00000096139	n:m	
ENSMUSG00000022529	ENSDARG00000104797	n:m	
ENSMUSG00000022529	ENSDARG00000102030	n:m	
ENSMUSG00000022529	ENSDARG00000104349	n:m	
ENSMUSG00000022529	ENSDARG00000101842	n:m	
ENSMUSG00000022529	ENSDARG00000076255	n:m	
ENSMUSG00000022529	ENSDARG00000089642	n:m	
ENSMUSG00000022529	ENSDARG00000104887	n:m	
ENSMUSG00000022529	ENSDARG00000103458	n:m	
ENSMUSG00000022529	ENSDARG00000100271	n:m	
ENSMUSG00000022529	ENSDARG00000100995	n:m	
ENSMUSG00000022529	ENSDARG00000101807	n:m	
ENSMUSG00000022529	ENSDARG00000101045	n:m	
ENSMUSG00000022529	ENSDARG00000075470	n:m	
ENSMUSG00000022529	ENSDARG00000091793	n:m	
ENSMUSG00000022529	ENSDARG00000103970	n:m	
ENSMUSG00000022529	ENSDARG00000098901	n:m	
ENSMUSG00000005982	ENSDARG00000061185	1:1	531212
ENSMUSG00000014232	ENSDARG00000079110	1:1	742501
ENSMUSG00000049871	ENSDARG00000103146	1:1	656586
ENSMUSG00000039738	ENSDARG00000061414	1:1	799511
ENSMUSG00000005980	ENSDARG00000012539	1:1	637202
ENSMUSG00000005981	ENSDARG00000024317	1:1	824985
ENSMUSG00000022521	ENSDARG00000104609	1:m	550934
ENSMUSG00000022521	ENSDARG00000104148	1:m	
ENSMUSG00000022519	ENSDARG00000104587	1:1	643321
ENSMUSG00000005718	ENSDARG00000103923	1:1	825402
ENSMUSG00000014303	ENSDARG00000100232	1:1	829547
ENSMUSG00000014301	ENSDARG00000102822	n:1	
ENSMUSG00000039637	ENSDARG00000089616	1:1	849642
ENSMUSG00000039646	ENSDARG00000099266	1:m	
ENSMUSG00000039646	ENSDARG00000102565	1:m	
ENSMUSG00000004069	ENSDARG00000102295	1:m	
ENSMUSG00000004069	ENSDARG00000058494	1:m	546794
ENSMUSG00000004070	ENSDARG00000055101	1:m	
ENSMUSG00000004070	ENSDARG00000078452	1:m	851078
ENSMUSG00000004071	ENSDARG00000076118	1:1	552975
ENSMUSG00000039568	ENSDARG00000002362	n:m	783475
ENSMUSG00000039568	ENSDARG00000020976	n:m	
ENSMUSG00000039568	ENSDARG00000100107	n:m	
ENSMUSG00000022517	ENSDARG00000100072	1:m	
ENSMUSG00000022517	ENSDARG00000004796	1:m	762505
ENSMUSG00000022515	ENSDARG00000038557	1:1	823096
ENSMUSG00000022540	ENSDARG00000104413	1:1	531414
ENSMUSG00000022536	ENSDARG00000099213	1:1	853376
ENSMUSG00000039457	ENSDARG00000101043	1:1	266101
ENSMUSG00000023143	ENSDARG00000075149	1:1	
ENSMUSG00000051669	ENSDARG00000075345	1:1	811608
ENSMUSG00000039427	ENSDARG00000054963	1:1	784683
ENSMUSG00000022544	ENSDARG00000054950	1:1	802221
ENSMUSG00000008658	ENSDARG00000014746	1:1	808243
ENSMUSG00000022715	ENSDARG00000038089	1:1	260682
ENSMUSG00000039345	ENSDARG00000077863	1:1	777297
ENSMUSG00000057880	ENSDARG00000006031	1:1	831438
ENSMUSG00000043140	ENSDARG00000074264	1:1	835360
ENSMUSG00000022711	ENSDARG00000037654	1:1	816673
ENSMUSG00000008393	ENSDARG00000041323	n:m	
ENSMUSG00000008393	ENSDARG00000100167	n:m	817568
ENSMUSG00000008393	ENSDARG00000053129	n:m	
ENSMUSG00000022710	ENSDARG00000073710	1:1	547070
ENSMUSG00000022507	ENSDARG00000012458	1:m	
ENSMUSG00000022507	ENSDARG00000055383	1:m	816538
ENSMUSG00000059003	ENSDARG00000034493	1:1	770493
ENSMUSG00000039209	ENSDARG00000036316	n:1	
ENSMUSG00000039200	ENSDARG00000089698	1:1	
ENSMUSG00000022505	ENSDARG00000044588	1:1	805302
ENSMUSG00000022503	ENSDARG00000055472	1:1	547008
ENSMUSG00000022504	ENSDARG00000090851	1:1	806081
ENSMUSG00000038055	ENSDARG00000055474	1:1	262708
ENSMUSG00000068663	ENSDARG00000038094	1:1	790821
ENSMUSG00000038037	ENSDARG00000038095	1:1	796499
ENSMUSG00000037991	ENSDARG00000103137	1:1	741326
ENSMUSG00000022500	ENSDARG00000103483	1:1	
ENSMUSG00000037972	ENSDARG00000099888	1:1	787721
ENSMUSG00000022498	ENSDARG00000101291	1:1	856520
ENSMUSG00000037965	ENSDARG00000102195	1:1	303350
ENSMUSG00000005846	ENSDARG00000055868	1:1	
ENSMUSG00000062203	ENSDARG00000098627	1:1	863717
ENSMUSG00000071669	ENSDARG00000077317	1:1	840795
ENSMUSG00000065979	ENSDARG00000031968	1:1	744404
ENSMUSG00000022494	ENSDARG00000045145	1:m	
ENSMUSG00000022494	ENSDARG00000052642	1:m	719382
ENSMUSG00000022545	ENSDARG00000014161	1:1	815933
ENSMUSG00000009569	ENSDARG00000088307	1:m	829526
ENSMUSG00000009569	ENSDARG00000076867	1:m	
ENSMUSG00000022685	ENSDARG00000102634	1:1	753723
ENSMUSG00000022683	ENSDARG00000099344	1:1	823110
ENSMUSG00000022682	ENSDARG00000102997	1:1	829299
ENSMUSG00000022680	ENSDARG00000101886	1:1	854929
ENSMUSG00000022679	ENSDARG00000104457	1:1	853020
ENSMUSG00000065968	ENSDARG00000093303	n:1	
ENSMUSG00000022678	ENSDARG00000103902	1:1	642445
ENSMUSG00000018830	ENSDARG00000009782	1:1	609239
ENSMUSG00000022677	ENSDARG00000071198	1:1	812586
ENSMUSG00000023088	ENSDARG00000104719	1:1	
ENSMUSG00000022676	ENSDARG00000040046	1:1	551301
ENSMUSG00000068617	ENSDARG00000061377	1:1	547997
ENSMUSG00000022674	ENSDARG00000028198	1:1	851392
ENSMUSG00000022673	ENSDARG00000040041	1:1	780755
ENSMUSG00000022672	ENSDARG00000075083	1:1	548467
ENSMUSG00000071637	ENSDARG00000087303	1:1	272867
ENSMUSG00000041957	ENSDARG00000023026	1:1	
ENSMUSG00000022792	ENSDARG00000077299	1:1	
ENSMUSG00000022789	ENSDARG00000015006	1:1	811179
ENSMUSG00000022788	ENSDARG00000101471	1:m	548948
ENSMUSG00000022788	ENSDARG00000060248	1:m	
ENSMUSG00000022783	ENSDARG00000020158	n:1	809920
ENSMUSG00000022779	ENSDARG00000027586	1:1	507492
ENSMUSG00000026181	ENSDARG00000005786	1:1	551110
ENSMUSG00000063358	ENSDARG00000027552	1:1	547251
ENSMUSG00000022773	ENSDARG00000077224	n:m	
ENSMUSG00000022773	ENSDARG00000087258	n:m	
ENSMUSG00000022773	ENSDARG00000035630	n:m	755515
ENSMUSG00000022771	ENSDARG00000002016	1:1	828249
ENSMUSG00000022769	ENSDARG00000035631	1:1	762049
ENSMUSG00000041774	ENSDARG00000062655	1:1	638655
ENSMUSG00000038965	ENSDARG00000019188	1:m	
ENSMUSG00000038965	ENSDARG00000027141	1:m	547417
ENSMUSG00000050240	ENSDARG00000100497	1:1	
ENSMUSG00000041720	ENSDARG00000076724	1:1	806027
ENSMUSG00000022766	ENSDARG00000021208	1:1	847706
ENSMUSG00000022765	ENSDARG00000038518	1:1	719059
ENSMUSG00000006134	ENSDARG00000028699	1:1	813688
ENSMUSG00000022763	ENSDARG00000062780	1:1	510545
ENSMUSG00000022761	ENSDARG00000015905	1:1	549498
ENSMUSG00000022759	ENSDARG00000098365	1:1	551802
ENSMUSG00000005899	ENSDARG00000020730	1:1	818708
ENSMUSG00000041617	ENSDARG00000093026	1:1	712356
ENSMUSG00000012114	ENSDARG00000014292	1:1	845607
ENSMUSG00000022750	ENSDARG00000088807	1:1	753889
ENSMUSG00000092470	ENSDARG00000042962	n:1	303334
ENSMUSG00000003166	ENSDARG00000042962	n:1	
ENSMUSG00000003527	ENSDARG00000060922	1:1	696553
ENSMUSG00000003528	ENSDARG00000076381	1:m	497999
ENSMUSG00000003528	ENSDARG00000080000	1:m	
ENSMUSG00000003531	ENSDARG00000005500	1:1	
