rat_ID	rat_bis_ID	orthotype	OMAgroup
ENSRNOG00000017259	ENSRNOG00000017259	1:1	
ENSRNOG00000000288	ENSRNOG00000000288	1:1	
ENSRNOG00000026833	ENSRNOG00000026833	1:1	
ENSRNOG00000009005	ENSRNOG00000009005	1:1	
ENSRNOG00000000565	ENSRNOG00000000565	1:1	
ENSRNOG00000050052	ENSRNOG00000050052	1:1	
ENSRNOG00000010512	ENSRNOG00000010512	1:1	
ENSRNOG00000021899	ENSRNOG00000021899	1:1	
ENSRNOG00000011140	ENSRNOG00000011140	1:1	
ENSRNOG00000046036	ENSRNOG00000046036	1:1	
ENSRNOG00000030183	ENSRNOG00000030183	1:1	
ENSRNOG00000002542	ENSRNOG00000002542	1:1	
ENSRNOG00000014690	ENSRNOG00000014690	1:1	
ENSRNOG00000004591	ENSRNOG00000004591	1:1	
ENSRNOG00000021713	ENSRNOG00000021713	1:1	
ENSRNOG00000018971	ENSRNOG00000018971	1:1	
ENSRNOG00000010765	ENSRNOG00000010765	1:1	
ENSRNOG00000014798	ENSRNOG00000014798	1:1	
ENSRNOG00000015300	ENSRNOG00000015300	1:1	
ENSRNOG00000017035	ENSRNOG00000017035	1:1	
ENSRNOG00000022720	ENSRNOG00000022720	1:1	
ENSRNOG00000017285	ENSRNOG00000017285	1:1	
ENSRNOG00000017841	ENSRNOG00000017841	1:1	
ENSRNOG00000019264	ENSRNOG00000019264	1:1	
ENSRNOG00000006251	ENSRNOG00000006251	1:1	
ENSRNOG00000017272	ENSRNOG00000017272	1:1	
ENSRNOG00000004288	ENSRNOG00000004288	1:1	
ENSRNOG00000039877	ENSRNOG00000039877	1:1	
ENSRNOG00000018077	ENSRNOG00000018077	1:1	
ENSRNOG00000000281	ENSRNOG00000000281	1:1	
ENSRNOG00000026844	ENSRNOG00000026844	1:1	
ENSRNOG00000053961	ENSRNOG00000053961	1:1	
ENSRNOG00000013828	ENSRNOG00000013828	1:1	
ENSRNOG00000053615	ENSRNOG00000053615	1:1	
ENSRNOG00000033747	ENSRNOG00000033747	1:1	
ENSRNOG00000057147	ENSRNOG00000057147	1:1	
ENSRNOG00000001203	ENSRNOG00000001203	1:1	
ENSRNOG00000036683	ENSRNOG00000036683	1:1	
ENSRNOG00000010194	ENSRNOG00000010194	1:1	
ENSRNOG00000000700	ENSRNOG00000000700	1:1	
ENSRNOG00000000993	ENSRNOG00000000993	1:1	
ENSRNOG00000010676	ENSRNOG00000010676	1:1	
ENSRNOG00000060914	ENSRNOG00000060914	1:1	
ENSRNOG00000008845	ENSRNOG00000008845	1:1	
ENSRNOG00000020635	ENSRNOG00000020635	1:1	
ENSRNOG00000055309	ENSRNOG00000055309	1:1	
ENSRNOG00000005496	ENSRNOG00000005496	1:1	
ENSRNOG00000037352	ENSRNOG00000037352	1:1	
ENSRNOG00000027520	ENSRNOG00000027520	1:1	
ENSRNOG00000010855	ENSRNOG00000010855	1:1	
ENSRNOG00000013165	ENSRNOG00000013165	1:1	
ENSRNOG00000051420	ENSRNOG00000051420	1:1	
ENSRNOG00000051531	ENSRNOG00000051531	1:1	
ENSRNOG00000042978	ENSRNOG00000042978	1:1	
ENSRNOG00000001828	ENSRNOG00000001828	1:1	
ENSRNOG00000000848	ENSRNOG00000000848	1:1	
ENSRNOG00000021175	ENSRNOG00000021175	1:1	
ENSRNOG00000050424	ENSRNOG00000050424	1:1	
ENSRNOG00000003728	ENSRNOG00000003728	1:1	
ENSRNOG00000013383	ENSRNOG00000013383	1:1	
ENSRNOG00000042355	ENSRNOG00000042355	1:1	
ENSRNOG00000014008	ENSRNOG00000014008	1:1	
ENSRNOG00000005034	ENSRNOG00000005034	1:1	
ENSRNOG00000008392	ENSRNOG00000008392	1:1	
ENSRNOG00000059334	ENSRNOG00000059334	1:1	
ENSRNOG00000020882	ENSRNOG00000020882	1:1	
ENSRNOG00000007532	ENSRNOG00000007532	1:1	
ENSRNOG00000054549	ENSRNOG00000054549	1:1	
ENSRNOG00000037340	ENSRNOG00000037340	1:1	
ENSRNOG00000059604	ENSRNOG00000059604	1:1	
ENSRNOG00000011936	ENSRNOG00000011936	1:1	
ENSRNOG00000004923	ENSRNOG00000004923	1:1	
ENSRNOG00000008949	ENSRNOG00000008949	1:1	
ENSRNOG00000007900	ENSRNOG00000007900	1:1	
ENSRNOG00000001225	ENSRNOG00000001225	1:1	
ENSRNOG00000043210	ENSRNOG00000043210	1:1	
ENSRNOG00000015517	ENSRNOG00000015517	1:1	
ENSRNOG00000032948	ENSRNOG00000032948	1:1	
ENSRNOG00000052305	ENSRNOG00000052305	1:1	
ENSRNOG00000029049	ENSRNOG00000029049	1:1	
ENSRNOG00000016452	ENSRNOG00000016452	1:1	
ENSRNOG00000000504	ENSRNOG00000000504	1:1	
ENSRNOG00000016434	ENSRNOG00000016434	1:1	
ENSRNOG00000050348	ENSRNOG00000050348	1:1	
ENSRNOG00000008390	ENSRNOG00000008390	1:1	
ENSRNOG00000003715	ENSRNOG00000003715	1:1	
ENSRNOG00000016201	ENSRNOG00000016201	1:1	
ENSRNOG00000000702	ENSRNOG00000000702	1:1	
ENSRNOG00000012392	ENSRNOG00000012392	1:1	
ENSRNOG00000015449	ENSRNOG00000015449	1:1	
ENSRNOG00000030920	ENSRNOG00000030920	1:1	
ENSRNOG00000012724	ENSRNOG00000012724	1:1	
ENSRNOG00000011986	ENSRNOG00000011986	1:1	
ENSRNOG00000019804	ENSRNOG00000019804	1:1	
ENSRNOG00000006364	ENSRNOG00000006364	1:1	
ENSRNOG00000005686	ENSRNOG00000005686	1:1	
ENSRNOG00000010793	ENSRNOG00000010793	1:1	
ENSRNOG00000004608	ENSRNOG00000004608	1:1	
ENSRNOG00000023919	ENSRNOG00000023919	1:1	
ENSRNOG00000004992	ENSRNOG00000004992	1:1	
ENSRNOG00000003829	ENSRNOG00000003829	1:1	
ENSRNOG00000012804	ENSRNOG00000012804	1:1	
ENSRNOG00000029862	ENSRNOG00000029862	1:1	
ENSRNOG00000023753	ENSRNOG00000023753	1:1	
ENSRNOG00000008593	ENSRNOG00000008593	1:1	
ENSRNOG00000008744	ENSRNOG00000008744	1:1	
ENSRNOG00000019968	ENSRNOG00000019968	1:1	
ENSRNOG00000017369	ENSRNOG00000017369	1:1	
ENSRNOG00000024140	ENSRNOG00000024140	1:1	
ENSRNOG00000001629	ENSRNOG00000001629	1:1	
ENSRNOG00000030467	ENSRNOG00000030467	1:1	
ENSRNOG00000022249	ENSRNOG00000022249	1:1	
ENSRNOG00000015221	ENSRNOG00000015221	1:1	
ENSRNOG00000011825	ENSRNOG00000011825	1:1	
ENSRNOG00000043328	ENSRNOG00000043328	1:1	
ENSRNOG00000001859	ENSRNOG00000001859	1:1	
ENSRNOG00000012738	ENSRNOG00000012738	1:1	
ENSRNOG00000020010	ENSRNOG00000020010	1:1	
ENSRNOG00000031387	ENSRNOG00000031387	1:1	
ENSRNOG00000009652	ENSRNOG00000009652	1:1	
ENSRNOG00000007504	ENSRNOG00000007504	1:1	
ENSRNOG00000032398	ENSRNOG00000032398	1:1	
ENSRNOG00000002180	ENSRNOG00000002180	1:1	
ENSRNOG00000012178	ENSRNOG00000012178	1:1	
ENSRNOG00000013286	ENSRNOG00000013286	1:1	
ENSRNOG00000055089	ENSRNOG00000055089	1:1	
ENSRNOG00000005016	ENSRNOG00000005016	1:1	
ENSRNOG00000010895	ENSRNOG00000010895	1:1	
ENSRNOG00000001204	ENSRNOG00000001204	1:1	
ENSRNOG00000040257	ENSRNOG00000040257	1:1	
ENSRNOG00000026884	ENSRNOG00000026884	1:1	
ENSRNOG00000009037	ENSRNOG00000009037	1:1	
ENSRNOG00000027088	ENSRNOG00000027088	1:1	
ENSRNOG00000009063	ENSRNOG00000009063	1:1	
ENSRNOG00000013415	ENSRNOG00000013415	1:1	
ENSRNOG00000052758	ENSRNOG00000052758	1:1	
ENSRNOG00000016150	ENSRNOG00000016150	1:1	
ENSRNOG00000012136	ENSRNOG00000012136	1:1	
ENSRNOG00000009280	ENSRNOG00000009280	1:1	
ENSRNOG00000020929	ENSRNOG00000020929	1:1	
ENSRNOG00000016974	ENSRNOG00000016974	1:1	
ENSRNOG00000015142	ENSRNOG00000015142	1:1	
ENSRNOG00000005024	ENSRNOG00000005024	1:1	
ENSRNOG00000039300	ENSRNOG00000039300	1:1	
ENSRNOG00000004827	ENSRNOG00000004827	1:1	
ENSRNOG00000015268	ENSRNOG00000015268	1:1	
ENSRNOG00000007333	ENSRNOG00000007333	1:1	
ENSRNOG00000001701	ENSRNOG00000001701	1:1	
ENSRNOG00000016870	ENSRNOG00000016870	1:1	
ENSRNOG00000018775	ENSRNOG00000018775	1:1	
ENSRNOG00000020129	ENSRNOG00000020129	1:1	
ENSRNOG00000014165	ENSRNOG00000014165	1:1	
ENSRNOG00000010086	ENSRNOG00000010086	1:1	
ENSRNOG00000002093	ENSRNOG00000002093	1:1	
ENSRNOG00000058186	ENSRNOG00000058186	1:1	
ENSRNOG00000012360	ENSRNOG00000012360	1:1	
ENSRNOG00000004382	ENSRNOG00000004382	1:1	
ENSRNOG00000015280	ENSRNOG00000015280	1:1	
ENSRNOG00000030017	ENSRNOG00000030017	1:1	
ENSRNOG00000012906	ENSRNOG00000012906	1:1	
ENSRNOG00000011366	ENSRNOG00000011366	1:1	
ENSRNOG00000022860	ENSRNOG00000022860	1:1	
ENSRNOG00000042359	ENSRNOG00000042359	1:1	
ENSRNOG00000014371	ENSRNOG00000014371	1:1	
ENSRNOG00000019913	ENSRNOG00000019913	1:1	
ENSRNOG00000001303	ENSRNOG00000001303	1:1	
ENSRNOG00000008037	ENSRNOG00000008037	1:1	
ENSRNOG00000002883	ENSRNOG00000002883	1:1	
ENSRNOG00000018494	ENSRNOG00000018494	1:1	
ENSRNOG00000001047	ENSRNOG00000001047	1:1	
ENSRNOG00000019358	ENSRNOG00000019358	1:1	
ENSRNOG00000019273	ENSRNOG00000019273	1:1	
ENSRNOG00000001010	ENSRNOG00000001010	1:1	
ENSRNOG00000012297	ENSRNOG00000012297	1:1	
ENSRNOG00000013234	ENSRNOG00000013234	1:1	
ENSRNOG00000011308	ENSRNOG00000011308	1:1	
ENSRNOG00000000986	ENSRNOG00000000986	1:1	
ENSRNOG00000002627	ENSRNOG00000002627	1:1	
ENSRNOG00000032630	ENSRNOG00000032630	1:1	
ENSRNOG00000012791	ENSRNOG00000012791	1:1	
ENSRNOG00000019108	ENSRNOG00000019108	1:1	
ENSRNOG00000009495	ENSRNOG00000009495	1:1	
ENSRNOG00000020299	ENSRNOG00000020299	1:1	
ENSRNOG00000043007	ENSRNOG00000043007	1:1	
ENSRNOG00000011754	ENSRNOG00000011754	1:1	
ENSRNOG00000001184	ENSRNOG00000001184	1:1	
ENSRNOG00000055860	ENSRNOG00000055860	1:1	
ENSRNOG00000013974	ENSRNOG00000013974	1:1	
ENSRNOG00000020658	ENSRNOG00000020658	1:1	
ENSRNOG00000000398	ENSRNOG00000000398	1:1	
ENSRNOG00000001729	ENSRNOG00000001729	1:1	
ENSRNOG00000017741	ENSRNOG00000017741	1:1	
ENSRNOG00000031827	ENSRNOG00000031827	1:1	
ENSRNOG00000015425	ENSRNOG00000015425	1:1	
ENSRNOG00000059334	ENSRNOG00000059334	1:1	
ENSRNOG00000015902	ENSRNOG00000015902	1:1	
ENSRNOG00000019721	ENSRNOG00000019721	1:1	
ENSRNOG00000013968	ENSRNOG00000013968	1:1	
ENSRNOG00000014153	ENSRNOG00000014153	1:1	
ENSRNOG00000017307	ENSRNOG00000017307	1:1	
ENSRNOG00000018547	ENSRNOG00000018547	1:1	
ENSRNOG00000025705	ENSRNOG00000025705	1:1	
ENSRNOG00000026754	ENSRNOG00000026754	1:1	
ENSRNOG00000043085	ENSRNOG00000043085	1:1	
ENSRNOG00000015568	ENSRNOG00000015568	1:1	
ENSRNOG00000021316	ENSRNOG00000021316	1:1	
ENSRNOG00000046283	ENSRNOG00000046283	1:1	
ENSRNOG00000007325	ENSRNOG00000007325	1:1	
ENSRNOG00000012502	ENSRNOG00000012502	1:1	
ENSRNOG00000024135	ENSRNOG00000024135	1:1	
ENSRNOG00000000560	ENSRNOG00000000560	1:1	
ENSRNOG00000028623	ENSRNOG00000028623	1:1	
ENSRNOG00000016109	ENSRNOG00000016109	1:1	
ENSRNOG00000016249	ENSRNOG00000016249	1:1	
ENSRNOG00000027286	ENSRNOG00000027286	1:1	
ENSRNOG00000003224	ENSRNOG00000003224	1:1	
ENSRNOG00000008933	ENSRNOG00000008933	1:1	
ENSRNOG00000018411	ENSRNOG00000018411	1:1	
ENSRNOG00000023446	ENSRNOG00000023446	1:1	
ENSRNOG00000019403	ENSRNOG00000019403	1:1	
ENSRNOG00000039862	ENSRNOG00000039862	1:1	
ENSRNOG00000010711	ENSRNOG00000010711	1:1	
ENSRNOG00000014713	ENSRNOG00000014713	1:1	
ENSRNOG00000019940	ENSRNOG00000019940	1:1	
ENSRNOG00000002271	ENSRNOG00000002271	1:1	
ENSRNOG00000005299	ENSRNOG00000005299	1:1	
ENSRNOG00000026679	ENSRNOG00000026679	1:1	
ENSRNOG00000018803	ENSRNOG00000018803	1:1	
ENSRNOG00000010795	ENSRNOG00000010795	1:1	
ENSRNOG00000030355	ENSRNOG00000030355	1:1	
ENSRNOG00000004520	ENSRNOG00000004520	1:1	
ENSRNOG00000043105	ENSRNOG00000043105	1:1	
ENSRNOG00000023360	ENSRNOG00000023360	1:1	
ENSRNOG00000008194	ENSRNOG00000008194	1:1	
ENSRNOG00000053498	ENSRNOG00000053498	1:1	
ENSRNOG00000011513	ENSRNOG00000011513	1:1	
ENSRNOG00000016390	ENSRNOG00000016390	1:1	
ENSRNOG00000015029	ENSRNOG00000015029	1:1	
ENSRNOG00000019570	ENSRNOG00000019570	1:1	
ENSRNOG00000010882	ENSRNOG00000010882	1:1	
ENSRNOG00000023708	ENSRNOG00000023708	1:1	
ENSRNOG00000024497	ENSRNOG00000024497	1:1	
ENSRNOG00000003247	ENSRNOG00000003247	1:1	
ENSRNOG00000005678	ENSRNOG00000005678	1:1	
ENSRNOG00000046211	ENSRNOG00000046211	1:1	
ENSRNOG00000004893	ENSRNOG00000004893	1:1	
ENSRNOG00000001867	ENSRNOG00000001867	1:1	
ENSRNOG00000011740	ENSRNOG00000011740	1:1	
ENSRNOG00000052869	ENSRNOG00000052869	1:1	
ENSRNOG00000008917	ENSRNOG00000008917	1:1	
ENSRNOG00000057501	ENSRNOG00000057501	1:1	
ENSRNOG00000009594	ENSRNOG00000009594	1:1	
ENSRNOG00000019688	ENSRNOG00000019688	1:1	
ENSRNOG00000010252	ENSRNOG00000010252	1:1	
ENSRNOG00000009850	ENSRNOG00000009850	1:1	
ENSRNOG00000009369	ENSRNOG00000009369	1:1	
ENSRNOG00000024801	ENSRNOG00000024801	1:1	
ENSRNOG00000059911	ENSRNOG00000059911	1:1	
ENSRNOG00000020894	ENSRNOG00000020894	1:1	
ENSRNOG00000011831	ENSRNOG00000011831	1:1	
ENSRNOG00000008764	ENSRNOG00000008764	1:1	
ENSRNOG00000011032	ENSRNOG00000011032	1:1	
ENSRNOG00000004304	ENSRNOG00000004304	1:1	
ENSRNOG00000003428	ENSRNOG00000003428	1:1	
ENSRNOG00000003816	ENSRNOG00000003816	1:1	
ENSRNOG00000017382	ENSRNOG00000017382	1:1	
ENSRNOG00000015736	ENSRNOG00000015736	1:1	
ENSRNOG00000020975	ENSRNOG00000020975	1:1	
ENSRNOG00000011114	ENSRNOG00000011114	1:1	
ENSRNOG00000020696	ENSRNOG00000020696	1:1	
ENSRNOG00000020916	ENSRNOG00000020916	1:1	
ENSRNOG00000016281	ENSRNOG00000016281	1:1	
ENSRNOG00000053061	ENSRNOG00000053061	1:1	
ENSRNOG00000021099	ENSRNOG00000021099	1:1	
ENSRNOG00000003108	ENSRNOG00000003108	1:1	
ENSRNOG00000030170	ENSRNOG00000030170	1:1	
ENSRNOG00000009722	ENSRNOG00000009722	1:1	
ENSRNOG00000008919	ENSRNOG00000008919	1:1	
ENSRNOG00000019708	ENSRNOG00000019708	1:1	
ENSRNOG00000047319	ENSRNOG00000047319	1:1	
ENSRNOG00000000816	ENSRNOG00000000816	1:1	
ENSRNOG00000042878	ENSRNOG00000042878	1:1	
ENSRNOG00000028941	ENSRNOG00000028941	1:1	
ENSRNOG00000059615	ENSRNOG00000059615	1:1	
ENSRNOG00000033261	ENSRNOG00000033261	1:1	
ENSRNOG00000005522	ENSRNOG00000005522	1:1	
ENSRNOG00000020748	ENSRNOG00000020748	1:1	
ENSRNOG00000003827	ENSRNOG00000003827	1:1	
ENSRNOG00000001003	ENSRNOG00000001003	1:1	
ENSRNOG00000008747	ENSRNOG00000008747	1:1	
ENSRNOG00000009451	ENSRNOG00000009451	1:1	
ENSRNOG00000059810	ENSRNOG00000059810	1:1	
ENSRNOG00000043325	ENSRNOG00000043325	1:1	
ENSRNOG00000016313	ENSRNOG00000016313	1:1	
ENSRNOG00000020793	ENSRNOG00000020793	1:1	
ENSRNOG00000000230	ENSRNOG00000000230	1:1	
ENSRNOG00000016949	ENSRNOG00000016949	1:1	
ENSRNOG00000005264	ENSRNOG00000005264	1:1	
ENSRNOG00000011774	ENSRNOG00000011774	1:1	
ENSRNOG00000010716	ENSRNOG00000010716	1:1	
ENSRNOG00000013934	ENSRNOG00000013934	1:1	
ENSRNOG00000010099	ENSRNOG00000010099	1:1	
ENSRNOG00000006048	ENSRNOG00000006048	1:1	
ENSRNOG00000010780	ENSRNOG00000010780	1:1	
ENSRNOG00000055028	ENSRNOG00000055028	1:1	
ENSRNOG00000001727	ENSRNOG00000001727	1:1	
ENSRNOG00000002320	ENSRNOG00000002320	1:1	
ENSRNOG00000020376	ENSRNOG00000020376	1:1	
ENSRNOG00000019936	ENSRNOG00000019936	1:1	
ENSRNOG00000008187	ENSRNOG00000008187	1:1	
ENSRNOG00000019666	ENSRNOG00000019666	1:1	
ENSRNOG00000008443	ENSRNOG00000008443	1:1	
ENSRNOG00000012653	ENSRNOG00000012653	1:1	
ENSRNOG00000007637	ENSRNOG00000007637	1:1	
ENSRNOG00000005263	ENSRNOG00000005263	1:1	
ENSRNOG00000019918	ENSRNOG00000019918	1:1	
ENSRNOG00000001786	ENSRNOG00000001786	1:1	
ENSRNOG00000018502	ENSRNOG00000018502	1:1	
ENSRNOG00000018745	ENSRNOG00000018745	1:1	
ENSRNOG00000013663	ENSRNOG00000013663	1:1	
ENSRNOG00000011756	ENSRNOG00000011756	1:1	
ENSRNOG00000014806	ENSRNOG00000014806	1:1	
ENSRNOG00000004464	ENSRNOG00000004464	1:1	
ENSRNOG00000013017	ENSRNOG00000013017	1:1	
ENSRNOG00000006652	ENSRNOG00000006652	1:1	
ENSRNOG00000028274	ENSRNOG00000028274	1:1	
ENSRNOG00000013502	ENSRNOG00000013502	1:1	
ENSRNOG00000005307	ENSRNOG00000005307	1:1	
ENSRNOG00000014666	ENSRNOG00000014666	1:1	
ENSRNOG00000018797	ENSRNOG00000018797	1:1	
ENSRNOG00000001976	ENSRNOG00000001976	1:1	
ENSRNOG00000042445	ENSRNOG00000042445	1:1	
ENSRNOG00000022312	ENSRNOG00000022312	1:1	
ENSRNOG00000036676	ENSRNOG00000036676	1:1	
ENSRNOG00000046858	ENSRNOG00000046858	1:1	
ENSRNOG00000017329	ENSRNOG00000017329	1:1	
ENSRNOG00000004581	ENSRNOG00000004581	1:1	
ENSRNOG00000016013	ENSRNOG00000016013	1:1	
ENSRNOG00000012794	ENSRNOG00000012794	1:1	
ENSRNOG00000048897	ENSRNOG00000048897	1:1	
ENSRNOG00000029855	ENSRNOG00000029855	1:1	
ENSRNOG00000055185	ENSRNOG00000055185	1:1	
ENSRNOG00000017548	ENSRNOG00000017548	1:1	
ENSRNOG00000042158	ENSRNOG00000042158	1:1	
ENSRNOG00000026157	ENSRNOG00000026157	1:1	
ENSRNOG00000007032	ENSRNOG00000007032	1:1	
ENSRNOG00000007283	ENSRNOG00000007283	1:1	
ENSRNOG00000003185	ENSRNOG00000003185	1:1	
ENSRNOG00000050848	ENSRNOG00000050848	1:1	
ENSRNOG00000011498	ENSRNOG00000011498	1:1	
ENSRNOG00000008142	ENSRNOG00000008142	1:1	
ENSRNOG00000007759	ENSRNOG00000007759	1:1	
ENSRNOG00000010729	ENSRNOG00000010729	1:1	
ENSRNOG00000045541	ENSRNOG00000045541	1:1	
ENSRNOG00000036742	ENSRNOG00000036742	1:1	
ENSRNOG00000017428	ENSRNOG00000017428	1:1	
ENSRNOG00000014368	ENSRNOG00000014368	1:1	
ENSRNOG00000007775	ENSRNOG00000007775	1:1	
ENSRNOG00000019724	ENSRNOG00000019724	1:1	
ENSRNOG00000046647	ENSRNOG00000046647	1:1	
ENSRNOG00000046848	ENSRNOG00000046848	1:1	
ENSRNOG00000010488	ENSRNOG00000010488	1:1	
ENSRNOG00000016905	ENSRNOG00000016905	1:1	
ENSRNOG00000005618	ENSRNOG00000005618	1:1	
ENSRNOG00000046883	ENSRNOG00000046883	1:1	
ENSRNOG00000018507	ENSRNOG00000018507	1:1	
ENSRNOG00000009205	ENSRNOG00000009205	1:1	
ENSRNOG00000012206	ENSRNOG00000012206	1:1	
ENSRNOG00000001299	ENSRNOG00000001299	1:1	
ENSRNOG00000021092	ENSRNOG00000021092	1:1	
ENSRNOG00000018651	ENSRNOG00000018651	1:1	
ENSRNOG00000060869	ENSRNOG00000060869	1:1	
ENSRNOG00000005256	ENSRNOG00000005256	1:1	
ENSRNOG00000061040	ENSRNOG00000061040	1:1	
ENSRNOG00000014270	ENSRNOG00000014270	1:1	
ENSRNOG00000004492	ENSRNOG00000004492	1:1	
ENSRNOG00000008855	ENSRNOG00000008855	1:1	
ENSRNOG00000012314	ENSRNOG00000012314	1:1	
ENSRNOG00000001178	ENSRNOG00000001178	1:1	
ENSRNOG00000014178	ENSRNOG00000014178	1:1	
ENSRNOG00000003928	ENSRNOG00000003928	1:1	
ENSRNOG00000002199	ENSRNOG00000002199	1:1	
ENSRNOG00000024886	ENSRNOG00000024886	1:1	
ENSRNOG00000001875	ENSRNOG00000001875	1:1	
ENSRNOG00000002388	ENSRNOG00000002388	1:1	
ENSRNOG00000012923	ENSRNOG00000012923	1:1	
ENSRNOG00000011798	ENSRNOG00000011798	1:1	
ENSRNOG00000006248	ENSRNOG00000006248	1:1	
ENSRNOG00000058645	ENSRNOG00000058645	1:1	
ENSRNOG00000006844	ENSRNOG00000006844	1:1	
ENSRNOG00000009567	ENSRNOG00000009567	1:1	
ENSRNOG00000006435	ENSRNOG00000006435	1:1	
ENSRNOG00000016968	ENSRNOG00000016968	1:1	
ENSRNOG00000048342	ENSRNOG00000048342	1:1	
ENSRNOG00000010702	ENSRNOG00000010702	1:1	
ENSRNOG00000033134	ENSRNOG00000033134	1:1	
ENSRNOG00000018848	ENSRNOG00000018848	1:1	
ENSRNOG00000005981	ENSRNOG00000005981	1:1	
ENSRNOG00000005346	ENSRNOG00000005346	1:1	
ENSRNOG00000022432	ENSRNOG00000022432	1:1	
ENSRNOG00000027914	ENSRNOG00000027914	1:1	
ENSRNOG00000002393	ENSRNOG00000002393	1:1	
ENSRNOG00000009419	ENSRNOG00000009419	1:1	
ENSRNOG00000014128	ENSRNOG00000014128	1:1	
ENSRNOG00000015906	ENSRNOG00000015906	1:1	
ENSRNOG00000020500	ENSRNOG00000020500	1:1	
ENSRNOG00000007331	ENSRNOG00000007331	1:1	
ENSRNOG00000000431	ENSRNOG00000000431	1:1	
ENSRNOG00000056984	ENSRNOG00000056984	1:1	
ENSRNOG00000002121	ENSRNOG00000002121	1:1	
ENSRNOG00000000579	ENSRNOG00000000579	1:1	
ENSRNOG00000011876	ENSRNOG00000011876	1:1	
ENSRNOG00000000634	ENSRNOG00000000634	1:1	
ENSRNOG00000059550	ENSRNOG00000059550	1:1	
ENSRNOG00000043105	ENSRNOG00000043105	1:1	
ENSRNOG00000018048	ENSRNOG00000018048	1:1	
ENSRNOG00000025570	ENSRNOG00000025570	1:1	
ENSRNOG00000009046	ENSRNOG00000009046	1:1	
ENSRNOG00000024661	ENSRNOG00000024661	1:1	
ENSRNOG00000006744	ENSRNOG00000006744	1:1	
ENSRNOG00000018027	ENSRNOG00000018027	1:1	
ENSRNOG00000026880	ENSRNOG00000026880	1:1	
ENSRNOG00000009192	ENSRNOG00000009192	1:1	
ENSRNOG00000015491	ENSRNOG00000015491	1:1	
ENSRNOG00000003723	ENSRNOG00000003723	1:1	
ENSRNOG00000053230	ENSRNOG00000053230	1:1	
ENSRNOG00000019746	ENSRNOG00000019746	1:1	
ENSRNOG00000060750	ENSRNOG00000060750	1:1	
ENSRNOG00000014520	ENSRNOG00000014520	1:1	
ENSRNOG00000060103	ENSRNOG00000060103	1:1	
ENSRNOG00000020107	ENSRNOG00000020107	1:1	
ENSRNOG00000019900	ENSRNOG00000019900	1:1	
ENSRNOG00000027628	ENSRNOG00000027628	1:1	
ENSRNOG00000017509	ENSRNOG00000017509	1:1	
ENSRNOG00000003736	ENSRNOG00000003736	1:1	
ENSRNOG00000059215	ENSRNOG00000059215	1:1	
ENSRNOG00000010286	ENSRNOG00000010286	1:1	
ENSRNOG00000017938	ENSRNOG00000017938	1:1	
ENSRNOG00000030232	ENSRNOG00000030232	1:1	
ENSRNOG00000013777	ENSRNOG00000013777	1:1	
ENSRNOG00000007875	ENSRNOG00000007875	1:1	
ENSRNOG00000003890	ENSRNOG00000003890	1:1	
ENSRNOG00000020139	ENSRNOG00000020139	1:1	
ENSRNOG00000031653	ENSRNOG00000031653	1:1	
ENSRNOG00000010474	ENSRNOG00000010474	1:1	
ENSRNOG00000006968	ENSRNOG00000006968	1:1	
ENSRNOG00000018019	ENSRNOG00000018019	1:1	
ENSRNOG00000004099	ENSRNOG00000004099	1:1	
ENSRNOG00000007230	ENSRNOG00000007230	1:1	
ENSRNOG00000014029	ENSRNOG00000014029	1:1	
ENSRNOG00000023473	ENSRNOG00000023473	1:1	
ENSRNOG00000007369	ENSRNOG00000007369	1:1	
ENSRNOG00000019838	ENSRNOG00000019838	1:1	
ENSRNOG00000049281	ENSRNOG00000049281	1:1	
ENSRNOG00000020646	ENSRNOG00000020646	1:1	
ENSRNOG00000005944	ENSRNOG00000005944	1:1	
ENSRNOG00000001304	ENSRNOG00000001304	1:1	
ENSRNOG00000007434	ENSRNOG00000007434	1:1	
ENSRNOG00000009280	ENSRNOG00000009280	1:1	
ENSRNOG00000010733	ENSRNOG00000010733	1:1	
ENSRNOG00000005877	ENSRNOG00000005877	1:1	
ENSRNOG00000018425	ENSRNOG00000018425	1:1	
ENSRNOG00000001402	ENSRNOG00000001402	1:1	
ENSRNOG00000026644	ENSRNOG00000026644	1:1	
ENSRNOG00000049127	ENSRNOG00000049127	1:1	
ENSRNOG00000050834	ENSRNOG00000050834	1:1	
ENSRNOG00000013507	ENSRNOG00000013507	1:1	
ENSRNOG00000019219	ENSRNOG00000019219	1:1	
ENSRNOG00000028512	ENSRNOG00000028512	1:1	
ENSRNOG00000029658	ENSRNOG00000029658	1:1	
ENSRNOG00000005464	ENSRNOG00000005464	1:1	
ENSRNOG00000001194	ENSRNOG00000001194	1:1	
ENSRNOG00000022485	ENSRNOG00000022485	1:1	
ENSRNOG00000019305	ENSRNOG00000019305	1:1	
ENSRNOG00000024382	ENSRNOG00000024382	1:1	
ENSRNOG00000000322	ENSRNOG00000000322	1:1	
ENSRNOG00000019873	ENSRNOG00000019873	1:1	
ENSRNOG00000016846	ENSRNOG00000016846	1:1	
ENSRNOG00000039278	ENSRNOG00000039278	1:1	
ENSRNOG00000014786	ENSRNOG00000014786	1:1	
ENSRNOG00000030705	ENSRNOG00000030705	1:1	
