rat_ID	baboon_ID	orthotype	OMAgroup
ENSRNOG00000010645	ENSPANG00000004321	1:1	
ENSRNOG00000010721	ENSPANG00000023585	1:1	785635
ENSRNOG00000011704	ENSPANG00000014185	1:1	813199
ENSRNOG00000011873	ENSPANG00000023985	1:1	853495
ENSRNOG00000012255	ENSPANG00000015295	1:1	548871
ENSRNOG00000012363	ENSPANG00000009936	1:1	844925
ENSRNOG00000013353	ENSPANG00000004318	1:1	698671
ENSRNOG00000056186	ENSPANG00000004317	1:1	727315
ENSRNOG00000013804	ENSPANG00000022394	1:1	720832
ENSRNOG00000014148	ENSPANG00000017145	1:1	834109
ENSRNOG00000014192	ENSPANG00000024264	1:1	741323
ENSRNOG00000014982	ENSPANG00000004316	1:1	856991
ENSRNOG00000031849	ENSPANG00000016609	1:1	772159
ENSRNOG00000045711	ENSPANG00000015195	1:1	733089
ENSRNOG00000012510	ENSPANG00000024792	1:1	270906
ENSRNOG00000012515	ENSPANG00000006581	1:1	271676
ENSRNOG00000012522	ENSPANG00000018568	1:1	271405
ENSRNOG00000047419	ENSPANG00000018896	1:m	
ENSRNOG00000047419	ENSPANG00000015610	1:m	272023
ENSRNOG00000012545	ENSPANG00000010007	1:1	271923
ENSRNOG00000049936	ENSPANG00000007305	1:1	272575
ENSRNOG00000030687	ENSPANG00000002487	1:1	
ENSRNOG00000053992	ENSPANG00000002730	1:1	271167
ENSRNOG00000008850	ENSPANG00000026179	1:1	724703
ENSRNOG00000026056	ENSPANG00000023212	1:1	
ENSRNOG00000008892	ENSPANG00000018567	1:1	493291
ENSRNOG00000051706	ENSPANG00000024122	1:1	640628
ENSRNOG00000025868	ENSPANG00000021796	1:1	556761
ENSRNOG00000009333	ENSPANG00000021798	1:1	804776
ENSRNOG00000009663	ENSPANG00000022757	1:1	862024
ENSRNOG00000009948	ENSPANG00000005900	1:1	853699
ENSRNOG00000009982	ENSPANG00000020785	1:1	861633
ENSRNOG00000010261	ENSPANG00000019884	1:1	262967
ENSRNOG00000029516	ENSPANG00000009034	1:1	304948
ENSRNOG00000039543	ENSPANG00000010829	1:1	304949
ENSRNOG00000042612	ENSPANG00000018895	1:1	304975
ENSRNOG00000025640	ENSPANG00000009033	1:1	271685
ENSRNOG00000025625	ENSPANG00000019318	1:1	753953
ENSRNOG00000053633	ENSPANG00000021106	n:1	753956
ENSRNOG00000052100	ENSPANG00000007680	n:1	304951
ENSRNOG00000032133	ENSPANG00000021107	n:m	304969
ENSRNOG00000032133	ENSPANG00000005471	n:m	
ENSRNOG00000050295	ENSPANG00000021107	n:m	
ENSRNOG00000050295	ENSPANG00000005471	n:m	652356
ENSRNOG00000053457	ENSPANG00000021107	n:m	
ENSRNOG00000053457	ENSPANG00000005471	n:m	
ENSRNOG00000025515	ENSPANG00000021107	n:m	
ENSRNOG00000025515	ENSPANG00000005471	n:m	
ENSRNOG00000025512	ENSPANG00000021109	1:1	809337
ENSRNOG00000010375	ENSPANG00000011743	1:1	789345
ENSRNOG00000010389	ENSPANG00000021105	1:1	843911
ENSRNOG00000025473	ENSPANG00000020506	1:1	720778
ENSRNOG00000039500	ENSPANG00000022673	1:1	308455
ENSRNOG00000052354	ENSPANG00000000451	1:1	807327
ENSRNOG00000011544	ENSPANG00000007539	1:1	765409
ENSRNOG00000039489	ENSPANG00000000650	1:1	799106
ENSRNOG00000011615	ENSPANG00000000651	1:1	270512
ENSRNOG00000011621	ENSPANG00000020782	n:1	271114
ENSRNOG00000011953	ENSPANG00000020915	1:1	547016
ENSRNOG00000025011	ENSPANG00000011742	1:1	551406
ENSRNOG00000012488	ENSPANG00000021789	1:1	522123
ENSRNOG00000012844	ENSPANG00000003914	1:1	762160
ENSRNOG00000013111	ENSPANG00000021788	1:1	495797
ENSRNOG00000013287	ENSPANG00000020006	1:1	751474
ENSRNOG00000050975	ENSPANG00000022541	n:1	
ENSRNOG00000013292	ENSPANG00000008041	n:1	
ENSRNOG00000048857	ENSPANG00000022541	n:1	716409
ENSRNOG00000047787	ENSPANG00000016418	n:1	
ENSRNOG00000047738	ENSPANG00000016418	n:1	271730
ENSRNOG00000013338	ENSPANG00000007302	1:1	271605
ENSRNOG00000047018	ENSPANG00000020828	n:m	
ENSRNOG00000047018	ENSPANG00000022756	n:m	
ENSRNOG00000049577	ENSPANG00000020828	n:m	
ENSRNOG00000049577	ENSPANG00000022756	n:m	
ENSRNOG00000049670	ENSPANG00000020828	n:m	
ENSRNOG00000049670	ENSPANG00000022756	n:m	
ENSRNOG00000054270	ENSPANG00000020828	n:m	
ENSRNOG00000054270	ENSPANG00000022756	n:m	
ENSRNOG00000053459	ENSPANG00000020779	n:1	
ENSRNOG00000048808	ENSPANG00000020005	n:1	
ENSRNOG00000055402	ENSPANG00000020779	n:1	
ENSRNOG00000061833	ENSPANG00000020779	n:1	
ENSRNOG00000046292	ENSPANG00000005896	n:1	
ENSRNOG00000055238	ENSPANG00000022754	1:1	
ENSRNOG00000046197	ENSPANG00000020009	n:m	
ENSRNOG00000046197	ENSPANG00000020829	n:m	
ENSRNOG00000046197	ENSPANG00000023393	n:m	
ENSRNOG00000046197	ENSPANG00000005897	n:m	
ENSRNOG00000039404	ENSPANG00000020826	n:1	739968
ENSRNOG00000052843	ENSPANG00000020828	n:m	
ENSRNOG00000052843	ENSPANG00000022756	n:m	
ENSRNOG00000052737	ENSPANG00000020828	n:m	
ENSRNOG00000052737	ENSPANG00000022756	n:m	
ENSRNOG00000052828	ENSPANG00000020828	n:m	
ENSRNOG00000052828	ENSPANG00000022756	n:m	
ENSRNOG00000047938	ENSPANG00000020009	n:m	
ENSRNOG00000047938	ENSPANG00000020829	n:m	
ENSRNOG00000047938	ENSPANG00000023393	n:m	
ENSRNOG00000047938	ENSPANG00000005897	n:m	
ENSRNOG00000050740	ENSPANG00000020009	n:m	
ENSRNOG00000050740	ENSPANG00000020829	n:m	
ENSRNOG00000050740	ENSPANG00000023393	n:m	
ENSRNOG00000050740	ENSPANG00000005897	n:m	
ENSRNOG00000049583	ENSPANG00000020005	n:1	
ENSRNOG00000059001	ENSPANG00000020828	n:m	
ENSRNOG00000059001	ENSPANG00000022756	n:m	
ENSRNOG00000042119	ENSPANG00000020828	n:m	
ENSRNOG00000042119	ENSPANG00000022756	n:m	281177
ENSRNOG00000048707	ENSPANG00000020779	n:1	
ENSRNOG00000046957	ENSPANG00000020009	n:m	
ENSRNOG00000046957	ENSPANG00000020829	n:m	704004
ENSRNOG00000046957	ENSPANG00000023393	n:m	
ENSRNOG00000046957	ENSPANG00000005897	n:m	
ENSRNOG00000059022	ENSPANG00000020779	n:1	
ENSRNOG00000049182	ENSPANG00000020009	n:m	
ENSRNOG00000049182	ENSPANG00000020829	n:m	
ENSRNOG00000049182	ENSPANG00000023393	n:m	
ENSRNOG00000049182	ENSPANG00000005897	n:m	
ENSRNOG00000046943	ENSPANG00000020009	n:m	
ENSRNOG00000046943	ENSPANG00000020829	n:m	
ENSRNOG00000046943	ENSPANG00000023393	n:m	
ENSRNOG00000046943	ENSPANG00000005897	n:m	
ENSRNOG00000049108	ENSPANG00000020009	n:m	
ENSRNOG00000049108	ENSPANG00000020829	n:m	
ENSRNOG00000049108	ENSPANG00000023393	n:m	
ENSRNOG00000049108	ENSPANG00000005897	n:m	
ENSRNOG00000053359	ENSPANG00000020779	n:1	
ENSRNOG00000047444	ENSPANG00000020009	n:m	
ENSRNOG00000047444	ENSPANG00000020829	n:m	
ENSRNOG00000047444	ENSPANG00000023393	n:m	
ENSRNOG00000047444	ENSPANG00000005897	n:m	
ENSRNOG00000049030	ENSPANG00000020779	n:1	
ENSRNOG00000043089	ENSPANG00000020828	n:m	
ENSRNOG00000043089	ENSPANG00000022756	n:m	
ENSRNOG00000052364	ENSPANG00000020826	n:1	
ENSRNOG00000048413	ENSPANG00000020009	n:m	
ENSRNOG00000048413	ENSPANG00000020829	n:m	
ENSRNOG00000048413	ENSPANG00000023393	n:m	280279
ENSRNOG00000048413	ENSPANG00000005897	n:m	
ENSRNOG00000051728	ENSPANG00000020779	n:1	281040
ENSRNOG00000047570	ENSPANG00000020009	n:m	
ENSRNOG00000047570	ENSPANG00000020829	n:m	
ENSRNOG00000047570	ENSPANG00000023393	n:m	
ENSRNOG00000047570	ENSPANG00000005897	n:m	
ENSRNOG00000048128	ENSPANG00000020009	n:m	
ENSRNOG00000048128	ENSPANG00000020829	n:m	
ENSRNOG00000048128	ENSPANG00000023393	n:m	
ENSRNOG00000048128	ENSPANG00000005897	n:m	
ENSRNOG00000054992	ENSPANG00000020779	n:1	
ENSRNOG00000048328	ENSPANG00000020009	n:m	
ENSRNOG00000048328	ENSPANG00000020829	n:m	
ENSRNOG00000048328	ENSPANG00000023393	n:m	
ENSRNOG00000048328	ENSPANG00000005897	n:m	
ENSRNOG00000053749	ENSPANG00000020828	n:m	
ENSRNOG00000053749	ENSPANG00000022756	n:m	
ENSRNOG00000056892	ENSPANG00000020828	n:m	
ENSRNOG00000056892	ENSPANG00000022756	n:m	
ENSRNOG00000050388	ENSPANG00000005896	n:1	282330
ENSRNOG00000046646	ENSPANG00000020009	n:m	704009
ENSRNOG00000046646	ENSPANG00000020829	n:m	
ENSRNOG00000046646	ENSPANG00000023393	n:m	
ENSRNOG00000046646	ENSPANG00000005897	n:m	
ENSRNOG00000045525	ENSPANG00000020828	n:m	282178
ENSRNOG00000045525	ENSPANG00000022756	n:m	
ENSRNOG00000052759	ENSPANG00000020828	n:m	
ENSRNOG00000052759	ENSPANG00000022756	n:m	
ENSRNOG00000061789	ENSPANG00000020828	n:m	
ENSRNOG00000061789	ENSPANG00000022756	n:m	
ENSRNOG00000009074	ENSPANG00000022567	1:1	721150
ENSRNOG00000049928	ENSPANG00000020779	n:1	
ENSRNOG00000054909	ENSPANG00000020779	n:1	
ENSRNOG00000048578	ENSPANG00000020005	n:1	280660
ENSRNOG00000042103	ENSPANG00000007882	n:1	
ENSRNOG00000033109	ENSPANG00000020912	1:1	709707
ENSRNOG00000009090	ENSPANG00000022399	1:1	842813
ENSRNOG00000009244	ENSPANG00000003912	1:1	547493
ENSRNOG00000009713	ENSPANG00000011741	1:1	792592
ENSRNOG00000010296	ENSPANG00000020911	1:1	756823
ENSRNOG00000039297	ENSPANG00000021102	1:1	
ENSRNOG00000010947	ENSPANG00000023206	1:1	829934
ENSRNOG00000011592	ENSPANG00000003911	1:1	839167
ENSRNOG00000011646	ENSPANG00000026142	1:1	725338
ENSRNOG00000012046	ENSPANG00000017607	1:1	850473
ENSRNOG00000039284	ENSPANG00000008423	1:m	
ENSRNOG00000039284	ENSPANG00000015306	1:m	764817
ENSRNOG00000012791	ENSPANG00000011738	1:1	556304
ENSRNOG00000013317	ENSPANG00000011161	1:1	304964
ENSRNOG00000013386	ENSPANG00000015305	1:1	860128
ENSRNOG00000047091	ENSPANG00000017114	1:1	860136
ENSRNOG00000013503	ENSPANG00000019643	1:1	553269
ENSRNOG00000013533	ENSPANG00000019644	1:1	550667
ENSRNOG00000014282	ENSPANG00000019646	1:1	774898
ENSRNOG00000014311	ENSPANG00000024120	1:1	756801
ENSRNOG00000014887	ENSPANG00000004893	1:1	790166
ENSRNOG00000014904	ENSPANG00000026141	1:1	808475
ENSRNOG00000042195	ENSPANG00000023326	1:1	552393
ENSRNOG00000016414	ENSPANG00000004892	1:1	551945
ENSRNOG00000042029	ENSPANG00000019642	1:1	843242
ENSRNOG00000016804	ENSPANG00000026140	1:1	
ENSRNOG00000016828	ENSPANG00000022753	1:1	785658
ENSRNOG00000025757	ENSPANG00000019641	1:1	559350
ENSRNOG00000016983	ENSPANG00000023391	1:1	
ENSRNOG00000018069	ENSPANG00000026138	1:1	852335
ENSRNOG00000025634	ENSPANG00000020555	1:1	266003
ENSRNOG00000018105	ENSPANG00000020371	1:1	788571
ENSRNOG00000025619	ENSPANG00000020372	1:1	515695
ENSRNOG00000025589	ENSPANG00000020373	1:1	744891
ENSRNOG00000018177	ENSPANG00000015304	1:1	
ENSRNOG00000018239	ENSPANG00000011737	1:m	508556
ENSRNOG00000018239	ENSPANG00000020819	1:m	
ENSRNOG00000025518	ENSPANG00000015716	1:1	553398
ENSRNOG00000018399	ENSPANG00000015718	1:1	496868
ENSRNOG00000018528	ENSPANG00000015719	1:1	741277
ENSRNOG00000018536	ENSPANG00000021098	1:1	
ENSRNOG00000018825	ENSPANG00000015302	1:1	547631
ENSRNOG00000019019	ENSPANG00000000808	1:1	743593
ENSRNOG00000019041	ENSPANG00000011733	1:1	728570
ENSRNOG00000019162	ENSPANG00000000809	1:1	853725
ENSRNOG00000019246	ENSPANG00000009739	1:1	728568
ENSRNOG00000019438	ENSPANG00000000383	1:1	304962
ENSRNOG00000019478	ENSPANG00000025056	1:1	774541
ENSRNOG00000019503	ENSPANG00000020368	1:1	549831
ENSRNOG00000019553	ENSPANG00000026278	1:1	858802
ENSRNOG00000019710	ENSPANG00000020367	1:1	531081
ENSRNOG00000019789	ENSPANG00000022714	1:1	550935
ENSRNOG00000019840	ENSPANG00000022716	1:1	764182
ENSRNOG00000019895	ENSPANG00000010368	1:1	754151
ENSRNOG00000020216	ENSPANG00000018787	1:1	865149
ENSRNOG00000020189	ENSPANG00000021784	1:1	774567
ENSRNOG00000020136	ENSPANG00000021783	1:1	824227
ENSRNOG00000030483	ENSPANG00000023991	1:1	831368
ENSRNOG00000020264	ENSPANG00000005894	1:1	508613
ENSRNOG00000020321	ENSPANG00000022712	1:1	853994
ENSRNOG00000020377	ENSPANG00000020817	1:1	306179
ENSRNOG00000020382	ENSPANG00000010653	1:1	778007
ENSRNOG00000020399	ENSPANG00000004404	1:1	793721
ENSRNOG00000020401	ENSPANG00000021097	1:1	501074
ENSRNOG00000020465	ENSPANG00000018563	1:1	759930
ENSRNOG00000048431	ENSPANG00000018562	1:1	304961
ENSRNOG00000020503	ENSPANG00000000897	1:1	276540
ENSRNOG00000020506	ENSPANG00000025553	1:1	836265
ENSRNOG00000020544	ENSPANG00000025555	1:1	779421
ENSRNOG00000020563	ENSPANG00000020366	1:1	559133
ENSRNOG00000020647	ENSPANG00000020460	1:1	556010
ENSRNOG00000028810	ENSPANG00000015301	n:1	
ENSRNOG00000049976	ENSPANG00000023854	n:1	
ENSRNOG00000046301	ENSPANG00000023854	n:1	
ENSRNOG00000045973	ENSPANG00000023854	n:1	
ENSRNOG00000031618	ENSPANG00000023854	n:1	
ENSRNOG00000045641	ENSPANG00000015301	n:1	
ENSRNOG00000020685	ENSPANG00000025664	1:1	523675
ENSRNOG00000008059	ENSPANG00000007640	1:1	826190
ENSRNOG00000022597	ENSPANG00000011535	1:1	844897
ENSRNOG00000020782	ENSPANG00000001992	1:1	551332
ENSRNOG00000008847	ENSPANG00000018279	1:1	809211
ENSRNOG00000008855	ENSPANG00000003539	1:1	828856
ENSRNOG00000022116	ENSPANG00000019513	1:1	828857
ENSRNOG00000008989	ENSPANG00000012763	1:1	547411
ENSRNOG00000009278	ENSPANG00000009591	1:1	547457
ENSRNOG00000051120	ENSPANG00000006444	1:1	308366
ENSRNOG00000009849	ENSPANG00000001274	1:1	823080
ENSRNOG00000010137	ENSPANG00000001765	1:1	843437
ENSRNOG00000056343	ENSPANG00000005798	1:1	553711
ENSRNOG00000010732	ENSPANG00000022551	1:1	712094
ENSRNOG00000021847	ENSPANG00000005799	1:1	815455
ENSRNOG00000010855	ENSPANG00000011852	1:1	264001
ENSRNOG00000011024	ENSPANG00000012548	1:1	514622
ENSRNOG00000011168	ENSPANG00000012762	1:1	755429
ENSRNOG00000011471	ENSPANG00000017719	1:1	787958
ENSRNOG00000053891	ENSPANG00000009973	n:1	302653
ENSRNOG00000021712	ENSPANG00000013866	1:1	550248
ENSRNOG00000053915	ENSPANG00000009973	n:1	
ENSRNOG00000021680	ENSPANG00000017051	1:1	832449
ENSRNOG00000011603	ENSPANG00000022217	1:1	
ENSRNOG00000012521	ENSPANG00000002307	1:1	839082
ENSRNOG00000008053	ENSPANG00000000263	1:1	523665
ENSRNOG00000012644	ENSPANG00000015485	1:1	548144
ENSRNOG00000012918	ENSPANG00000024014	1:1	496533
ENSRNOG00000013623	ENSPANG00000008318	1:1	807638
ENSRNOG00000013707	ENSPANG00000012759	1:1	560453
ENSRNOG00000013793	ENSPANG00000008184	1:1	550670
ENSRNOG00000013876	ENSPANG00000007641	1:1	708022
ENSRNOG00000014265	ENSPANG00000002309	1:1	810034
ENSRNOG00000014509	ENSPANG00000018632	1:1	815607
ENSRNOG00000014603	ENSPANG00000008185	1:1	769009
ENSRNOG00000014653	ENSPANG00000006280	1:1	775048
ENSRNOG00000014659	ENSPANG00000016575	1:1	516546
ENSRNOG00000014945	ENSPANG00000012863	1:1	515828
ENSRNOG00000021843	ENSPANG00000020108	n:m	
ENSRNOG00000021843	ENSPANG00000000277	n:m	
ENSRNOG00000021843	ENSPANG00000005234	n:m	
ENSRNOG00000021843	ENSPANG00000010652	n:m	
ENSRNOG00000021843	ENSPANG00000016384	n:m	
ENSRNOG00000015095	ENSPANG00000010055	1:1	842748
ENSRNOG00000009075	ENSPANG00000021160	1:1	515018
ENSRNOG00000015308	ENSPANG00000024523	1:1	818093
ENSRNOG00000015921	ENSPANG00000008112	1:1	267904
ENSRNOG00000015939	ENSPANG00000012552	1:1	817009
ENSRNOG00000016177	ENSPANG00000016907	1:1	774534
ENSRNOG00000016460	ENSPANG00000024524	1:1	265321
ENSRNOG00000017027	ENSPANG00000009843	1:1	555265
ENSRNOG00000017286	ENSPANG00000001096	1:1	552563
ENSRNOG00000017424	ENSPANG00000015733	1:1	637248
ENSRNOG00000027839	ENSPANG00000019189	1:1	842740
ENSRNOG00000009449	ENSPANG00000017759	1:1	515005
ENSRNOG00000053334	ENSPANG00000007322	1:1	805610
ENSRNOG00000009522	ENSPANG00000024527	1:1	657312
ENSRNOG00000009625	ENSPANG00000024528	1:1	817090
ENSRNOG00000009815	ENSPANG00000007854	1:1	706270
ENSRNOG00000009820	ENSPANG00000000724	1:1	838432
ENSRNOG00000011158	ENSPANG00000024529	1:1	813726
ENSRNOG00000011548	ENSPANG00000020231	1:1	848469
ENSRNOG00000025302	ENSPANG00000008115	1:1	755617
ENSRNOG00000012951	ENSPANG00000019100	1:1	547408
ENSRNOG00000013441	ENSPANG00000018166	1:1	795939
ENSRNOG00000024703	ENSPANG00000005750	1:1	685645
ENSRNOG00000013658	ENSPANG00000011988	1:1	551833
ENSRNOG00000013916	ENSPANG00000018460	1:1	551426
ENSRNOG00000009181	ENSPANG00000006004	1:1	721168
ENSRNOG00000009192	ENSPANG00000022424	1:1	761019
ENSRNOG00000009440	ENSPANG00000017675	1:1	553267
ENSRNOG00000009802	ENSPANG00000022783	1:1	802807
ENSRNOG00000009814	ENSPANG00000009663	1:1	847851
ENSRNOG00000009873	ENSPANG00000007049	1:1	785957
ENSRNOG00000010042	ENSPANG00000015000	1:1	835316
ENSRNOG00000038760	ENSPANG00000011031	1:1	303873
ENSRNOG00000038758	ENSPANG00000005416	1:1	303224
ENSRNOG00000038757	ENSPANG00000006558	1:1	782726
ENSRNOG00000010331	ENSPANG00000022330	1:1	767901
ENSRNOG00000021314	ENSPANG00000008516	1:1	797671
ENSRNOG00000010696	ENSPANG00000011568	1:1	843959
ENSRNOG00000010708	ENSPANG00000017468	1:1	822282
ENSRNOG00000010798	ENSPANG00000023416	1:1	551892
ENSRNOG00000011316	ENSPANG00000008480	1:1	749827
ENSRNOG00000011342	ENSPANG00000009086	1:1	547107
ENSRNOG00000011560	ENSPANG00000004962	1:1	496540
ENSRNOG00000012012	ENSPANG00000011251	1:1	548163
ENSRNOG00000012049	ENSPANG00000002883	1:1	785230
ENSRNOG00000012402	ENSPANG00000005669	1:1	830488
ENSRNOG00000046326	ENSPANG00000008117	1:1	553205
ENSRNOG00000047258	ENSPANG00000000691	1:1	553771
ENSRNOG00000047637	ENSPANG00000024538	1:1	275409
ENSRNOG00000012440	ENSPANG00000016252	1:1	717327
ENSRNOG00000013089	ENSPANG00000020594	1:1	550700
ENSRNOG00000013326	ENSPANG00000014537	1:1	794699
ENSRNOG00000013459	ENSPANG00000016305	1:1	851214
ENSRNOG00000013581	ENSPANG00000016340	1:1	844120
ENSRNOG00000047211	ENSPANG00000010199	1:1	641173
ENSRNOG00000014003	ENSPANG00000019570	1:1	844812
ENSRNOG00000014191	ENSPANG00000017244	1:1	703924
ENSRNOG00000014231	ENSPANG00000022004	1:1	792994
ENSRNOG00000014291	ENSPANG00000019350	1:1	822311
ENSRNOG00000018238	ENSPANG00000010200	1:1	709360
ENSRNOG00000014398	ENSPANG00000021266	1:1	824086
ENSRNOG00000014054	ENSPANG00000017131	1:1	552917
ENSRNOG00000030724	ENSPANG00000022045	1:1	555180
ENSRNOG00000014518	ENSPANG00000005176	1:1	793418
ENSRNOG00000015075	ENSPANG00000012404	1:1	834188
ENSRNOG00000021910	ENSPANG00000019014	1:1	755658
ENSRNOG00000015477	ENSPANG00000004934	1:1	795930
ENSRNOG00000015495	ENSPANG00000000653	1:1	498023
ENSRNOG00000016321	ENSPANG00000000652	1:1	742255
ENSRNOG00000016758	ENSPANG00000011564	1:1	
ENSRNOG00000016939	ENSPANG00000024531	1:1	516196
ENSRNOG00000038483	ENSPANG00000009912	1:m	
ENSRNOG00000038483	ENSPANG00000005889	1:m	810546
ENSRNOG00000017373	ENSPANG00000020434	1:1	842477
ENSRNOG00000026247	ENSPANG00000022788	1:1	797463
ENSRNOG00000017828	ENSPANG00000019015	1:1	769867
ENSRNOG00000018023	ENSPANG00000020851	1:1	547229
ENSRNOG00000018295	ENSPANG00000018828	1:1	785214
ENSRNOG00000008351	ENSPANG00000026225	1:1	728844
ENSRNOG00000008543	ENSPANG00000022732	1:1	772996
ENSRNOG00000008829	ENSPANG00000018889	1:1	834184
ENSRNOG00000009745	ENSPANG00000015060	1:1	549216
ENSRNOG00000009832	ENSPANG00000014294	1:1	789343
ENSRNOG00000009871	ENSPANG00000018061	1:1	542659
ENSRNOG00000010028	ENSPANG00000009440	1:1	755576
ENSRNOG00000010890	ENSPANG00000018462	1:1	549922
ENSRNOG00000011177	ENSPANG00000020597	1:1	769889
ENSRNOG00000011323	ENSPANG00000026028	1:1	268142
ENSRNOG00000011373	ENSPANG00000020181	1:1	775455
ENSRNOG00000011427	ENSPANG00000022909	1:1	266366
ENSRNOG00000011831	ENSPANG00000016695	1:1	853446
ENSRNOG00000012014	ENSPANG00000009530	1:1	802302
ENSRNOG00000012273	ENSPANG00000020182	1:1	817669
ENSRNOG00000013288	ENSPANG00000008979	1:1	843436
ENSRNOG00000013922	ENSPANG00000008980	1:1	774874
ENSRNOG00000014010	ENSPANG00000008821	1:1	835154
ENSRNOG00000010555	ENSPANG00000025358	1:1	841872
ENSRNOG00000050184	ENSPANG00000024710	n:m	
ENSRNOG00000050184	ENSPANG00000017720	n:m	
ENSRNOG00000050184	ENSPANG00000008813	n:m	
ENSRNOG00000050184	ENSPANG00000013765	n:m	
ENSRNOG00000014478	ENSPANG00000006006	1:1	548610
ENSRNOG00000015042	ENSPANG00000010610	1:1	270756
ENSRNOG00000015054	ENSPANG00000017177	1:1	549143
ENSRNOG00000016029	ENSPANG00000007572	1:1	750666
ENSRNOG00000015577	ENSPANG00000010821	1:1	270660
ENSRNOG00000016271	ENSPANG00000010611	1:1	709729
ENSRNOG00000017170	ENSPANG00000017223	1:1	789906
ENSRNOG00000025239	ENSPANG00000018183	1:1	746348
ENSRNOG00000017481	ENSPANG00000002938	1:1	766905
ENSRNOG00000010063	ENSPANG00000022427	1:1	544186
ENSRNOG00000009512	ENSPANG00000010192	1:1	711102
ENSRNOG00000009412	ENSPANG00000006286	1:1	843390
ENSRNOG00000022760	ENSPANG00000012223	1:1	769121
ENSRNOG00000038291	ENSPANG00000012865	1:1	790409
ENSRNOG00000010319	ENSPANG00000008557	1:1	865015
ENSRNOG00000010935	ENSPANG00000009473	1:1	539176
ENSRNOG00000011237	ENSPANG00000014127	1:1	550895
ENSRNOG00000043061	ENSPANG00000012225	1:1	650689
ENSRNOG00000047413	ENSPANG00000017956	1:1	828569
ENSRNOG00000000155	ENSPANG00000012226	1:1	813007
ENSRNOG00000001052	ENSPANG00000018184	1:1	498024
ENSRNOG00000001049	ENSPANG00000005716	1:1	829788
ENSRNOG00000029316	ENSPANG00000023048	1:1	857037
ENSRNOG00000050996	ENSPANG00000004546	1:1	754800
ENSRNOG00000001037	ENSPANG00000001285	1:1	832802
ENSRNOG00000001033	ENSPANG00000014890	1:1	
ENSRNOG00000001030	ENSPANG00000017753	1:1	848091
ENSRNOG00000022094	ENSPANG00000009474	1:1	836371
ENSRNOG00000042404	ENSPANG00000021626	1:1	848045
ENSRNOG00000047817	ENSPANG00000017128	1:1	
ENSRNOG00000009063	ENSPANG00000016508	1:1	680785
ENSRNOG00000009471	ENSPANG00000012981	1:1	749843
ENSRNOG00000021943	ENSPANG00000016866	1:1	779632
ENSRNOG00000009987	ENSPANG00000012071	1:1	307465
ENSRNOG00000010065	ENSPANG00000002940	1:1	846204
ENSRNOG00000042960	ENSPANG00000007573	1:1	805314
ENSRNOG00000045863	ENSPANG00000012072	1:1	675303
ENSRNOG00000047106	ENSPANG00000010809	1:1	847662
ENSRNOG00000047604	ENSPANG00000016775	1:1	746040
ENSRNOG00000011678	ENSPANG00000016720	1:1	742344
ENSRNOG00000011762	ENSPANG00000005718	1:1	743474
ENSRNOG00000012594	ENSPANG00000025937	1:1	829859
ENSRNOG00000012821	ENSPANG00000012752	1:1	817038
ENSRNOG00000009559	ENSPANG00000021433	1:1	762828
ENSRNOG00000013101	ENSPANG00000007570	1:1	551596
ENSRNOG00000013280	ENSPANG00000024154	1:1	796781
ENSRNOG00000048927	ENSPANG00000018894	n:1	
ENSRNOG00000030871	ENSPANG00000015474	n:1	
ENSRNOG00000008970	ENSPANG00000004614	1:1	553535
ENSRNOG00000008986	ENSPANG00000005861	1:1	549341
ENSRNOG00000009034	ENSPANG00000019138	1:1	548061
ENSRNOG00000013306	ENSPANG00000009662	1:1	557697
ENSRNOG00000038074	ENSPANG00000023589	n:m	
ENSRNOG00000038074	ENSPANG00000019434	n:m	
ENSRNOG00000038068	ENSPANG00000012913	1:1	552847
ENSRNOG00000008834	ENSPANG00000020947	1:1	709611
ENSRNOG00000024813	ENSPANG00000017952	1:1	641932
ENSRNOG00000024798	ENSPANG00000023338	1:1	824669
ENSRNOG00000009125	ENSPANG00000010053	1:1	546986
ENSRNOG00000009208	ENSPANG00000007392	1:1	548487
ENSRNOG00000008785	ENSPANG00000024153	1:1	781641
ENSRNOG00000009145	ENSPANG00000007736	1:1	549124
ENSRNOG00000009431	ENSPANG00000006285	1:1	854254
ENSRNOG00000060775	ENSPANG00000004997	1:1	762652
ENSRNOG00000024237	ENSPANG00000022423	1:1	800173
ENSRNOG00000010997	ENSPANG00000009470	1:1	657340
ENSRNOG00000060662	ENSPANG00000018120	1:1	756337
ENSRNOG00000009690	ENSPANG00000015545	1:1	267242
ENSRNOG00000009836	ENSPANG00000012979	1:1	548386
ENSRNOG00000024022	ENSPANG00000002389	1:1	828263
ENSRNOG00000010058	ENSPANG00000024849	1:1	830665
ENSRNOG00000024509	ENSPANG00000006678	1:1	709691
ENSRNOG00000009209	ENSPANG00000006605	1:1	267239
ENSRNOG00000009919	ENSPANG00000010191	1:1	816335
ENSRNOG00000059334	ENSPANG00000016434	1:1	798789
ENSRNOG00000022337	ENSPANG00000013285	1:1	266895
ENSRNOG00000009649	ENSPANG00000012750	1:1	553710
ENSRNOG00000009661	ENSPANG00000015280	1:1	546849
ENSRNOG00000009766	ENSPANG00000004613	1:1	727171
ENSRNOG00000010064	ENSPANG00000026361	1:1	
