mouse_ID	baboon_ID	orthotype	OMAgroup
ENSMUSG00000022021	ENSPANG00000005861	1:1	549341
ENSMUSG00000022019	ENSPANG00000019138	1:1	548061
ENSMUSG00000050505	ENSPANG00000009662	1:1	557697
ENSMUSG00000055421	ENSPANG00000012913	1:1	552847
ENSMUSG00000060377	ENSPANG00000005624	n:m	860076
ENSMUSG00000060377	ENSPANG00000011351	n:m	
ENSMUSG00000060377	ENSPANG00000024720	n:m	
ENSMUSG00000060377	ENSPANG00000025092	n:m	
ENSMUSG00000033186	ENSPANG00000017952	1:1	641932
ENSMUSG00000022070	ENSPANG00000023338	1:1	824669
ENSMUSG00000033166	ENSPANG00000010053	1:1	546986
ENSMUSG00000022064	ENSPANG00000007392	1:1	548487
ENSMUSG00000005148	ENSPANG00000024153	1:1	781641
ENSMUSG00000072294	ENSPANG00000007736	1:1	549124
ENSMUSG00000042888	ENSPANG00000016499	1:1	269615
ENSMUSG00000033083	ENSPANG00000006285	1:1	854254
ENSMUSG00000022111	ENSPANG00000006129	1:1	834113
ENSMUSG00000033060	ENSPANG00000004997	1:1	762652
ENSMUSG00000098557	ENSPANG00000025936	1:1	785982
ENSMUSG00000022126	ENSPANG00000010191	1:1	816335
ENSMUSG00000022125	ENSPANG00000009178	1:1	813687
ENSMUSG00000022124	ENSPANG00000016434	1:1	798789
ENSMUSG00000022123	ENSPANG00000022423	1:1	800173
ENSMUSG00000055717	ENSPANG00000006284	1:1	839840
ENSMUSG00000022122	ENSPANG00000009470	1:1	657340
ENSMUSG00000048349	ENSPANG00000018120	1:1	756337
ENSMUSG00000022120	ENSPANG00000015545	1:1	267242
ENSMUSG00000022119	ENSPANG00000012979	1:1	548386
ENSMUSG00000053253	ENSPANG00000002389	1:1	828263
ENSMUSG00000022114	ENSPANG00000024849	1:1	830665
ENSMUSG00000022113	ENSPANG00000006678	1:1	709691
ENSMUSG00000075478	ENSPANG00000006605	1:1	267239
ENSMUSG00000045871	ENSPANG00000013285	1:1	266895
ENSMUSG00000033214	ENSPANG00000012750	1:1	553710
ENSMUSG00000022129	ENSPANG00000022422	1:1	742598
ENSMUSG00000022130	ENSPANG00000015280	1:1	546849
ENSMUSG00000022131	ENSPANG00000004613	1:1	727171
ENSMUSG00000061517	ENSPANG00000005859	1:1	558074
ENSMUSG00000032849	ENSPANG00000026361	1:1	548365
ENSMUSG00000022132	ENSPANG00000007231	1:1	833115
ENSMUSG00000042156	ENSPANG00000014288	1:1	834899
ENSMUSG00000022136	ENSPANG00000017673	1:1	547041
ENSMUSG00000042104	ENSPANG00000022725	1:1	689151
ENSMUSG00000044819	ENSPANG00000015363	1:1	769133
ENSMUSG00000022139	ENSPANG00000007199	1:1	801461
ENSMUSG00000030662	ENSPANG00000009971	1:1	858801
ENSMUSG00000025555	ENSPANG00000023227	1:1	835881
ENSMUSG00000063410	ENSPANG00000009176	1:1	549545
ENSMUSG00000025557	ENSPANG00000004752	1:1	548245
ENSMUSG00000025558	ENSPANG00000017575	1:1	685647
ENSMUSG00000041765	ENSPANG00000023958	1:1	805286
ENSMUSG00000050350	ENSPANG00000017961	1:1	271018
ENSMUSG00000051212	ENSPANG00000003348	1:1	270333
ENSMUSG00000025544	ENSPANG00000012681	1:1	531078
ENSMUSG00000025545	ENSPANG00000018118	1:1	687388
ENSMUSG00000041703	ENSPANG00000018055	1:1	551405
ENSMUSG00000061524	ENSPANG00000007601	1:1	800570
ENSMUSG00000041650	ENSPANG00000000781	1:1	854896
ENSMUSG00000041625	ENSPANG00000005661	1:1	698011
ENSMUSG00000041594	ENSPANG00000024152	1:1	548973
ENSMUSG00000000197	ENSPANG00000004282	1:1	788271
ENSMUSG00000032925	ENSPANG00000013396	1:1	552453
ENSMUSG00000025551	ENSPANG00000012680	1:1	801783
ENSMUSG00000091119	ENSPANG00000014908	1:1	835289
ENSMUSG00000055737	ENSPANG00000012118	1:1	838945
ENSMUSG00000022184	ENSPANG00000011631	1:1	826333
ENSMUSG00000041935	ENSPANG00000003802	1:1	306680
ENSMUSG00000022186	ENSPANG00000008222	1:1	787020
ENSMUSG00000049148	ENSPANG00000004002	1:1	494765
ENSMUSG00000022181	ENSPANG00000008845	1:1	753870
ENSMUSG00000022155	ENSPANG00000017936	1:1	705891
ENSMUSG00000079105	ENSPANG00000002426	1:1	816882
ENSMUSG00000041849	ENSPANG00000007548	1:1	310412
ENSMUSG00000041841	ENSPANG00000003464	1:1	851843
ENSMUSG00000050697	ENSPANG00000014909	1:1	549144
ENSMUSG00000022151	ENSPANG00000008956	1:1	838932
ENSMUSG00000039942	ENSPANG00000017119	1:1	833971
ENSMUSG00000022150	ENSPANG00000005734	1:1	828057
ENSMUSG00000022149	ENSPANG00000006998	1:1	762671
ENSMUSG00000022148	ENSPANG00000019520	1:1	792971
ENSMUSG00000050310	ENSPANG00000009353	1:1	830382
ENSMUSG00000022146	ENSPANG00000003727	1:1	824083
ENSMUSG00000054263	ENSPANG00000017937	1:1	814693
ENSMUSG00000042961	ENSPANG00000010086	1:1	548845
ENSMUSG00000022144	ENSPANG00000010790	1:1	831251
ENSMUSG00000039828	ENSPANG00000018958	1:1	842727
ENSMUSG00000022142	ENSPANG00000004003	1:1	792887
ENSMUSG00000039801	ENSPANG00000022779	1:1	796772
ENSMUSG00000022141	ENSPANG00000004378	1:1	
ENSMUSG00000005360	ENSPANG00000014048	1:1	507667
ENSMUSG00000048424	ENSPANG00000009354	1:1	769864
ENSMUSG00000022253	ENSPANG00000013350	1:1	816618
ENSMUSG00000054115	ENSPANG00000026073	1:1	828842
ENSMUSG00000039704	ENSPANG00000008846	1:1	705808
ENSMUSG00000072664	ENSPANG00000000930	n:m	
ENSMUSG00000072664	ENSPANG00000000931	n:m	
ENSMUSG00000049152	ENSPANG00000000930	n:m	827016
ENSMUSG00000049152	ENSPANG00000000931	n:m	
ENSMUSG00000039676	ENSPANG00000011302	1:1	547782
ENSMUSG00000003882	ENSPANG00000021405	1:1	825216
ENSMUSG00000072663	ENSPANG00000013351	1:1	813021
ENSMUSG00000005268	ENSPANG00000012178	1:1	800565
ENSMUSG00000089678	ENSPANG00000003728	1:1	831435
ENSMUSG00000044224	ENSPANG00000002427	1:1	547545
ENSMUSG00000022247	ENSPANG00000016504	1:1	844393
ENSMUSG00000022248	ENSPANG00000024799	1:1	703478
ENSMUSG00000022249	ENSPANG00000010903	1:1	552014
ENSMUSG00000022246	ENSPANG00000012243	1:1	551990
ENSMUSG00000058914	ENSPANG00000010598	1:1	
ENSMUSG00000022244	ENSPANG00000008957	1:1	828425
ENSMUSG00000022243	ENSPANG00000023321	1:1	547682
ENSMUSG00000060735	ENSPANG00000023041	1:1	758934
ENSMUSG00000047497	ENSPANG00000007314	1:1	550780
ENSMUSG00000022241	ENSPANG00000011000	1:1	851106
ENSMUSG00000022206	ENSPANG00000010791	1:1	554231
ENSMUSG00000022205	ENSPANG00000000672	1:m	
ENSMUSG00000022205	ENSPANG00000002644	1:m	530102
ENSMUSG00000022201	ENSPANG00000003729	1:1	851410
ENSMUSG00000039458	ENSPANG00000016239	1:1	496536
ENSMUSG00000022200	ENSPANG00000014158	1:1	726717
ENSMUSG00000022197	ENSPANG00000004004	1:1	785968
ENSMUSG00000022195	ENSPANG00000023863	1:1	842526
ENSMUSG00000022191	ENSPANG00000003027	1:1	548301
ENSMUSG00000039385	ENSPANG00000012023	1:1	554059
ENSMUSG00000025370	ENSPANG00000012091	1:1	551021
ENSMUSG00000022321	ENSPANG00000019074	1:1	550051
ENSMUSG00000040452	ENSPANG00000013388	1:1	553457
ENSMUSG00000047565	ENSPANG00000009587	n:1	
ENSMUSG00000040420	ENSPANG00000010599	1:1	551526
ENSMUSG00000022272	ENSPANG00000020428	1:1	
ENSMUSG00000022270	ENSPANG00000019521	1:1	831164
ENSMUSG00000052253	ENSPANG00000009355	1:1	857281
ENSMUSG00000022269	ENSPANG00000017253	1:1	733070
ENSMUSG00000043556	ENSPANG00000012119	1:1	548213
ENSMUSG00000022265	ENSPANG00000014384	1:1	670443
ENSMUSG00000046034	ENSPANG00000016505	1:1	824607
ENSMUSG00000056069	ENSPANG00000014910	1:1	264317
ENSMUSG00000022263	ENSPANG00000016240	1:1	776857
ENSMUSG00000022262	ENSPANG00000010600	1:1	529434
ENSMUSG00000022240	ENSPANG00000023864	1:1	818838
ENSMUSG00000022237	ENSPANG00000021670	1:1	309164
ENSMUSG00000022236	ENSPANG00000008958	1:1	516805
ENSMUSG00000039100	ENSPANG00000001813	1:1	685719
ENSMUSG00000022235	ENSPANG00000004379	1:1	826805
ENSMUSG00000022234	ENSPANG00000006999	1:1	636212
ENSMUSG00000039065	ENSPANG00000015778	1:1	798830
ENSMUSG00000045267	ENSPANG00000026286	1:1	706287
ENSMUSG00000022231	ENSPANG00000012025	1:1	822266
ENSMUSG00000022261	ENSPANG00000017837	1:1	813597
ENSMUSG00000038984	ENSPANG00000011310	1:1	269663
ENSMUSG00000022255	ENSPANG00000007132	1:1	807333
ENSMUSG00000022257	ENSPANG00000021264	1:1	735121
ENSMUSG00000022324	ENSPANG00000024751	1:1	804101
ENSMUSG00000058600	ENSPANG00000007267	1:1	852017
ENSMUSG00000044726	ENSPANG00000006288	1:1	554629
ENSMUSG00000022325	ENSPANG00000009704	1:1	814537
ENSMUSG00000038879	ENSPANG00000005207	1:1	523046
ENSMUSG00000050963	ENSPANG00000024000	1:1	710875
ENSMUSG00000022329	ENSPANG00000018589	1:1	547940
ENSMUSG00000022330	ENSPANG00000012764	1:1	833318
ENSMUSG00000014313	ENSPANG00000011395	1:m	
ENSMUSG00000014313	ENSPANG00000013795	1:m	764700
ENSMUSG00000037627	ENSPANG00000006695	1:1	790423
ENSMUSG00000048230	ENSPANG00000006694	1:1	810409
ENSMUSG00000045996	ENSPANG00000011129	1:1	689055
ENSMUSG00000037617	ENSPANG00000018546	1:1	550716
ENSMUSG00000022280	ENSPANG00000021913	1:1	823642
ENSMUSG00000048307	ENSPANG00000000325	1:1	801475
ENSMUSG00000013611	ENSPANG00000018545	1:1	823760
ENSMUSG00000022285	ENSPANG00000010317	1:1	499498
ENSMUSG00000062397	ENSPANG00000020171	1:1	514934
ENSMUSG00000022286	ENSPANG00000017807	1:1	753166
ENSMUSG00000051359	ENSPANG00000000839	1:1	551232
ENSMUSG00000022292	ENSPANG00000010644	1:1	844228
ENSMUSG00000037487	ENSPANG00000017236	1:1	818934
ENSMUSG00000061923	ENSPANG00000005633	1:1	273460
ENSMUSG00000037465	ENSPANG00000009227	1:1	552354
ENSMUSG00000037458	ENSPANG00000002432	1:1	809258
ENSMUSG00000022295	ENSPANG00000019212	1:1	789799
ENSMUSG00000022297	ENSPANG00000025725	1:1	641169
ENSMUSG00000054196	ENSPANG00000009895	1:1	795291
ENSMUSG00000022299	ENSPANG00000005632	1:1	497994
ENSMUSG00000022300	ENSPANG00000010643	1:1	865108
ENSMUSG00000037386	ENSPANG00000025440	1:1	551023
ENSMUSG00000022303	ENSPANG00000010316	1:1	265659
ENSMUSG00000022304	ENSPANG00000001020	1:1	817086
ENSMUSG00000022305	ENSPANG00000021263	1:1	824620
ENSMUSG00000022306	ENSPANG00000017626	1:1	802328
ENSMUSG00000022307	ENSPANG00000017804	1:1	770994
ENSMUSG00000042895	ENSPANG00000019893	1:1	793982
ENSMUSG00000022309	ENSPANG00000016683	1:1	553679
ENSMUSG00000051920	ENSPANG00000011560	1:1	844715
ENSMUSG00000022336	ENSPANG00000008045	1:1	864619
ENSMUSG00000022337	ENSPANG00000017054	1:1	743401
ENSMUSG00000054409	ENSPANG00000010402	1:1	834961
ENSMUSG00000038760	ENSPANG00000017053	1:1	793711
ENSMUSG00000038736	ENSPANG00000003130	1:1	793644
ENSMUSG00000038725	ENSPANG00000007052	1:1	816869
ENSMUSG00000022339	ENSPANG00000015083	1:1	848209
ENSMUSG00000022340	ENSPANG00000005630	1:1	826609
ENSMUSG00000022342	ENSPANG00000025621	1:1	710853
ENSMUSG00000022311	ENSPANG00000014434	1:1	
ENSMUSG00000038679	ENSPANG00000015082	1:1	807420
ENSMUSG00000022312	ENSPANG00000005206	1:1	864406
ENSMUSG00000022313	ENSPANG00000011559	1:1	849937
ENSMUSG00000022314	ENSPANG00000006012	1:1	548014
ENSMUSG00000068522	ENSPANG00000017890	1:1	736952
ENSMUSG00000022315	ENSPANG00000021435	1:1	810861
ENSMUSG00000038622	ENSPANG00000024750	1:1	793694
ENSMUSG00000061731	ENSPANG00000007690	1:1	531257
ENSMUSG00000058656	ENSPANG00000018159	1:1	823465
ENSMUSG00000063727	ENSPANG00000020682	1:1	775974
ENSMUSG00000038591	ENSPANG00000011014	1:1	831925
ENSMUSG00000024479	ENSPANG00000006869	1:1	803204
ENSMUSG00000037362	ENSPANG00000006166	1:1	796796
ENSMUSG00000022425	ENSPANG00000016168	1:1	814041
ENSMUSG00000037343	ENSPANG00000026219	1:1	850674
ENSMUSG00000022422	ENSPANG00000008385	1:1	835901
ENSMUSG00000022419	ENSPANG00000014432	1:1	804556
ENSMUSG00000022370	ENSPANG00000001115	1:1	863276
ENSMUSG00000022369	ENSPANG00000001116	1:1	798807
ENSMUSG00000060429	ENSPANG00000011900	1:1	790823
ENSMUSG00000022367	ENSPANG00000020681	1:1	677238
ENSMUSG00000071757	ENSPANG00000002729	1:1	790167
ENSMUSG00000022365	ENSPANG00000008192	1:1	689448
ENSMUSG00000022364	ENSPANG00000007688	1:1	815939
ENSMUSG00000051225	ENSPANG00000015968	1:1	774883
ENSMUSG00000101892	ENSPANG00000005866	1:1	796510
ENSMUSG00000022361	ENSPANG00000017349	1:1	807632
ENSMUSG00000022360	ENSPANG00000009080	1:1	828353
ENSMUSG00000022359	ENSPANG00000021679	1:1	735018
ENSMUSG00000022358	ENSPANG00000008044	1:1	838962
ENSMUSG00000022357	ENSPANG00000012321	1:1	556556
ENSMUSG00000037119	ENSPANG00000024994	1:1	641390
ENSMUSG00000037106	ENSPANG00000024156	1:1	778034
ENSMUSG00000062373	ENSPANG00000012320	1:1	783137
ENSMUSG00000037085	ENSPANG00000009422	1:1	832207
ENSMUSG00000037075	ENSPANG00000015394	1:1	814184
ENSMUSG00000050891	ENSPANG00000001330	1:1	835751
ENSMUSG00000022354	ENSPANG00000006668	1:m	
ENSMUSG00000022354	ENSPANG00000017367	1:m	
ENSMUSG00000022353	ENSPANG00000020339	1:1	824005
ENSMUSG00000022351	ENSPANG00000005609	1:1	646739
ENSMUSG00000022350	ENSPANG00000008560	1:1	641383
ENSMUSG00000059586	ENSPANG00000010438	1:1	658765
ENSMUSG00000032501	ENSPANG00000022868	1:1	833319
ENSMUSG00000072568	ENSPANG00000010401	1:1	753291
ENSMUSG00000022347	ENSPANG00000018582	1:1	554690
ENSMUSG00000022346	ENSPANG00000010418	1:1	765418
ENSMUSG00000022378	ENSPANG00000003127	1:1	703491
ENSMUSG00000022377	ENSPANG00000024473	1:1	734463
ENSMUSG00000022376	ENSPANG00000021038	1:1	501068
ENSMUSG00000015002	ENSPANG00000006815	1:1	516361
ENSMUSG00000015001	ENSPANG00000026025	1:1	841764
ENSMUSG00000072511	ENSPANG00000008812	1:1	741281
ENSMUSG00000056258	ENSPANG00000002393	1:1	811811
ENSMUSG00000022375	ENSPANG00000007873	1:1	547488
ENSMUSG00000036944	ENSPANG00000020846	1:1	775946
ENSMUSG00000053469	ENSPANG00000011411	1:1	265992
ENSMUSG00000022372	ENSPANG00000011557	1:1	799538
ENSMUSG00000005124	ENSPANG00000015800	1:1	762176
ENSMUSG00000005125	ENSPANG00000026080	1:1	843909
ENSMUSG00000013846	ENSPANG00000021484	1:1	776348
ENSMUSG00000022335	ENSPANG00000017457	1:1	853526
ENSMUSG00000022332	ENSPANG00000006134	1:1	555886
ENSMUSG00000036800	ENSPANG00000019753	1:1	855170
ENSMUSG00000079022	ENSPANG00000007983	1:1	551786
ENSMUSG00000036760	ENSPANG00000016981	1:1	749661
ENSMUSG00000047921	ENSPANG00000006964	1:1	739619
ENSMUSG00000068391	ENSPANG00000018908	1:1	
ENSMUSG00000022607	ENSPANG00000015685	1:1	842739
ENSMUSG00000036661	ENSPANG00000006229	1:1	769739
ENSMUSG00000079020	ENSPANG00000025488	1:1	549685
ENSMUSG00000045281	ENSPANG00000006579	1:1	783468
ENSMUSG00000059895	ENSPANG00000007206	1:1	783946
ENSMUSG00000086361	ENSPANG00000012866	1:1	265389
ENSMUSG00000034730	ENSPANG00000015392	1:1	554644
ENSMUSG00000022602	ENSPANG00000002588	1:1	265384
ENSMUSG00000046380	ENSPANG00000009437	1:1	699490
ENSMUSG00000022598	ENSPANG00000005745	1:1	759977
ENSMUSG00000056665	ENSPANG00000007915	1:1	753545
ENSMUSG00000022596	ENSPANG00000006078	1:1	786001
ENSMUSG00000022595	ENSPANG00000013794	1:1	740033
ENSMUSG00000034634	ENSPANG00000012599	1:1	764813
ENSMUSG00000068349	ENSPANG00000013324	n:1	307195
ENSMUSG00000068600	ENSPANG00000013324	n:1	
ENSMUSG00000075604	ENSPANG00000013401	n:m	
ENSMUSG00000075604	ENSPANG00000011716	n:m	
ENSMUSG00000022589	ENSPANG00000013401	n:m	
ENSMUSG00000022589	ENSPANG00000011716	n:m	821137
ENSMUSG00000022587	ENSPANG00000016456	1:1	777302
ENSMUSG00000093626	ENSPANG00000005806	1:1	682394
ENSMUSG00000022577	ENSPANG00000006506	1:1	733146
ENSMUSG00000022579	ENSPANG00000005805	1:1	771194
ENSMUSG00000000934	ENSPANG00000009180	1:1	811671
ENSMUSG00000022580	ENSPANG00000015006	1:1	792213
ENSMUSG00000047591	ENSPANG00000005175	1:1	270710
ENSMUSG00000075600	ENSPANG00000016578	1:1	825462
ENSMUSG00000022575	ENSPANG00000005577	1:1	790214
ENSMUSG00000098678	ENSPANG00000013124	1:1	752210
ENSMUSG00000022574	ENSPANG00000017234	1:1	862702
ENSMUSG00000103906	ENSPANG00000001049	1:1	699486
ENSMUSG00000022571	ENSPANG00000001050	1:1	844488
ENSMUSG00000022570	ENSPANG00000013295	1:1	546862
ENSMUSG00000050846	ENSPANG00000006279	1:1	561809
ENSMUSG00000034429	ENSPANG00000012917	1:1	270176
ENSMUSG00000098176	ENSPANG00000005939	1:1	709676
ENSMUSG00000063704	ENSPANG00000000540	1:1	550813
ENSMUSG00000046761	ENSPANG00000007686	1:1	826925
ENSMUSG00000022568	ENSPANG00000006009	1:1	
ENSMUSG00000002524	ENSPANG00000021936	1:1	548231
ENSMUSG00000075590	ENSPANG00000013123	1:1	557956
ENSMUSG00000115388	ENSPANG00000025219	1:1	
ENSMUSG00000022565	ENSPANG00000023403	1:1	782631
ENSMUSG00000063268	ENSPANG00000023348	1:1	776833
ENSMUSG00000022564	ENSPANG00000023343	1:1	857144
ENSMUSG00000049653	ENSPANG00000023344	1:1	799531
ENSMUSG00000022562	ENSPANG00000023293	1:1	
ENSMUSG00000034259	ENSPANG00000023276	1:1	847594
ENSMUSG00000022561	ENSPANG00000023280	1:1	
ENSMUSG00000022551	ENSPANG00000023184	1:1	864514
ENSMUSG00000022552	ENSPANG00000023282	1:1	830295
ENSMUSG00000022553	ENSPANG00000023186	1:1	808708
ENSMUSG00000109179	ENSPANG00000023189	1:1	761062
ENSMUSG00000022554	ENSPANG00000023180	1:1	847353
ENSMUSG00000022558	ENSPANG00000012666	1:1	705890
ENSMUSG00000022557	ENSPANG00000024950	1:1	865103
ENSMUSG00000034161	ENSPANG00000017828	1:1	714609
ENSMUSG00000022556	ENSPANG00000005938	1:1	305335
ENSMUSG00000022555	ENSPANG00000024018	1:1	747426
ENSMUSG00000048385	ENSPANG00000017232	1:1	553450
ENSMUSG00000022559	ENSPANG00000010640	1:1	693564
ENSMUSG00000022560	ENSPANG00000024320	1:m	796190
ENSMUSG00000022560	ENSPANG00000019529	1:m	
ENSMUSG00000022550	ENSPANG00000000709	1:1	777444
ENSMUSG00000034022	ENSPANG00000015005	1:1	685698
ENSMUSG00000063354	ENSPANG00000022738	1:m	
ENSMUSG00000063354	ENSPANG00000011534	1:m	811027
ENSMUSG00000063354	ENSPANG00000016929	1:m	
ENSMUSG00000059323	ENSPANG00000009700	1:m	827863
ENSMUSG00000059323	ENSPANG00000022739	1:m	
ENSMUSG00000053929	ENSPANG00000024707	1:1	263048
ENSMUSG00000004187	ENSPANG00000010639	1:1	556854
ENSMUSG00000033837	ENSPANG00000024706	1:1	810393
ENSMUSG00000033819	ENSPANG00000018127	1:1	553884
ENSMUSG00000022546	ENSPANG00000005936	1:1	791698
ENSMUSG00000019080	ENSPANG00000017799	1:1	546883
ENSMUSG00000033762	ENSPANG00000024705	1:1	550305
ENSMUSG00000033728	ENSPANG00000021678	1:1	263443
ENSMUSG00000033707	ENSPANG00000024704	1:1	551944
ENSMUSG00000033697	ENSPANG00000010062	1:1	681405
ENSMUSG00000022526	ENSPANG00000010537	1:1	267399
ENSMUSG00000033669	ENSPANG00000012142	1:1	267316
ENSMUSG00000055041	ENSPANG00000005030	1:1	
ENSMUSG00000003970	ENSPANG00000003455	1:1	865813
ENSMUSG00000054967	ENSPANG00000017990	1:1	559151
ENSMUSG00000018893	ENSPANG00000024583	1:1	790207
ENSMUSG00000033576	ENSPANG00000021968	1:1	
ENSMUSG00000033565	ENSPANG00000007030	1:1	803004
ENSMUSG00000010601	ENSPANG00000008447	n:m	
ENSMUSG00000010601	ENSPANG00000000571	n:m	686394
ENSMUSG00000057346	ENSPANG00000025581	n:1	
ENSMUSG00000068252	ENSPANG00000000570	n:1	
ENSMUSG00000091650	ENSPANG00000008447	n:m	
ENSMUSG00000091650	ENSPANG00000000571	n:m	
ENSMUSG00000044309	ENSPANG00000000570	n:1	
ENSMUSG00000068246	ENSPANG00000025581	n:1	
ENSMUSG00000056656	ENSPANG00000000570	n:1	686383
ENSMUSG00000022443	ENSPANG00000012338	1:1	549257
ENSMUSG00000005354	ENSPANG00000023981	1:1	
ENSMUSG00000016552	ENSPANG00000017501	1:1	766934
ENSMUSG00000016554	ENSPANG00000023980	1:1	864430
ENSMUSG00000019146	ENSPANG00000018615	1:1	736860
ENSMUSG00000016637	ENSPANG00000006058	1:1	522132
ENSMUSG00000005716	ENSPANG00000009238	1:1	789889
ENSMUSG00000071715	ENSPANG00000008492	1:1	808258
ENSMUSG00000071714	ENSPANG00000024582	n:1	
ENSMUSG00000071713	ENSPANG00000024582	n:1	741211
ENSMUSG00000062154	ENSPANG00000004312	1:1	793724
ENSMUSG00000044986	ENSPANG00000024489	1:1	767851
ENSMUSG00000071711	ENSPANG00000015905	1:1	767850
ENSMUSG00000033287	ENSPANG00000018211	1:1	823101
ENSMUSG00000016942	ENSPANG00000018048	1:1	552845
ENSMUSG00000068227	ENSPANG00000016734	1:1	830213
ENSMUSG00000044933	ENSPANG00000009272	1:1	657382
ENSMUSG00000033220	ENSPANG00000012336	1:1	522129
ENSMUSG00000018008	ENSPANG00000006421	1:1	813433
ENSMUSG00000043460	ENSPANG00000000918	1:1	811328
ENSMUSG00000018169	ENSPANG00000025195	1:1	828033
ENSMUSG00000033170	ENSPANG00000025196	1:1	796957
ENSMUSG00000049521	ENSPANG00000025198	1:1	740009
ENSMUSG00000043501	ENSPANG00000016600	1:1	697069
ENSMUSG00000033128	ENSPANG00000017499	1:1	549653
ENSMUSG00000022436	ENSPANG00000017416	1:1	713119
ENSMUSG00000068220	ENSPANG00000021508	1:1	697065
ENSMUSG00000033099	ENSPANG00000003892	1:1	765423
ENSMUSG00000033088	ENSPANG00000007412	1:1	560210
ENSMUSG00000096210	ENSPANG00000004238	1:1	547869
ENSMUSG00000006378	ENSPANG00000016598	1:1	805410
ENSMUSG00000114755	ENSPANG00000007411	1:1	657411
ENSMUSG00000033047	ENSPANG00000020963	1:1	835702
ENSMUSG00000033039	ENSPANG00000016274	1:1	548814
ENSMUSG00000033006	ENSPANG00000003891	1:1	554340
ENSMUSG00000068206	ENSPANG00000004812	1:1	775569
ENSMUSG00000032988	ENSPANG00000020815	1:1	549735
ENSMUSG00000042632	ENSPANG00000020907	1:1	
ENSMUSG00000042622	ENSPANG00000020550	1:1	790176
ENSMUSG00000009035	ENSPANG00000012334	1:1	801685
ENSMUSG00000022433	ENSPANG00000016597	1:1	549024
ENSMUSG00000044216	ENSPANG00000010777	1:1	824407
ENSMUSG00000055065	ENSPANG00000015143	1:1	548890
ENSMUSG00000022429	ENSPANG00000021763	1:1	858892
ENSMUSG00000042564	ENSPANG00000026317	1:1	813200
ENSMUSG00000022428	ENSPANG00000020416	1:1	851810
ENSMUSG00000022427	ENSPANG00000020417	1:1	772063
ENSMUSG00000022426	ENSPANG00000020418	1:1	681354
ENSMUSG00000042535	ENSPANG00000013808	1:1	826467
ENSMUSG00000042524	ENSPANG00000020414	1:1	749879
ENSMUSG00000022420	ENSPANG00000017599	1:1	835577
ENSMUSG00000022421	ENSPANG00000025006	1:1	703889
ENSMUSG00000089715	ENSPANG00000008446	1:1	554119
ENSMUSG00000009585	ENSPANG00000010774	1:1	
ENSMUSG00000053411	ENSPANG00000008445	1:1	551402
ENSMUSG00000000489	ENSPANG00000015141	1:1	824784
ENSMUSG00000060036	ENSPANG00000006976	1:1	863449
ENSMUSG00000022414	ENSPANG00000023491	1:1	832186
ENSMUSG00000042428	ENSPANG00000016393	1:1	528525
ENSMUSG00000022412	ENSPANG00000018614	1:1	824090
ENSMUSG00000042406	ENSPANG00000025194	1:1	270806
ENSMUSG00000051518	ENSPANG00000015140	1:1	796347
ENSMUSG00000022416	ENSPANG00000009111	1:1	788284
ENSMUSG00000042351	ENSPANG00000020770	1:1	550337
ENSMUSG00000022408	ENSPANG00000016392	1:1	816189
ENSMUSG00000047888	ENSPANG00000009271	1:1	
ENSMUSG00000022407	ENSPANG00000021089	1:1	858956
ENSMUSG00000042303	ENSPANG00000009270	1:1	840833
ENSMUSG00000042292	ENSPANG00000024733	1:1	831297
ENSMUSG00000050164	ENSPANG00000024581	1:1	777251
ENSMUSG00000022404	ENSPANG00000008275	1:1	497996
ENSMUSG00000022403	ENSPANG00000015759	1:1	547459
ENSMUSG00000022401	ENSPANG00000007027	1:1	719972
ENSMUSG00000047108	ENSPANG00000010399	1:1	271713
ENSMUSG00000022400	ENSPANG00000019432	1:1	828171
ENSMUSG00000091198	ENSPANG00000020108	n:m	
ENSMUSG00000091198	ENSPANG00000000277	n:m	
ENSMUSG00000091198	ENSPANG00000005234	n:m	
ENSMUSG00000091198	ENSPANG00000010652	n:m	
ENSMUSG00000091198	ENSPANG00000016384	n:m	
ENSMUSG00000055024	ENSPANG00000015108	1:1	549706
ENSMUSG00000022394	ENSPANG00000001305	1:1	746002
ENSMUSG00000063765	ENSPANG00000001306	1:1	609508
ENSMUSG00000022391	ENSPANG00000019687	1:1	
ENSMUSG00000022390	ENSPANG00000019690	1:1	836293
ENSMUSG00000022389	ENSPANG00000024579	1:1	778011
ENSMUSG00000048546	ENSPANG00000009655	1:1	836264
ENSMUSG00000061360	ENSPANG00000011337	1:1	850398
ENSMUSG00000022477	ENSPANG00000024107	1:1	863373
ENSMUSG00000022476	ENSPANG00000015758	1:1	838676
ENSMUSG00000042109	ENSPANG00000014567	1:1	817569
ENSMUSG00000022474	ENSPANG00000001251	1:1	816674
ENSMUSG00000022471	ENSPANG00000001252	1:1	712007
ENSMUSG00000063480	ENSPANG00000011336	1:1	861736
ENSMUSG00000068117	ENSPANG00000005138	1:1	784749
ENSMUSG00000068114	ENSPANG00000013694	1:1	778416
ENSMUSG00000022463	ENSPANG00000008691	1:1	783983
ENSMUSG00000068105	ENSPANG00000022555	1:1	766790
ENSMUSG00000068101	ENSPANG00000013693	1:m	815978
ENSMUSG00000068101	ENSPANG00000004835	1:m	
