Transcript.ID	Gene.ID	Gene.Type
ENSDART00000021218	ENSDARG00000005251	protein_coding
ENSDART00000021231	ENSDARG00000020764	protein_coding
ENSDART00000021240	ENSDARG00000014329	protein_coding
ENSDART00000021260	ENSDARG00000014233	protein_coding
ENSDART00000021266	ENSDARG00000002168	protein_coding
ENSDART00000021272	ENSDARG00000009851	protein_coding
ENSDART00000021286	ENSDARG00000008835	protein_coding
ENSDART00000021298	ENSDARG00000005246	protein_coding
ENSDART00000021299	ENSDARG00000015676	protein_coding
ENSDART00000021317	ENSDARG00000009170	protein_coding
ENSDART00000021336	ENSDARG00000030972	protein_coding
ENSDART00000021340	ENSDARG00000013438	protein_coding
ENSDART00000021341	ENSDARG00000017162	protein_coding
ENSDART00000021346	ENSDARG00000015404	protein_coding
ENSDART00000021369	ENSDARG00000006341	protein_coding
ENSDART00000021372	ENSDARG00000003420	protein_coding
ENSDART00000021379	ENSDARG00000016085	protein_coding
ENSDART00000021384	ENSDARG00000004336	protein_coding
ENSDART00000021394	ENSDARG00000010905	protein_coding
ENSDART00000021396	ENSDARG00000004311	protein_coding
ENSDART00000021399	ENSDARG00000068763	protein_coding
ENSDART00000021417	ENSDARG00000010477	protein_coding
ENSDART00000021437	ENSDARG00000021352	protein_coding
ENSDART00000021456	ENSDARG00000070110	protein_coding
ENSDART00000021462	ENSDARG00000016867	protein_coding
ENSDART00000021491	ENSDARG00000006125	protein_coding
ENSDART00000021502	ENSDARG00000006754	protein_coding
ENSDART00000021504	ENSDARG00000015803	protein_coding
ENSDART00000021514	ENSDARG00000008472	protein_coding
ENSDART00000021520	ENSDARG00000010194	protein_coding
ENSDART00000021528	ENSDARG00000018616	protein_coding
ENSDART00000021533	ENSDARG00000004308	protein_coding
ENSDART00000021550	ENSDARG00000026519	protein_coding
ENSDART00000021556	ENSDARG00000030967	protein_coding
ENSDART00000021559	ENSDARG00000008660	protein_coding
ENSDART00000021575	ENSDARG00000005595	protein_coding
ENSDART00000021577	ENSDARG00000021378	protein_coding
ENSDART00000021594	ENSDARG00000017314	protein_coding
ENSDART00000021596	ENSDARG00000002006	protein_coding
ENSDART00000021604	ENSDARG00000016044	protein_coding
ENSDART00000021605	ENSDARG00000016739	protein_coding
ENSDART00000021609	ENSDARG00000015537	protein_coding
ENSDART00000021610	ENSDARG00000007175	protein_coding
ENSDART00000021614	ENSDARG00000029368	protein_coding
ENSDART00000021620	ENSDARG00000006580	protein_coding
ENSDART00000021628	ENSDARG00000004160	protein_coding
ENSDART00000021634	ENSDARG00000013460	protein_coding
ENSDART00000021645	ENSDARG00000021408	protein_coding
ENSDART00000021657	ENSDARG00000071669	protein_coding
ENSDART00000021664	ENSDARG00000009544	protein_coding
ENSDART00000021666	ENSDARG00000002215	protein_coding
ENSDART00000021668	ENSDARG00000018653	protein_coding
ENSDART00000021672	ENSDARG00000007485	protein_coding
ENSDART00000021683	ENSDARG00000034056	protein_coding
ENSDART00000021692	ENSDARG00000105063	protein_coding
ENSDART00000021693	ENSDARG00000009026	protein_coding
ENSDART00000021715	ENSDARG00000017365	protein_coding
ENSDART00000021736	ENSDARG00000002217	protein_coding
ENSDART00000021753	ENSDARG00000009607	protein_coding
ENSDART00000021782	ENSDARG00000016613	protein_coding
ENSDART00000021788	ENSDARG00000007221	protein_coding
ENSDART00000021798	ENSDARG00000017299	protein_coding
ENSDART00000021820	ENSDARG00000021208	protein_coding
ENSDART00000021878	ENSDARG00000036272	protein_coding
ENSDART00000021880	ENSDARG00000014165	protein_coding
ENSDART00000021916	ENSDARG00000017340	protein_coding
ENSDART00000021942	ENSDARG00000017272	protein_coding
ENSDART00000021947	ENSDARG00000007366	protein_coding
ENSDART00000021949	ENSDARG00000075021	protein_coding
ENSDART00000021950	ENSDARG00000040492	protein_coding
ENSDART00000021953	ENSDARG00000008235	protein_coding
ENSDART00000021969	ENSDARG00000013240	protein_coding
ENSDART00000021976	ENSDARG00000007708	protein_coding
ENSDART00000021977	ENSDARG00000030756	protein_coding
ENSDART00000021981	ENSDARG00000016505	protein_coding
ENSDART00000021987	ENSDARG00000014479	protein_coding
ENSDART00000021997	ENSDARG00000014292	protein_coding
ENSDART00000022008	ENSDARG00000078446	protein_coding
ENSDART00000022010	ENSDARG00000018773	protein_coding
ENSDART00000022015	ENSDARG00000015823	protein_coding
ENSDART00000022019	ENSDARG00000018460	protein_coding
ENSDART00000022042	ENSDARG00000005775	protein_coding
ENSDART00000022043	ENSDARG00000014003	protein_coding
ENSDART00000022044	ENSDARG00000006008	protein_coding
ENSDART00000022045	ENSDARG00000038442	protein_coding
ENSDART00000022051	ENSDARG00000007624	protein_coding
ENSDART00000022060	ENSDARG00000007823	protein_coding
ENSDART00000022074	ENSDARG00000019260	protein_coding
ENSDART00000022076	ENSDARG00000011797	protein_coding
ENSDART00000022132	ENSDARG00000016594	protein_coding
ENSDART00000022139	ENSDARG00000093844	protein_coding
ENSDART00000022147	ENSDARG00000014915	protein_coding
ENSDART00000022154	ENSDARG00000010400	protein_coding
ENSDART00000022155	ENSDARG00000056009	protein_coding
ENSDART00000022163	ENSDARG00000020521	protein_coding
ENSDART00000022170	ENSDARG00000003984	protein_coding
ENSDART00000022179	ENSDARG00000003818	protein_coding
ENSDART00000022187	ENSDARG00000014274	protein_coding
ENSDART00000022204	ENSDARG00000016022	protein_coding
ENSDART00000022233	ENSDARG00000013669	protein_coding
ENSDART00000022236	ENSDARG00000020417	protein_coding
ENSDART00000022242	ENSDARG00000034270	protein_coding
ENSDART00000022246	ENSDARG00000012295	protein_coding
ENSDART00000022270	ENSDARG00000011333	protein_coding
ENSDART00000022279	ENSDARG00000013719	protein_coding
ENSDART00000022290	ENSDARG00000017772	protein_coding
ENSDART00000022307	ENSDARG00000016706	protein_coding
ENSDART00000022325	ENSDARG00000018593	protein_coding
ENSDART00000022348	ENSDARG00000007430	protein_coding
ENSDART00000022349	ENSDARG00000002255	protein_coding
ENSDART00000022356	ENSDARG00000009740	protein_coding
ENSDART00000022358	ENSDARG00000015889	protein_coding
ENSDART00000022377	ENSDARG00000018004	protein_coding
ENSDART00000022379	ENSDARG00000003607	protein_coding
ENSDART00000022382	ENSDARG00000090724	protein_coding
ENSDART00000022392	ENSDARG00000007396	protein_coding
ENSDART00000022393	ENSDARG00000017036	protein_coding
ENSDART00000022413	ENSDARG00000019774	protein_coding
ENSDART00000022437	ENSDARG00000012987	protein_coding
ENSDART00000022441	ENSDARG00000086393	protein_coding
ENSDART00000022445	ENSDARG00000005749	protein_coding
ENSDART00000022471	ENSDARG00000009870	protein_coding
ENSDART00000022481	ENSDARG00000017571	protein_coding
ENSDART00000022484	ENSDARG00000015917	protein_coding
ENSDART00000022495	ENSDARG00000010953	protein_coding
ENSDART00000022498	ENSDARG00000004114	protein_coding
ENSDART00000022499	ENSDARG00000013938	protein_coding
ENSDART00000022506	ENSDARG00000007711	protein_coding
ENSDART00000022526	ENSDARG00000018650	protein_coding
ENSDART00000022533	ENSDARG00000019418	protein_coding
ENSDART00000022539	ENSDARG00000019861	protein_coding
ENSDART00000022546	ENSDARG00000036774	protein_coding
ENSDART00000022549	ENSDARG00000015790	protein_coding
ENSDART00000022562	ENSDARG00000004301	protein_coding
ENSDART00000022574	ENSDARG00000005318	protein_coding
ENSDART00000022579	ENSDARG00000099919	protein_coding
ENSDART00000022581	ENSDARG00000015807	protein_coding
ENSDART00000022586	ENSDARG00000017708	protein_coding
ENSDART00000022605	ENSDARG00000014506	protein_coding
ENSDART00000022620	ENSDARG00000063538	protein_coding
ENSDART00000022621	ENSDARG00000012021	protein_coding
ENSDART00000022625	ENSDARG00000018958	protein_coding
ENSDART00000022634	ENSDARG00000007244	protein_coding
ENSDART00000022640	ENSDARG00000041581	protein_coding
ENSDART00000022643	ENSDARG00000014692	protein_coding
ENSDART00000022646	ENSDARG00000007639	protein_coding
ENSDART00000022654	ENSDARG00000020000	protein_coding
ENSDART00000022660	ENSDARG00000017579	protein_coding
ENSDART00000022667	ENSDARG00000017111	protein_coding
ENSDART00000022668	ENSDARG00000006060	protein_coding
ENSDART00000022676	ENSDARG00000016375	protein_coding
ENSDART00000022682	ENSDARG00000007892	protein_coding
ENSDART00000022684	ENSDARG00000020311	protein_coding
ENSDART00000022685	ENSDARG00000057143	protein_coding
ENSDART00000022688	ENSDARG00000021372	protein_coding
ENSDART00000022694	ENSDARG00000007869	protein_coding
ENSDART00000022724	ENSDARG00000017612	protein_coding
ENSDART00000022725	ENSDARG00000007582	protein_coding
ENSDART00000022729	ENSDARG00000078378	protein_coding
ENSDART00000022733	ENSDARG00000016818	protein_coding
ENSDART00000022758	ENSDARG00000016513	protein_coding
ENSDART00000022765	ENSDARG00000016399	protein_coding
ENSDART00000022768	ENSDARG00000012555	protein_coding
ENSDART00000022799	ENSDARG00000009525	protein_coding
ENSDART00000022803	ENSDARG00000004405	protein_coding
ENSDART00000022823	ENSDARG00000028552	protein_coding
ENSDART00000022830	ENSDARG00000002021	protein_coding
ENSDART00000022840	ENSDARG00000036359	protein_coding
ENSDART00000022841	ENSDARG00000019715	protein_coding
ENSDART00000022866	ENSDARG00000052462	protein_coding
ENSDART00000022870	ENSDARG00000015293	protein_coding
ENSDART00000022874	ENSDARG00000019398	protein_coding
ENSDART00000022887	ENSDARG00000009131	protein_coding
ENSDART00000022909	ENSDARG00000004306	protein_coding
ENSDART00000022918	ENSDARG00000015780	protein_coding
ENSDART00000022949	ENSDARG00000003961	protein_coding
ENSDART00000022951	ENSDARG00000017532	protein_coding
ENSDART00000022959	ENSDARG00000005776	protein_coding
ENSDART00000022963	ENSDARG00000013858	protein_coding
ENSDART00000022976	ENSDARG00000020102	protein_coding
ENSDART00000022998	ENSDARG00000003210	protein_coding
ENSDART00000022999	ENSDARG00000007438	protein_coding
ENSDART00000023006	ENSDARG00000018921	protein_coding
ENSDART00000023038	ENSDARG00000010132	protein_coding
ENSDART00000023039	ENSDARG00000020235	protein_coding
ENSDART00000023040	ENSDARG00000019335	protein_coding
ENSDART00000023054	ENSDARG00000004270	protein_coding
ENSDART00000023058	ENSDARG00000009743	protein_coding
ENSDART00000023059	ENSDARG00000040738	protein_coding
ENSDART00000023064	ENSDARG00000007886	protein_coding
ENSDART00000023074	ENSDARG00000007065	protein_coding
ENSDART00000023085	ENSDARG00000008098	protein_coding
ENSDART00000023089	ENSDARG00000016687	protein_coding
ENSDART00000023090	ENSDARG00000055313	protein_coding
ENSDART00000023094	ENSDARG00000018968	protein_coding
ENSDART00000023099	ENSDARG00000021573	protein_coding
ENSDART00000023101	ENSDARG00000018902	protein_coding
ENSDART00000023105	ENSDARG00000008662	protein_coding
ENSDART00000023123	ENSDARG00000003235	protein_coding
ENSDART00000023153	ENSDARG00000015968	protein_coding
ENSDART00000023156	ENSDARG00000020850	protein_coding
ENSDART00000023163	ENSDARG00000019614	protein_coding
ENSDART00000023196	ENSDARG00000030012	protein_coding
ENSDART00000023206	ENSDARG00000019130	protein_coding
ENSDART00000023208	ENSDARG00000014209	protein_coding
ENSDART00000023210	ENSDARG00000010010	protein_coding
ENSDART00000023211	ENSDARG00000017141	protein_coding
ENSDART00000023218	ENSDARG00000015902	protein_coding
ENSDART00000023238	ENSDARG00000003308	protein_coding
ENSDART00000023251	ENSDARG00000012496	protein_coding
ENSDART00000023262	ENSDARG00000075714	protein_coding
ENSDART00000023265	ENSDARG00000004322	protein_coding
ENSDART00000023278	ENSDARG00000019532	protein_coding
ENSDART00000023293	ENSDARG00000012390	protein_coding
ENSDART00000023301	ENSDARG00000013360	protein_coding
ENSDART00000023304	ENSDARG00000014057	protein_coding
ENSDART00000023306	ENSDARG00000017086	protein_coding
ENSDART00000023320	ENSDARG00000011370	protein_coding
ENSDART00000023323	ENSDARG00000003632	protein_coding
ENSDART00000023336	ENSDARG00000019778	protein_coding
ENSDART00000023337	ENSDARG00000009252	protein_coding
ENSDART00000023379	ENSDARG00000016656	protein_coding
ENSDART00000023388	ENSDARG00000008542	protein_coding
ENSDART00000023449	ENSDARG00000002197	protein_coding
ENSDART00000023452	ENSDARG00000069995	protein_coding
ENSDART00000023453	ENSDARG00000006600	protein_coding
ENSDART00000023454	ENSDARG00000017049	protein_coding
ENSDART00000023463	ENSDARG00000013082	protein_coding
ENSDART00000023470	ENSDARG00000030237	protein_coding
ENSDART00000023483	ENSDARG00000013789	protein_coding
ENSDART00000023488	ENSDARG00000011175	protein_coding
ENSDART00000023509	ENSDARG00000012947	protein_coding
ENSDART00000023515	ENSDARG00000016255	protein_coding
ENSDART00000023519	ENSDARG00000003313	protein_coding
ENSDART00000023521	ENSDARG00000021432	protein_coding
ENSDART00000023531	ENSDARG00000013441	protein_coding
ENSDART00000023537	ENSDARG00000011400	protein_coding
ENSDART00000023539	ENSDARG00000018283	protein_coding
ENSDART00000023540	ENSDARG00000016541	protein_coding
ENSDART00000023543	ENSDARG00000019902	protein_coding
ENSDART00000023545	ENSDARG00000069085	protein_coding
ENSDART00000023547	ENSDARG00000002632	protein_coding
ENSDART00000023549	ENSDARG00000017728	protein_coding
ENSDART00000023550	ENSDARG00000024746	protein_coding
ENSDART00000023562	ENSDARG00000014169	protein_coding
ENSDART00000023568	ENSDARG00000008022	protein_coding
ENSDART00000023571	ENSDARG00000011740	protein_coding
ENSDART00000023575	ENSDARG00000005645	protein_coding
ENSDART00000023580	ENSDARG00000027734	protein_coding
ENSDART00000023588	ENSDARG00000010454	protein_coding
ENSDART00000023613	ENSDARG00000006514	protein_coding
ENSDART00000023639	ENSDARG00000021232	protein_coding
ENSDART00000023642	ENSDARG00000014803	protein_coding
ENSDART00000023654	ENSDARG00000019963	protein_coding
ENSDART00000023674	ENSDARG00000056023	protein_coding
ENSDART00000023676	ENSDARG00000016904	protein_coding
ENSDART00000023677	ENSDARG00000039682	protein_coding
ENSDART00000023684	ENSDARG00000014008	protein_coding
ENSDART00000023686	ENSDARG00000002508	protein_coding
ENSDART00000023692	ENSDARG00000006526	protein_coding
ENSDART00000023709	ENSDARG00000035676	protein_coding
ENSDART00000023721	ENSDARG00000003153	protein_coding
ENSDART00000023745	ENSDARG00000015010	protein_coding
ENSDART00000023757	ENSDARG00000018107	protein_coding
ENSDART00000023763	ENSDARG00000016528	protein_coding
ENSDART00000023766	ENSDARG00000006257	protein_coding
ENSDART00000023770	ENSDARG00000010925	protein_coding
ENSDART00000023779	ENSDARG00000020008	protein_coding
ENSDART00000023780	ENSDARG00000010316	protein_coding
ENSDART00000023784	ENSDARG00000012387	protein_coding
ENSDART00000023793	ENSDARG00000013963	protein_coding
ENSDART00000023796	ENSDARG00000079271	protein_coding
ENSDART00000023803	ENSDARG00000021112	protein_coding
ENSDART00000023806	ENSDARG00000021404	protein_coding
ENSDART00000023809	ENSDARG00000009471	protein_coding
ENSDART00000023814	ENSDARG00000004470	protein_coding
ENSDART00000023823	ENSDARG00000006775	protein_coding
ENSDART00000023831	ENSDARG00000019498	protein_coding
ENSDART00000023833	ENSDARG00000008292	protein_coding
ENSDART00000023834	ENSDARG00000003920	protein_coding
ENSDART00000023838	ENSDARG00000007108	protein_coding
ENSDART00000023842	ENSDARG00000009273	protein_coding
ENSDART00000023851	ENSDARG00000018809	protein_coding
ENSDART00000023857	ENSDARG00000020853	protein_coding
ENSDART00000023859	ENSDARG00000057853	protein_coding
ENSDART00000023889	ENSDARG00000007407	protein_coding
ENSDART00000023890	ENSDARG00000013312	protein_coding
ENSDART00000023894	ENSDARG00000017661	protein_coding
ENSDART00000023904	ENSDARG00000009685	protein_coding
ENSDART00000023926	ENSDARG00000002549	protein_coding
ENSDART00000023944	ENSDARG00000007751	protein_coding
ENSDART00000023953	ENSDARG00000014854	protein_coding
ENSDART00000023959	ENSDARG00000006791	protein_coding
ENSDART00000023963	ENSDARG00000032117	protein_coding
ENSDART00000023971	ENSDARG00000005392	protein_coding
ENSDART00000023977	ENSDARG00000009745	protein_coding
ENSDART00000023981	ENSDARG00000056019	protein_coding
ENSDART00000023983	ENSDARG00000016733	protein_coding
ENSDART00000023985	ENSDARG00000015922	protein_coding
ENSDART00000023995	ENSDARG00000012726	protein_coding
ENSDART00000023997	ENSDARG00000016754	protein_coding
ENSDART00000024009	ENSDARG00000094673	protein_coding
ENSDART00000024027	ENSDARG00000020744	protein_coding
ENSDART00000024031	ENSDARG00000069937	protein_coding
ENSDART00000024034	ENSDARG00000017311	protein_coding
ENSDART00000024046	ENSDARG00000007024	protein_coding
ENSDART00000024058	ENSDARG00000029881	protein_coding
ENSDART00000024059	ENSDARG00000008553	protein_coding
ENSDART00000024062	ENSDARG00000008454	protein_coding
ENSDART00000024064	ENSDARG00000014386	protein_coding
ENSDART00000024068	ENSDARG00000009825	protein_coding
ENSDART00000024075	ENSDARG00000008884	protein_coding
ENSDART00000024076	ENSDARG00000017010	protein_coding
ENSDART00000024082	ENSDARG00000002240	protein_coding
ENSDART00000024084	ENSDARG00000020956	protein_coding
ENSDART00000024087	ENSDARG00000014673	protein_coding
ENSDART00000024088	ENSDARG00000003197	protein_coding
ENSDART00000024096	ENSDARG00000009480	protein_coding
ENSDART00000024104	ENSDARG00000006837	protein_coding
ENSDART00000024127	ENSDARG00000006624	protein_coding
ENSDART00000024135	ENSDARG00000039522	protein_coding
ENSDART00000024136	ENSDARG00000010680	protein_coding
ENSDART00000024137	ENSDARG00000010085	protein_coding
ENSDART00000024185	ENSDARG00000010332	protein_coding
ENSDART00000024191	ENSDARG00000018228	protein_coding
ENSDART00000024193	ENSDARG00000012040	protein_coding
ENSDART00000024194	ENSDARG00000010948	protein_coding
ENSDART00000024199	ENSDARG00000010149	protein_coding
ENSDART00000024202	ENSDARG00000021462	protein_coding
ENSDART00000024206	ENSDARG00000006983	protein_coding
ENSDART00000024207	ENSDARG00000018025	protein_coding
ENSDART00000024208	ENSDARG00000014499	protein_coding
ENSDART00000024213	ENSDARG00000010514	protein_coding
